Filename,Date,Monkey,Task,dob,date_mature,Day_to_maturation,age,percorr,percorr_class_1,percorr_class_2,percorr_class_3,percorr_class_4,percorr_class_5,percorr_class_6,percorr_class_7,percorr_class_8,percorr_class_9,percorr_class_10,percorr_class_11,percorr_class_12,percorr_class_13,percorr_class_14,percorr_class_15,percorr_class_16,percorr_class_17,percorr_class_18,percorr_class_19,percorr_class_20
oli078_2,21-Oct-2021,OLI,ODRdistractor_cardinal,01-Jan-2016,02-Dec-2020,323,2120,0.846560846560847,1,1,0.888888888888889,1,1,0.727272727272727,0.8,0.727272727272727,0.421052631578947,0.615384615384615,1,1,1,1,1,0.8,1,0.888888888888889,0.888888888888889,1
pic001_2,22-Jan-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-940,1419,0.857142857142857,1,1,1,1,1,1,0.857142857142857,0.857142857142857,1,1,0.75,1,0.6,0.75,0.75,1,0.857142857142857,0.6,0.75,0.857142857142857
pic003_2,24-Jan-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-938,1421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pic004_2,28-Jan-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-934,1425,0.803149606299213,0.857142857142857,1,0.833333333333333,0.714285714285714,0.5,1,1,1,1,1,0.833333333333333,0.714285714285714,0.833333333333333,0.625,1,1,0.833333333333333,0.625,0.555555555555556,0.833333333333333
pic005_2,29-Jan-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-933,1426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pic006_2,30-Jan-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-932,1427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pic007_2,11-Feb-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-920,1439,0.87012987012987,0.857142857142857,1,0.857142857142857,0.857142857142857,0.6,1,1,1,1,1,1,0.875,0.75,0.5,0.875,1,0.875,1,1,0.857142857142857
pic008_2,12-Feb-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-919,1440,0.961538461538462,0.857142857142857,1,1,1,0.666666666666667,1,1,1,1,0.875,1,1,1,1,1,1,1,1,1,1
pic009_2,13-Feb-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-918,1441,0.98,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pic009_3,13-Feb-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-918,1441,0.98876404494382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1
pic010_2,18-Feb-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-913,1446,0.789473684210526,0.818181818181818,0.666666666666667,0.615384615384615,0.444444444444444,0.380952380952381,1,1,1,1,1,1,0.888888888888889,1,0.727272727272727,1,1,0.727272727272727,0.9,0.888888888888889,0.888888888888889
pic011_2,19-Feb-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-912,1447,0.925675675675676,0.7,0.875,0.875,0.636363636363636,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
pic012_2,20-Feb-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-911,1448,0.963855421686747,1,1,0.888888888888889,1,1,0.888888888888889,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,0.888888888888889,0.8
pic013_2,25-Feb-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-906,1453,0.952380952380952,1,0.9,1,1,0.9,1,1,0.9,1,1,1,1,0.818181818181818,0.9,1,1,0.9,1,0.818181818181818,1
pic014_2,26-Feb-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-905,1454,0.968036529680365,1,0.916666666666667,1,0.916666666666667,1,1,1,1,0.916666666666667,0.833333333333333,1,1,1,1,1,1,0.909090909090909,1,1,0.909090909090909
pic015_2,27-Feb-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-904,1455,0.915032679738562,1,1,1,1,0.875,1,1,1,1,1,0.875,0.7,0.583333333333333,0.875,0.875,1,0.875,1,1,1
pic017_2,30-Jul-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-750,1609,0.814070351758794,0.470588235294118,0.727272727272727,0.615384615384615,0.888888888888889,0.8,1,1,1,0.888888888888889,1,1,1,1,1,1,0.727272727272727,0.666666666666667,0.727272727272727,0.727272727272727,0.727272727272727
pic018_2,31-Jul-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-749,1610,0.729957805907173,0.75,0.666666666666667,0.666666666666667,0.666666666666667,0.571428571428571,0.9,0.9,1,0.818181818181818,1,1,1,1,1,1,0.75,0.615384615384615,0.421052631578947,0.45,0.5
pic019_2,04-Aug-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-745,1614,0.916666666666667,0.916666666666667,1,0.916666666666667,0.916666666666667,1,1,0.916666666666667,1,1,1,0.916666666666667,0.916666666666667,1,1,0.846153846153846,0.916666666666667,0.916666666666667,0.916666666666667,0.733333333333333,0.6875
pic020_2,05-Aug-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-744,1615,0.890756302521008,0.647058823529412,0.785714285714286,0.833333333333333,1,1,1,1,0.916666666666667,1,1,1,1,0.909090909090909,1,0.846153846153846,1,1,0.6875,0.769230769230769,0.785714285714286
pic021_2,06-Aug-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-743,1616,0.824902723735409,0.833333333333333,0.714285714285714,0.714285714285714,0.916666666666667,0.909090909090909,0.833333333333333,0.916666666666667,1,0.647058823529412,1,0.909090909090909,0.846153846153846,0.6875,0.916666666666667,0.916666666666667,0.785714285714286,0.733333333333333,0.846153846153846,0.733333333333333,0.916666666666667
pic022_2,07-Aug-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-742,1617,0.760204081632653,0.888888888888889,1,1,1,1,0.8,0.444444444444444,0.32,1,1,0.7,1,0.875,0.7,0.777777777777778,0.7,0.8,1,0.7,1
pic023_2,11-Aug-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-738,1621,0.785407725321888,0.9,0.9,1,1,0.9,1,1,1,1,0.909090909090909,0.818181818181818,0.642857142857143,0.310344827586207,0.642857142857143,0.529411764705882,0.818181818181818,0.909090909090909,0.9,0.9,0.9
pic024_2,12-Aug-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-737,1622,0.888888888888889,0.909090909090909,1,0.833333333333333,0.909090909090909,0.909090909090909,1,1,1,1,1,0.909090909090909,1,0.909090909090909,0.909090909090909,0.909090909090909,0.769230769230769,0.833333333333333,0.714285714285714,0.625,0.909090909090909
pic025_2,13-Aug-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-736,1623,0.826666666666667,1,1,1,1,1,1,0.818181818181818,0.714285714285714,1,1,0.625,0.75,0.5625,0.642857142857143,0.642857142857143,1,0.769230769230769,1,0.9,0.75
pic026_2,14-Aug-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-735,1624,0.779816513761468,0.666666666666667,0.818181818181818,0.8,0.75,0.75,1,0.8,0.727272727272727,0.818181818181818,0.9,0.9,0.615384615384615,0.6,0.533333333333333,0.8,0.9,0.8,1,0.9,0.888888888888889
pic027_2,18-Aug-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-731,1628,0.947368421052632,0.9,0.9,0.692307692307692,1,1,0.9,1,1,1,1,1,1,1,1,1,1,0.818181818181818,1,1,0.9
pic028_2,19-Aug-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-730,1629,0.878048780487805,0.9,1,0.9,0.818181818181818,0.9,0.75,0.6,0.6,1,1,1,1,1,0.9,1,0.9,0.9,0.818181818181818,1,1
pic029_2,20-Aug-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-729,1630,0.925714285714286,1,1,0.666666666666667,0.888888888888889,0.727272727272727,1,1,1,1,1,1,0.888888888888889,0.888888888888889,1,1,1,1,0.888888888888889,0.9,0.888888888888889
pic030_2,21-Aug-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-728,1631,0.905405405405405,0.833333333333333,0.833333333333333,0.909090909090909,0.785714285714286,0.909090909090909,1,0.833333333333333,1,1,1,1,0.909090909090909,1,0.909090909090909,1,0.909090909090909,1,0.833333333333333,0.714285714285714,0.909090909090909
pic031_2,09-Dec-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-618,1741,0.927835051546392,1,1,1,1,0.818181818181818,0.9,1,1,0.9,0.9,0.9,1,1,1,0.9,0.9,0.818181818181818,0.818181818181818,0.818181818181818,1
pic032_2,10-Dec-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-617,1742,0.956310679611651,1,1,1,1,0.909090909090909,1,0.909090909090909,1,1,1,1,0.909090909090909,1,0.909090909090909,1,0.909090909090909,0.909090909090909,0.9,0.909090909090909,0.909090909090909
pic033_2,15-Dec-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-612,1747,0.970588235294118,0.909090909090909,1,0.909090909090909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.909090909090909
pic034_2,16-Dec-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-611,1748,0.975409836065574,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1
pic035_2,17-Dec-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-610,1749,0.901345291479821,1,1,1,0.833333333333333,0.909090909090909,0.833333333333333,0.909090909090909,0.769230769230769,1,0.714285714285714,1,0.833333333333333,1,1,1,1,0.833333333333333,0.769230769230769,0.916666666666667,0.909090909090909
pic036_2,23-Dec-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-604,1755,0.860215053763441,0.727272727272727,0.666666666666667,0.571428571428571,0.727272727272727,0.8,1,0.888888888888889,0.8,1,0.888888888888889,1,1,1,1,0.888888888888889,1,1,1,1,0.727272727272727
pic037_2,29-Dec-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-598,1761,0.862068965517241,1,1,0.833333333333333,1,1,0.833333333333333,0.833333333333333,0.714285714285714,0.625,1,1,0.833333333333333,0.714285714285714,0.833333333333333,1,1,1,0.714285714285714,0.714285714285714,1
pic038_2,30-Dec-2020,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-597,1762,0.720720720720721,0.888888888888889,0.666666666666667,0.888888888888889,1,0.8,1,1,1,1,1,0.5,0.444444444444444,0.5,0.533333333333333,0.727272727272727,0.8,0.533333333333333,0.571428571428571,0.8,0.888888888888889
pic039_2,31-Dec-2020,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-596,1763,0.845070422535211,0.857142857142857,1,0.857142857142857,1,0.857142857142857,0.75,0.666666666666667,0.857142857142857,0.75,1,1,1,1,1,1,0.75,0.6,1,0.6,0.857142857142857
pic040_2,05-Jan-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-591,1768,0.883116883116883,0.909090909090909,0.833333333333333,0.833333333333333,1,1,0.833333333333333,0.909090909090909,0.909090909090909,1,1,1,0.909090909090909,0.909090909090909,1,1,0.625,0.733333333333333,0.909090909090909,0.769230769230769,0.833333333333333
pic041_2,06-Jan-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-590,1769,0.693965517241379,0.727272727272727,0.571428571428571,0.533333333333333,0.666666666666667,0.615384615384615,1,1,1,1,1,0.571428571428571,0.571428571428571,0.727272727272727,0.533333333333333,0.727272727272727,0.8,0.529411764705882,0.421052631578947,1,1
pic042_2,07-Jan-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-589,1770,0.829896907216495,0.666666666666667,0.5,0.8,0.8,0.888888888888889,0.888888888888889,0.666666666666667,1,0.8,1,0.8,0.888888888888889,1,1,1,1,0.8,0.8,0.888888888888889,1
pic043_2,08-Jan-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-588,1771,0.970873786407767,1,0.833333333333333,1,1,0.833333333333333,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1
pic043_3,08-Jan-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-588,1771,0.792207792207792,0.5,1,1,1,0.6,0.75,0.75,0.3,0.75,1,1,1,0.8,1,1,1,1,1,1,1
pic044_2,12-Jan-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-584,1775,0.863309352517986,0.857142857142857,1,0.857142857142857,1,1,0.428571428571429,0.75,0.857142857142857,0.75,0.857142857142857,1,1,1,1,1,1,0.857142857142857,1,0.75,1
pic045_2,13-Jan-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-583,1776,0.87719298245614,0.714285714285714,0.833333333333333,1,0.769230769230769,1,0.909090909090909,1,1,0.909090909090909,0.833333333333333,1,1,0.833333333333333,0.909090909090909,1,0.833333333333333,0.769230769230769,1,0.625,0.909090909090909
pic046_2,14-Jan-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-582,1777,0.771929824561403,0.478260869565217,0.785714285714286,0.611111111111111,0.55,0.578947368421053,0.916666666666667,1,0.785714285714286,0.916666666666667,1,0.916666666666667,0.846153846153846,1,0.785714285714286,1,0.916666666666667,0.846153846153846,0.785714285714286,0.647058823529412,0.785714285714286
pic047_2,15-Jan-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-581,1778,0.845070422535211,0.642857142857143,0.75,1,0.692307692307692,0.5625,0.818181818181818,0.75,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.818181818181818,1,0.818181818181818
pic048_2,19-Jan-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-577,1782,0.869565217391304,0.666666666666667,0.857142857142857,1,0.75,0.857142857142857,0.857142857142857,1,1,0.857142857142857,1,0.857142857142857,1,1,1,1,0.75,1,0.666666666666667,1,0.666666666666667
pic049_2,20-Jan-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-576,1783,0.72992700729927,0.833333333333333,0.909090909090909,0.833333333333333,0.588235294117647,0.588235294117647,0.833333333333333,0.769230769230769,0.555555555555556,0.476190476190476,0.714285714285714,1,1,1,1,0.909090909090909,0.909090909090909,0.666666666666667,0.434782608695652,0.909090909090909,0.625
pic050_2,21-Jan-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-575,1784,0.841121495327103,1,0.75,0.692307692307692,0.45,0.75,1,0.9,1,1,1,1,1,0.9,1,1,0.818181818181818,0.75,0.692307692307692,1,0.818181818181818
pic051_2,22-Jan-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-574,1785,0.75,0.346153846153846,0.75,0.818181818181818,0.642857142857143,0.692307692307692,0.6,1,1,0.75,0.9,1,1,1,1,1,0.9,0.5,0.9,0.642857142857143,0.692307692307692
pic053_2,19-May-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-457,1902,0.802325581395349,0.875,0.777777777777778,0.777777777777778,1,1,0.875,1,1,1,1,1,1,1,1,1,0.777777777777778,0.583333333333333,0.5,0.636363636363636,0.352941176470588
pic054_2,20-May-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-456,1903,0.772511848341232,0.8,0.9,0.888888888888889,0.444444444444444,0.727272727272727,0.8,1,1,1,0.9,1,1,1,1,1,0.666666666666667,1,0.727272727272727,0.380952380952381,0.5
pic055_2,21-May-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-455,1904,0.923076923076923,1,1,1,0.818181818181818,0.8,1,0.666666666666667,0.888888888888889,1,1,1,1,1,0.666666666666667,1,1,1,1,1,0.9
pic056_2,25-May-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-451,1908,0.662068965517241,0.833333333333333,1,0.5,1,0.833333333333333,0.714285714285714,0.285714285714286,0.307692307692308,0.555555555555556,1,1,0.833333333333333,1,1,0.833333333333333,0.625,0.625,0.5,1,0.444444444444444
pic057_2,26-May-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-450,1909,0.72992700729927,0.625,1,0.5,0.555555555555556,0.833333333333333,0.333333333333333,0.625,1,0.454545454545455,0.555555555555556,1,1,1,1,1,1,1,1,1,0.833333333333333
pic058_2,27-May-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-449,1910,0.67601246105919,0.588235294117647,0.916666666666667,0.846153846153846,0.785714285714286,1,0.611111111111111,0.5,0.5,0.846153846153846,0.785714285714286,0.916666666666667,0.846153846153846,1,0.5,0.916666666666667,0.733333333333333,0.523809523809524,0.5,0.526315789473684,0.555555555555556
pic059_2,02-Jun-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-443,1916,0.823170731707317,0.875,1,0.857142857142857,1,0.857142857142857,1,0.75,0.666666666666667,0.777777777777778,1,0.875,1,1,1,0.875,0.875,0.538461538461538,0.545454545454545,0.875,0.636363636363636
pic060_2,03-Jun-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-442,1917,0.744827586206897,0.5,1,0.857142857142857,0.625,0.75,1,0.833333333333333,1,1,1,0.5,0.625,0.625,0.714285714285714,1,1,0.666666666666667,0.833333333333333,0.714285714285714,0.454545454545455
pic061_2,04-Jun-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-441,1918,0.773504273504274,0.818181818181818,1,0.818181818181818,0.5625,0.642857142857143,1,1,1,1,1,1,1,1,1,0.9,0.75,0.75,0.529411764705882,0.391304347826087,0.555555555555556
pic062_2,08-Jun-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-437,1922,0.87741935483871,0.875,1,1,1,1,0.777777777777778,0.857142857142857,0.6,1,0.777777777777778,1,1,1,1,1,0.875,0.857142857142857,0.7,1,0.6
pic063_2,09-Jun-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-436,1923,0.613636363636364,0.666666666666667,0.888888888888889,0.615384615384615,0.444444444444444,0.727272727272727,0.888888888888889,1,1,0.888888888888889,1,0.888888888888889,0.9,1,0.8,0.888888888888889,0.380952380952381,0.307692307692308,0.333333333333333,0.363636363636364,0.421052631578947
pic064_2,10-Jun-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-435,1924,0.839024390243902,1,0.75,0.8,0.727272727272727,0.818181818181818,0.9,1,1,0.9,1,1,1,1,1,1,0.8,0.6,0.642857142857143,0.666666666666667,0.666666666666667
pic065_2,15-Jun-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-430,1929,0.614107883817427,0.636363636363636,1,0.636363636363636,0.368421052631579,0.8,0.875,0.888888888888889,0.888888888888889,0.888888888888889,1,0.5,0.8,0.777777777777778,0.727272727272727,0.888888888888889,0.466666666666667,0.318181818181818,0.333333333333333,0.538461538461538,0.470588235294118
pic066_2,16-Jun-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-429,1930,0.771689497716895,0.818181818181818,0.692307692307692,1,0.615384615384615,0.818181818181818,1,1,1,1,1,1,1,1,1,1,0.615384615384615,0.888888888888889,0.615384615384615,0.258064516129032,0.727272727272727
pic067_2,17-Jun-2021,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,-428,1931,0.528301886792453,0.555555555555556,0.666666666666667,0.857142857142857,0.24,0.5,0.857142857142857,1,1,1,1,1,1,1,1,1,0.294117647058824,0.277777777777778,0.294117647058824,0.206896551724138,0.461538461538462
pic068_2,18-Jun-2021,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,-427,1932,0.542986425339366,0.6,0.461538461538462,0.666666666666667,0.545454545454545,0.666666666666667,1,1,1,1,1,0.6,0.75,0.5,0.333333333333333,0.461538461538462,0.5,0.285714285714286,0.461538461538462,0.333333333333333,0.428571428571429
PIC069_2,21-Sep-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,33,2392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC070_2,22-Sep-2022,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,34,2393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC071_2,26-Sep-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,38,2397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC072_2,27-Sep-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,39,2398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC073_2,28-Sep-2022,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,40,2399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC074_2,29-Sep-2022,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,41,2400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC075_2,30-Sep-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,42,2401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC076_2,03-Oct-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,45,2404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC077_2,04-Oct-2022,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,46,2405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC078_2,05-Oct-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,47,2406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC079_2,06-Oct-2022,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,48,2407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC080_2,07-Oct-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,49,2408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC087_2,15-Nov-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,88,2447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC088_2,16-Nov-2022,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,89,2448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC089_2,17-Nov-2022,PIC,ODRdistractor_cardinal,04-Mar-2016,19-Aug-2022,90,2449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC090_2,21-Nov-2022,PIC,ODRdistractor_diagonal,04-Mar-2016,19-Aug-2022,94,2453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ros001_2,15-Oct-2019,ROS,ODRdistractor_cardinal,01-Jan-2016,02-Jul-2021,-626,1383,0.575757575757576,0.111111111111111,0.25,0.222222222222222,1,0.5,0.666666666666667,1,0.5,1,0.666666666666667,1,1,1,1,1,0.666666666666667,0.5,1,0.666666666666667,1
ros001_3,15-Oct-2019,ROS,ODRdistractor_cardinal,01-Jan-2016,02-Jul-2021,-626,1383,0.877777777777778,0.8,0.8,0.8,1,1,1,1,0.5,1,1,1,1,1,1,1,0.8,0.8,0.666666666666667,0.8,1
ros002_2,16-Oct-2019,ROS,ODRdistractor_diagonal,01-Jan-2016,02-Jul-2021,-625,1384,0.857142857142857,1,1,0.888888888888889,0.875,1,0.7,0.636363636363636,0.636363636363636,0.7,0.875,1,0.875,0.875,1,1,1,1,0.666666666666667,1,0.777777777777778
ros003_2,17-Oct-2019,ROS,ODRdistractor_cardinal,01-Jan-2016,02-Jul-2021,-624,1385,0.9,1,0.888888888888889,1,0.8,1,1,1,0.8,0.888888888888889,1,1,0.888888888888889,0.888888888888889,1,0.8,0.8,1,0.727272727272727,0.727272727272727,1
ros004_2,18-Oct-2019,ROS,ODRdistractor_cardinal,01-Jan-2016,02-Jul-2021,-623,1386,0.905797101449275,1,0.866666666666667,0.923076923076923,0.866666666666667,1,0.928571428571429,1,0.8,1,1,1,1,0.923076923076923,0.684210526315789,0.923076923076923,0.75,1,0.857142857142857,0.928571428571429,0.857142857142857
ros005_2,22-Oct-2019,ROS,ODRdistractor_diagonal,01-Jan-2016,02-Jul-2021,-619,1390,0.795454545454545,0.8,1,0.5,0.5,1,0.8,0.75,0.5,0.5,1,1,1,1,1,1,0.8,1,0.75,1,1
ros005_3,22-Oct-2019,ROS,ODRdistractor_diagonal,01-Jan-2016,02-Jul-2021,-619,1390,0.678082191780822,0.833333333333333,0.714285714285714,0.555555555555556,1,1,0.625,0.555555555555556,0.137931034482759,0.625,0.833333333333333,1,1,0.714285714285714,1,1,1,1,0.833333333333333,0.833333333333333,1
ros006_2,23-Oct-2019,ROS,ODRdistractor_cardinal,01-Jan-2016,02-Jul-2021,-618,1391,0.813953488372093,1,0.75,1,1,1,1,1,0.25,0.75,1,1,0.75,0.8,1,0.8,1,0.8,1,1,0.8
