omega2,mature,age,ID,age_group,mature_group,delay,sess
-0.0658352818914004,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
-0.0147991543340381,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
NaN,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
-0.0452261306532663,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
-0.0849727919631645,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
-0.0335785097537576,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
0.0694339321993387,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0.00549364307016167,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
-0.0105263157894737,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
NaN,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0.0739866598255516,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
-0.0475096585569594,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
-0.0158730158730159,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
-0.0273939781167638,-5.85205479452055,38.7287671232877,UNI,1,3,3,uni003_1
0.0169765561843169,-5.85205479452055,38.7287671232877,UNI,1,3,3,uni003_1
-0.0260871777260528,-5.85205479452055,38.7287671232877,UNI,1,3,3,uni003_1
0.0153096883161366,-5.72054794520548,38.8602739726027,UNI,1,3,3,uni004_1
-0.00729767999128636,-5.72054794520548,38.8602739726027,UNI,1,3,3,uni004_1
0.104888925114271,-5.72054794520548,38.8602739726027,UNI,1,3,3,uni004_1
0.0012046461374148,-5.72054794520548,38.8602739726027,UNI,1,3,3,uni004_1
0.141021346569628,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.103636692215289,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.354888574004895,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.0745192307692308,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.281286629048796,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.156169250081296,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.0799228337001725,-5.65479452054795,38.9260273972603,UNI,1,3,3,uni006_1
-0.0327178857377919,-5.65479452054795,38.9260273972603,UNI,1,3,3,uni006_1
NaN,-5.65479452054795,38.9260273972603,UNI,1,3,3,uni006_1
0.0162849331107016,-5.65479452054795,38.9260273972603,UNI,1,3,3,uni006_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
-0.0170722847802398,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
-0.0426966292134831,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
-0.0230718523401451,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
-0.0123071589530248,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0.0110076206604572,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0.0601190884720778,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0.191468904331104,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
-0.0358885532624997,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
-0.0205443892308833,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0.0175438596491228,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0.0180505415162455,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0.426693578356007,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0.303844188291409,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0.562577452149625,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0.000790858460044457,-5.22739726027397,39.3534246575342,UNI,1,3,3,uni012_1
-0.0487792419019675,-5.22739726027397,39.3534246575342,UNI,1,3,3,uni012_1
-0.0474040632054176,-5.22739726027397,39.3534246575342,UNI,1,3,3,uni012_1
0.110937380141646,-5.22739726027397,39.3534246575342,UNI,1,3,3,uni012_1
-0.0135025822910833,-5.19452054794521,39.386301369863,UNI,1,3,1.5,uni013_1
-0.0446204365462623,-5.19452054794521,39.386301369863,UNI,1,3,1.5,uni013_1
0,-5.19452054794521,39.386301369863,UNI,1,3,1.5,uni013_1
-0.0435712376369955,-5.19452054794521,39.386301369863,UNI,1,3,1.5,uni013_1
NaN,-5.16164383561644,39.4191780821918,UNI,1,3,3,uni014_1
NaN,-5.16164383561644,39.4191780821918,UNI,1,3,3,uni014_1
NaN,-5.16164383561644,39.4191780821918,UNI,1,3,3,uni014_1
NaN,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
-0.0206633236088891,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
NaN,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
0.00873596006418253,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
0.0351215746815901,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
0.265083822653391,-4.9972602739726,39.5835616438356,UNI,1,3,3,uni016_1
-0.0394630872483221,-4.9972602739726,39.5835616438356,UNI,1,3,3,uni016_1
NaN,-0.394520547945205,44.186301369863,UNI,1,3,1.5,uni025_1
NaN,-0.394520547945205,44.186301369863,UNI,1,3,1.5,uni025_1
NaN,-0.394520547945205,44.186301369863,UNI,1,3,1.5,uni025_1
NaN,-0.394520547945205,44.186301369863,UNI,1,3,1.5,uni025_1
-0.0078740157480315,-0.361643835616438,44.2191780821918,UNI,1,3,3,uni026_1
0.137426319623816,-0.361643835616438,44.2191780821918,UNI,1,3,3,uni026_1
0.0836273085702428,-0.361643835616438,44.2191780821918,UNI,1,3,3,uni026_1
NaN,-0.197260273972603,44.3835616438356,UNI,1,3,1.5,uni027_1
NaN,-0.197260273972603,44.3835616438356,UNI,1,3,1.5,uni027_1
NaN,-0.197260273972603,44.3835616438356,UNI,1,3,1.5,uni027_1
NaN,-0.197260273972603,44.3835616438356,UNI,1,3,1.5,uni027_1
NaN,-0.197260273972603,44.3835616438356,UNI,1,3,1.5,uni027_1
NaN,-0.197260273972603,44.3835616438356,UNI,1,3,1.5,uni027_1
-0.0247026532479414,-0.131506849315069,44.4493150684931,UNI,1,3,3,uni029_1
0.0243503171679967,-0.131506849315069,44.4493150684931,UNI,1,3,3,uni029_1
0.372108635947513,-0.131506849315069,44.4493150684931,UNI,1,3,3,uni029_1
-0.0457516339869281,-0.131506849315069,44.4493150684931,UNI,1,3,3,uni029_1
-0.0656459330143541,-0.131506849315069,44.4493150684931,UNI,1,3,3,uni029_1
-0.00162783126366216,-0.131506849315069,44.4493150684931,UNI,1,3,3,uni029_1
-0.00162783126366216,-0.131506849315069,44.4493150684931,UNI,1,3,3,uni029_1
0.0235495484861005,0.263013698630137,44.8438356164384,UNI,1,3,1.5,uni031_1
NaN,0.263013698630137,44.8438356164384,UNI,1,3,1.5,uni031_1
0.0651203684320703,0.263013698630137,44.8438356164384,UNI,1,3,1.5,uni031_1
0.0458007079266331,0.263013698630137,44.8438356164384,UNI,1,3,1.5,uni031_1
0.028218220908358,0.263013698630137,44.8438356164384,UNI,1,3,1.5,uni031_1
0.0651203684320703,0.263013698630137,44.8438356164384,UNI,1,3,1.5,uni031_1
NaN,0.263013698630137,44.8438356164384,UNI,1,3,1.5,uni031_1
0.0671158331173879,0.328767123287671,44.9095890410959,UNI,1,3,3,uni033_1
NaN,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.458539481496141,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.0451422493507987,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.0769721115537849,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
-0.0410666666666667,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.059415278214398,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.111839410077837,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
NaN,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.458539481496141,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.0451422493507987,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.0769721115537849,0.361643835616438,44.9424657534247,UNI,1,3,3,uni034_1
0.0268886043533931,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
0.0813472523143589,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
NaN,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
0.193987280786279,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
NaN,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
0.0586533244921334,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
-0.0218081695771885,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
0.0539166255444228,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
0.193987280786279,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
NaN,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
0.0586533244921334,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
NaN,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
-0.0218081695771885,0.493150684931507,45.0739726027397,UNI,1,3,1.5,uni035_1
0.140421934023374,0.526027397260274,45.1068493150685,UNI,1,3,3,uni036_1
0.152301354535745,0.526027397260274,45.1068493150685,UNI,1,3,3,uni036_1
0.0296417299731971,0.526027397260274,45.1068493150685,UNI,1,3,3,uni036_1
0.283789787432096,0.526027397260274,45.1068493150685,UNI,1,3,3,uni036_1
NaN,0.558904109589041,45.1397260273973,UNI,1,3,3,uni037_1
0.0563915488676091,0.558904109589041,45.1397260273973,UNI,1,3,3,uni037_1
NaN,0.558904109589041,45.1397260273973,UNI,1,3,3,uni037_1
NaN,0.558904109589041,45.1397260273973,UNI,1,3,3,uni037_1
