mature,age,ID,age_group,mature_group,delay,sess,rate_1,rate_2,rate_3,sd_1,sd_2,sd_3,cv_1,cv_2,cv_3,rate_adj_1,rate_adj_2,rate_adj_3
-13.47945205,52.56986301,ROS,2,2,1.5,ros033_1,2.641114983,2.581881533,2.982578397,2.54998214,4.526944326,3.459646301,0.833061894,1.124877075,0.674384303,1.678851433,1.667737643,1.74061708
-13.44657534,52.60273973,ROS,2,2,3,ros034_1,0.119402985,0.268656716,0.029850746,0.370191926,0.770322435,0.112086776,3.100357384,2.867311284,3.754907003,1.042988513,1.094248965,1.010921617
-13.38082192,52.66849315,ROS,2,2,3,ros036_1,2.51184612,2.160697472,2.045154752,1.928996954,2.671167373,1.496887497,0.806473303,1.008501967,0.618824999,1.654435742,1.584936038,1.560969378
-13.34794521,52.70136986,ROS,2,2,3,ros037_1,0.869565217,0.608695652,0.729468599,1.381740627,1.101034157,0.973967297,1.589001721,1.808841829,1.335173711,1.277552314,1.202064228,1.237721968
-13.21643836,52.83287671,ROS,2,2,1.5,ros038_1,1.470588235,1.435294118,1.17254902,1.576525983,0.515311768,0.357743038,4.785882447,3.650125025,2.534013183,1.432431023,1.423969637,1.35862272
-12.88767123,53.16164384,ROS,2,2,1.5,ros041_1,102.1851852,102.7160494,101.3251029,15.56447165,16.91835879,13.50370066,0.152316323,0.164709983,0.133271028,4.653040566,4.658088306,4.644807973
-12.82191781,53.22739726,ROS,2,2,3,ros043_1,0.095238095,0.095238095,0.169312169,0.346143999,0.429338791,0.279996261,3.634511992,4.508057303,1.653727918,1.034436341,1.034436341,1.060423629
-12.7890411,53.26027397,ROS,2,2,3,ros044_1,2.732394366,1.680751174,1.807511737,0.30023465,0.515357702,0.236790523,3.045237164,3.659039687,1.230155645,1.695739673,1.481384745,1.509792935
-9.073972603,56.97534247,ROS,3,2,1.5,ros047_1,0.78125,0.59375,0.479166667,0.999503845,1.217840269,0.644813797,1.279364922,2.0510994,1.345698358,1.252629196,1.197561847,1.162353146
-8.843835616,57.20547945,ROS,3,2,1.5,ros051_1,4.21969697,4.303030303,4.171717172,0.613750745,0.777300331,0.456669474,1.265860911,2.13757591,1.370008422,1.937010493,1.948950114,1.93007094
-8.778082192,57.27123288,ROS,3,2,3,ros053_1,0.390625,0.3125,0.239583333,0.726312441,0.731925055,0.426084052,1.859359849,2.342160175,1.778437781,1.134271162,1.108820615,1.084467779
-8.61369863,57.43561644,ROS,3,2,1.5,ros055_1,1.815384615,1.876923077,1.897435897,2.829106953,3.01821394,2.414654335,0.806543649,0.810677298,0.670737315,1.511530982,1.525013348,1.529467376
-8.580821918,57.46849315,ROS,3,2,3,ros056_1,6.784810127,6.202531646,7.126582278,3.931043073,4.926068144,3.691178287,0.579388811,0.794202823,0.517945088,2.251617215,2.188387139,2.286949909
-8.547945205,57.50136986,ROS,3,2,3,ros057_1,2.436462716,2.323811762,2.07608493,2.169075199,2.55662685,1.974725428,0.675613587,0.99813514,0.750395663,1.639917561,1.617821391,1.567441637
-7.890410959,58.15890411,ROS,3,2,3,ros065_1,0.109375,0,0.041666667,0.361530587,0,0.111111111,3.305422506,NaN,2.666666667,1.039448393,1,1.015212018
-7.857534247,58.19178082,ROS,3,2,3,ros066_1,8.640625,8.984375,7.75,6.145697133,6.749191604,4.151440433,0.791397619,0.765865714,0.65657048,2.430002179,2.459815895,2.348349907
-7.693150685,58.35616438,ROS,3,2,1.5,ros068_1,0.203125,0.1875,0.239583333,0.539832058,0.587569651,0.382458168,2.657634747,3.133704807,1.596347137,1.072065291,1.066702486,1.084467779
-7.660273973,58.3890411,ROS,3,2,3,ros069_1,0.380208333,0.34375,0.354166667,0.419927715,0.64779847,0.207604545,2.443215796,4.145910205,1.811821487,1.130914948,1.119078692,1.122474799
-3.287671233,62.76164384,ROS,4,3,3,ros072_1,2.267857143,2.401785714,2.244791667,0.603396471,0.925284169,0.443917098,2.145409676,1.973939561,1.167562778,1.606661857,1.633167631,1.602025205
-3.090410959,62.95890411,ROS,4,3,1.5,ros075_1,2.875,3.541666667,2.784722222,0.988901708,1.478684529,0.743875642,1.710532683,2.15081386,1.322445585,1.721566204,1.834171957,1.705294134
-3.057534247,62.99178082,ROS,4,3,3,ros076_1,7.173611111,8.402777778,7.644675926,5.280899244,8.202242725,4.213859722,0.243149318,0.330153166,0.174969954,2.291715527,2.408840573,2.338237694
-2.991780822,63.05753425,ROS,4,3,3,ros077_1,9.416666667,8.606060606,8.751262626,1.157523278,1.729761426,0.65484863,0.909482576,1.164941369,0.64507477,2.496089595,2.426954607,2.439695214
-2.860273973,63.1890411,ROS,4,3,1.5,ros078_1,0.305970149,0.328358209,0.348258706,0.3267094,0.707905862,0.296723146,2.736191226,3.387835199,2.130048298,1.106663781,1.114039356,1.120550065
-2.82739726,63.22191781,ROS,4,3,3,ros079_1,1.136363636,1.727272727,1.080808081,1.050807216,1.714602035,0.679518699,0.92471035,0.992664336,0.628713562,1.349279035,1.491904621,1.33476154
-2.794520548,63.25479452,ROS,4,3,3,ros080_1,5.715178571,5.55625,5.56547619,4.303209166,6.366766392,2.943016837,0.607958911,0.765926784,0.401035651,2.132207174,2.113182343,2.114296732
-2.761643836,63.28767123,ROS,4,3,1.5,ros081_1,5.666666667,5.9375,5.263888889,4.217046614,5.303394391,2.637322008,0.357471501,0.440801612,0.247732791,2.126438253,2.158227517,2.077210394
-2.630136986,63.41917808,ROS,4,3,1.5,ros082_1,0.6,0.923076923,0.564102564,0.555566239,0.348071611,0.239300976,4.012422839,5.656163673,3.333120742,1.199447127,1.292356895,1.188570107
-2.597260274,63.45205479,ROS,4,3,3,ros083_1,3.753472222,3.666666667,3.167824074,4.290638002,4.036842738,3.230933037,0.880130872,0.888846107,0.770288671,1.867447177,1.853943423,1.772594642
-2.564383562,63.48493151,ROS,4,3,3,ros084_1,8.258127794,8.943252608,8.118415922,2.615213999,3.43272582,1.611848961,0.628063205,0.712232228,0.444899487,2.39574839,2.456295771,2.382938314
-2.531506849,63.51780822,ROS,4,3,3,ros085_1,5.382019928,4.774456522,4.252339976,6.309106983,5.070326672,3.15571885,0.56683383,0.494142006,0.348949681,2.091901315,2.013934332,1.941704432
1.052054795,67.10136986,ROS,4,3,1.5,ros086_1,7.869140625,7.86328125,7.1953125,4.480004075,6.01708876,3.838778626,0.214932729,0.270811308,0.205305152,2.359666736,2.359113155,2.29390698
1.084931507,67.13424658,ROS,4,3,3,ros087_1,3.65858209,3.824626866,3.585820896,1.687879478,2.286570235,1.002309008,0.734337176,1.035136525,0.462073648,1.852676428,1.878381821,1.841200647
1.117808219,67.16712329,ROS,4,3,3,ros088_1,6.572621559,5.929676512,6.243187412,3.564497883,3.733026101,2.659579797,1.163917676,1.066578886,0.865490375,2.229035791,2.157323263,2.192934191
1.150684932,67.2,ROS,4,3,3,ros089_1,2.986607143,3.022321429,2.961309524,2.05649378,3.112793621,1.477183539,0.774209423,0.809832487,0.426495097,1.741323521,1.747564302,1.736879285
1.282191781,67.33150685,ROS,4,3,1.5,ros090_1,2.931332237,3.653234649,3.096399854,0.824868354,1.231242237,0.893788212,1.58374724,1.407133985,1.214202854,1.731587236,1.851837507,1.760386044
1.315068493,67.36438356,ROS,4,3,3,ros091_1,2.886363636,3,2.904040404,2.161810948,3.730301799,1.617831548,0.444484494,0.724117408,0.327201886,1.723595801,1.743668381,1.726744787
1.347945205,67.39726027,ROS,4,3,3,ros092_1,4.80978836,4.728042328,4.954923574,0.815100751,1.13115123,0.446441339,1.118765736,1.583611722,0.57166269,2.018638726,2.007720509,2.037734442
1.380821918,67.43013699,ROS,4,3,3,ros093_1,6.537714097,6.487318841,6.382740448,4.541182712,6.835322319,2.411055686,0.35271322,0.514256225,0.206785002,2.22527155,2.219812067,2.208386745
1.512328767,67.56164384,ROS,4,3,1.5,ros094_1,23.58333333,24.69791667,23.375,14.76263919,19.31813853,15.09142845,0.210800738,0.263279571,0.217370912,3.26963035,3.311134025,3.26167788
1.545205479,67.59452055,ROS,4,3,3,ros095_1,8.120930233,10.29767442,8.306976744,7.423660955,7.884549001,5.158458692,1.019863965,0.878330588,0.685315315,2.383170305,2.566176008,2.400188874
-12.62465753,42.08219178,SON,1,2,1.5,son011_1,4.449275362,5.536231884,4.782608696,5.75616353,8.451556957,4.453032339,1.293730565,1.526590131,0.93108858,1.969564898,2.110760167,2.01502175
-12.46027397,42.24657534,SON,1,2,1.5,son013_1,3.6015625,2.046875,1.453125,5.101742622,4.830048145,3.052740406,2.47357218,2.664854149,2.154875581,1.843694576,1.561330449,1.428253348
-12.42739726,42.27945205,SON,1,2,1.5,son014_1,2.476923077,2.153846154,3.456410256,3.041934481,3.487615452,4.100969241,1.228110194,1.619250031,1.186482199,1.647736067,1.583530799,1.820459016
-12.39452055,42.31232877,SON,1,2,1.5,son015_1,0.333333333,0.388888889,0.314814815,0.605142283,0.986608297,0.387152394,1.81542685,2.536992763,1.229778193,1.115671012,1.133712575,1.109584092
-12.36164384,42.34520548,SON,1,2,1.5,son016_1,2.623076923,2.384615385,2.343589744,0.966506397,0.992277877,0.602345842,2.326774659,3.583225666,1.835272486,1.675480068,1.629808459,1.621736291
-11.93424658,42.77260274,SON,1,2,1.5,son019_1,4.932291667,4.302083333,4.604166667,2.246635492,2.093072474,1.525792361,0.893072494,1.674457979,1.017194907,2.034780612,1.948815234,1.990944766
-11.76986301,42.9369863,SON,1,2,1.5,son021_1,3.968402778,2.996527778,2.432638889,1.112106834,1.295438505,0.645645597,1.516509318,3.886315514,2.421170991,1.900118177,1.743060982,1.639175479
-11.7369863,42.96986301,SON,1,2,1.5,son022_1,12.79850746,13.65671642,6.791044776,4.854928441,6.462360141,2.776604607,0.840517327,1.006925883,1.029700232,2.741922618,2.795755674,2.252273065
-11.70410959,43.00273973,SON,1,2,1.5,son023_1,10.6,12.90769231,9.015384615,9.183492716,13.06470583,9.120571751,0.464534651,0.543665736,0.545555672,2.589137665,2.748934538,2.462462184
-10.84931507,43.85753425,SON,1,2,1.5,son024_1,4.434462248,4.004811007,3.591548921,1.842805237,2.372903902,1.180575117,0.872907744,1.154385682,0.855718877,1.96749607,1.905548292,1.842108854
-10.81643836,43.89041096,SON,1,2,1.5,son025_1,2.898550725,3.225672878,2.869565217,0.48944529,0.81335821,0.464929988,2.110732815,2.550987112,1.552266251,1.725767902,1.782374687,1.720594069
-10.78356164,43.92328767,SON,1,2,1.5,son026_1,1.464558405,1.4197151,1.122621083,0.943856655,1.546086872,0.963877497,1.076327764,1.522661313,1.021500608,1.430990497,1.420211837,1.345707472
-10.75068493,43.95616438,SON,1,2,1.5,son027_1,7.007359749,7.361437908,6.773715505,3.550089753,4.491386091,3.371132093,0.345524003,0.333907712,0.307746546,2.274765859,2.310525458,2.250449058
-10.55342466,44.15342466,SON,1,2,1.5,son030_1,4.143939394,5.227272727,4.101010101,2.906306943,4.829590223,2.895253285,0.767265033,1.091619708,0.76231403,1.926031183,2.072612597,1.919755644
-10.32328767,44.38356164,SON,1,2,1.5,son032_1,3.734722222,4.238888889,3.583333333,5.424613975,7.064888087,3.476614081,0.555421226,0.616123961,0.355562804,1.864545767,1.939772886,1.840805975
-10.29041096,44.41643836,SON,1,2,1.5,son033_1,12.76110197,12.72902961,11.02658991,3.910424357,4.826246858,4.595630449,0.53590398,0.791999484,0.69917674,2.739509061,2.737434971,2.62066579
-10.15890411,44.54794521,SON,1,2,1.5,son034_1,1.289855072,1.429951691,1.47826087,1.708760837,1.797981249,2.177280711,1.998381318,1.590521874,1.44454201,1.38832652,1.422682586,1.434261019
-10.09315068,44.61369863,SON,1,2,1.5,son036_1,1.515625,2.15625,0.604166667,3.887269362,8.412422315,1.846752238,2.56479628,3.901413248,3.056693359,1.443125167,1.584024065,1.20070201
-8.416438356,46.29041096,SON,1,2,1.5,son038_1,1.656887755,3.356717687,2.253684807,1.572330189,1.999751969,1.430295476,0.645058539,0.984493277,0.610259403,1.475945281,1.804181909,1.603815463
-8.383561644,46.32328767,SON,1,2,1.5,son039_1,1.015625,4.90625,3.239583333,1.963897869,6.627788422,4.926073863,1.933684056,1.350886812,1.520588717,1.317455093,2.031370921,1.784712223
-8.350684932,46.35616438,SON,2,2,1.5,son040_1,3.184615385,3.384615385,3.476923077,1.819102695,2.547623327,1.67701913,0.571215822,0.752706892,0.482328511,1.775443283,1.808763611,1.82377559
-8.317808219,46.3890411,SON,2,2,1.5,son041_1,3.176285282,3.232106855,2.511676747,3.211766113,4.110710109,3.586933348,0.577186954,0.719954878,0.798049764,1.774031098,1.783456542,1.654403358
-8.284931507,46.42191781,SON,2,2,1.5,son042_1,3.034375,5.39375,3.397916667,4.12118029,5.077865912,4.293762651,0.867616903,0.950243913,0.882657847,1.749661805,2.09334837,1.810940743
-3.254794521,51.45205479,SON,2,3,1.5,son043_1,1.691315974,1.615220578,1.597864188,0.369610635,0.499179655,0.440786403,3.220892681,3.806244869,3.102458146,1.483783484,1.466376085,1.462362878
-3.221917808,51.48493151,SON,2,3,1.5,son044_1,0.96875,2.0625,1.083333333,0.966682888,2.354645374,0.969055262,0.997866207,1.141646242,0.894512549,1.304821752,1.564604096,1.335426019
-3.189041096,51.51780822,SON,2,3,1.5,son045_1,2.43234168,2.022617408,2.095073845,0.989904397,1.592392629,0.854235221,0.867861389,1.498722475,0.80398609,1.639117777,1.55622683,1.571394486
-3.156164384,51.55068493,SON,2,3,1.5,son046_1,1.334991708,1.349917081,1.300165837,0.287694244,0.916209129,0.461819282,3.21258573,2.557750485,1.856513513,1.399524835,1.403200373,1.390895675
-2.991780822,51.71506849,SON,2,3,1.5,son047_1,5.592219868,4.978107345,4.860777621,1.903356997,1.847349023,0.865707141,1.006734279,1.136830168,0.615613967,2.11751998,2.04075128,2.025389109
-2.95890411,51.74794521,SON,2,3,1.5,son048_1,3.668055556,2.889583333,4.067592593,0.760508393,1.037013416,0.527464402,2.212388052,2.37031638,1.332541646,1.854160925,1.724170106,1.914843161
-2.926027397,51.78082192,SON,2,3,1.5,son049_1,2.27734375,2.28125,2.2578125,1.382644694,2.163688429,1.248588268,0.641226525,0.948466161,0.62756269,1.608562645,1.609344274,1.604645312
-2.794520548,51.91232877,SON,2,3,1.5,son050_1,2.6640625,1.953125,2.161458333,4.19939527,3.080758255,2.663688814,0.959861776,0.872427117,0.702511335,1.683124028,1.541460274,1.585091973
-2.761643836,51.94520548,SON,2,3,1.5,son051_1,2.384057971,2.5,2.3647343,3.980611579,3.43518726,4.100286818,4.359717444,5.643521927,4.992702185,1.629699219,1.652168196,1.625904811
-2.728767123,51.97808219,SON,2,3,1.5,son052_1,1.979166667,2.020833333,1.461805556,0.554338946,1.457057265,0.534109884,1.867246975,1.793301249,1.220822593,1.547019488,1.555850444,1.430332152
-2.695890411,52.0109589,SON,2,3,1.5,son053_1,5,4.96,5,2.515259552,3.057009343,1.905952009,0.50305191,0.616332529,0.381190402,2.043591778,2.038395802,2.043591778
2.071232877,56.77808219,SON,3,3,1.5,son054_1,3.874734942,3.675885405,4.010391759,3.656001389,4.090796424,3.579022452,0.335176432,0.40410603,0.341109178,1.886011024,1.855386205,1.906378035
2.104109589,56.8109589,SON,3,3,1.5,son055_1,20.8286385,21.90610329,21.81377152,5.248972305,15.09945566,23.23782311,1.863385168,2.836141143,4.223256248,3.15899504,3.203737217,3.199980562
2.136986301,56.84383562,SON,3,3,1.5,son056_1,2.15858209,2.779850746,2.302238806,0.970156212,1.526488567,1.126859598,1.625011655,1.763357483,1.16751948,1.584502374,1.704408503,1.61353364
2.268493151,56.97534247,SON,3,3,1.5,son057_1,2.733150513,2.678390192,2.465208603,2.357296805,2.939186187,1.943590169,0.57090782,0.759289765,0.517919443,1.695878389,1.685782471,1.645478658
2.301369863,57.00821918,SON,3,3,1.5,son058_1,5.66769768,6.28083539,5.993940071,0.821191305,1.161126301,0.645155601,1.118217947,1.486241665,0.860207468,2.126561205,2.197126486,2.164726856
2.334246575,57.04109589,SON,3,3,1.5,son059_1,1.339622642,0.867924528,0.918238994,0.938609044,1.30645378,0.631894324,1.243656983,1.82215922,1.196085685,1.4006667,1.277094919,1.291027406
2.498630137,57.20547945,SON,3,3,1.5,son060_1,1.740148615,1.582299217,1.675588906,0.827124305,1.469562991,0.689202438,1.41481789,2.170945328,1.292254571,1.494796786,1.45875014,1.480210555
2.531506849,57.23835616,SON,3,3,1.5,son061_1,2.098458707,1.791810444,1.782992102,1.355736761,2.479927948,1.379493656,0.67299163,1.083006509,0.597395788,1.572097462,1.506317613,1.504360452
2.564383562,57.27123288,SON,3,3,1.5,son062_1,2.697916667,2.940972222,2.821759259,1.326526524,1.371116449,1.10793196,1.267129814,1.625026903,0.83094897,1.689394185,1.73329209,1.712001917
2.597260274,57.30410959,SON,3,3,1.5,son063_1,2.523077305,2.211257555,2.510234505,2.12346201,2.341477628,1.909992264,1.229372743,1.609765869,0.871378959,1.656580841,1.595245552,1.654127554
2.728767123,57.43561644,SON,3,3,1.5,son064_1,5.737268519,5.86763468,5.315726712,9.690315668,9.031977242,7.879212476,2.441654341,2.449349761,2.292134539,2.134823072,2.150123246,2.083683599
2.761643836,57.46849315,SON,3,3,1.5,son065_1,3.303030303,2.878787879,2.96969697,2.148127607,2.458987606,1.82735835,0.65035056,0.854174642,0.615334955,1.795305198,1.722243194,1.738354965
2.794520548,57.50136986,SON,3,3,1.5,son066_1,4.03405818,3.757056452,3.655913978,3.659633015,4.510637289,2.792404057,0.886317371,1.259727531,0.711489253,1.909889113,1.86800085,1.852257935
2.82739726,57.53424658,SON,3,3,1.5,son067_1,2.471380471,2.138047138,2.404040404,2.024845673,1.955209406,1.917138721,1.349897115,1.697945011,1.208896391,1.646668628,1.580282796,1.633607897
2.991780822,57.69863014,SON,3,3,1.5,son069_1,7.663762019,7.349158654,7.314703526,1.161553421,1.595815461,0.936945015,1.03249193,1.187583599,0.762260351,2.340077761,2.309306502,2.3058782
3.221917808,57.92876712,SON,3,3,1.5,son071_1,1.587301587,1.726984127,1.671957672,0.489521538,0.819626131,0.48131734,1.713325384,2.581822312,1.109377772,1.459912649,1.4918397,1.479383782
3.254794521,57.96164384,SON,3,3,1.5,son072_1,3.300701754,4.059298246,3.683976608,1.701024312,3.134015816,1.543123733,0.664098533,0.911422967,0.485062791,1.794918405,1.913620117,1.856650809
6.871232877,61.57808219,SON,3,4,1.5,son073_1,5.088375673,4.357547611,4.482212799,1.912758551,2.266551323,1.625699721,0.48897587,0.727007028,0.380324247,2.054976895,1.956684672,1.974149722
6.904109589,61.6109589,SON,3,4,1.5,son074_1,0.926829268,1.268292683,1.024390244,1.862662663,2.520162596,1.944208271,2.009714978,1.987051278,1.897917597,1.293386844,1.382932344,1.319799814
6.936986301,61.64383562,SON,3,4,1.5,son075_1,5.78515625,6.28515625,5.768229167,2.467999559,3.707028931,2.196578227,0.507884154,0.554322083,0.504477296,2.140470562,2.197606513,2.138477961
7.134246575,61.84109589,SON,4,4,1.5,son076_1,18.89453125,20.359375,19.83854167,17.48003396,23.61723543,17.51547565,0.242147657,0.308470014,0.22983675,3.073286337,3.138864913,3.116037614
7.364383562,62.07123288,SON,4,4,1.5,son079_1,2.279396186,2.236016949,2.334408349,2.771739469,3.080275189,2.574806717,1.007905261,1.095208956,0.823938149,1.608973408,1.60025564,1.61992081
7.397260274,62.10410959,SON,4,4,1.5,son080_1,2.606965174,2.825870647,2.847429519,3.197975388,4.485062398,3.251953995,0.796521751,0.858569088,0.729512001,1.672459096,1.712743764,1.716624802
7.561643836,62.26849315,SON,4,4,1.5,son082_1,1.595555556,1.315555556,1.528888889,1.447956,1.907028253,0.701778093,1.180398913,1.489865822,1.05266714,1.461827852,1.394718127,1.446253048
7.62739726,62.33424658,SON,4,4,1.5,son084_1,1.179104478,0.875621891,0.976782753,0.208372904,0.244338889,0,4.653661532,8.185352772,NaN,1.360306151,1.279238999,1.306998032
7.857534247,62.56438356,SON,4,4,1.5,son086_1,2.971273886,3.042887434,3.070299672,0.426084052,0.62915287,0.473271477,4.544896551,2.876127404,2.271703088,1.738632163,1.751140451,1.75588727
7.890410959,62.59726027,SON,4,4,1.5,son087_1,3.9375,4.015625,3.89375,2.353442261,3.062834044,1.761332668,1.031645923,1.88482095,1.280969213,1.895485925,1.907155485,1.888890994
-10.22465753,39.58356164,TRI,1,2,1.5,tri001_1,2.84811828,3.037634409,3.053203405,2.359494077,4.011392507,2.160144845,0.440255455,0.64830586,0.385453355,1.716748545,1.750228237,1.752929454
-10.22465753,39.58356164,TRI,1,2,1.5,tri002_1,1.131147541,1.163934426,1.131147541,0.93971278,1.384535984,0.683929501,0.924556122,1.173009653,0.665739887,1.347924922,1.35640619,1.347924922
-10.19178082,39.61643836,TRI,1,2,1.5,tri003_1,1.764705882,1.411764706,1.764705882,1.480262298,2.209604702,1.731107168,0.838815302,1.565136664,0.980960728,1.500289724,1.418288674,1.500289724
-9.994520548,39.81369863,TRI,1,2,1.5,tri006_1,2.5390625,3,3.268229167,3.250763036,5.236850501,3.202990638,0.422863484,0.659760693,0.372711638,1.659626019,1.743668381,1.789508771
-9.928767123,39.87945205,TRI,1,2,1.5,tri008_1,1.916666667,1.697916667,1.892361111,5.586419723,6.518517579,5.086205711,1.678548649,2.343736658,1.649580231,1.533625087,1.485279257,1.528367314
-9.895890411,39.91232877,TRI,1,2,1.5,tri009_1,5.171875,4.203125,3.869791667,4.099427709,4.914749424,3.960953602,0.425224268,0.639316998,0.541668869,2.065616012,1.934619048,1.885260968
-9.764383562,40.04383562,TRI,1,2,1.5,tri010_1,1.888888889,2.666666667,1.407407407,2.506557058,3.765875487,1.892154041,1.327000795,1.412203308,1.344425239,1.527613941,1.683607746,1.417233093
-8.252054795,41.55616438,TRI,1,2,1.5,tri015_1,2.741758242,3.065934066,3.401098901,1.461295526,1.965862504,1.104458718,1.266456123,2.555621255,2.1536945,1.697456129,1.75513281,1.811460903
-8.219178082,41.5890411,TRI,1,2,1.5,tri016_1,2.155,3.275,3.436666667,1.107440315,1.927646955,1.284742226,1.15058734,1.223902829,0.798803457,1.583767597,1.790639147,1.817256392
-8.18630137,41.62191781,TRI,1,2,1.5,tri017_1,6.498116758,5.131855334,6.23916362,18.21233123,16.22601626,14.88185034,0.910009888,1.082696814,0.787862665,2.220984352,2.060531005,2.19248508
-7.989041096,41.81917808,TRI,1,2,1.5,tri020_1,4.279594017,4.033333333,4.898575499,2.919922836,2.505184498,3.266158576,0.743929385,1.022524285,0.736727498,1.945606652,1.909781759,2.03036386
-7.528767123,42.27945205,TRI,1,2,1.5,tri023_1,0.805031447,0.41509434,0.788259958,0.845889918,0.882008527,0.829624062,1.793286626,2.337322597,1.13715712,1.259401818,1.142111071,1.254630306
-7.495890411,42.31232877,TRI,1,2,1.5,tri024_1,3.200892857,3.821428571,3.851190476,1.190328995,1.859688565,0.866816504,1.234415254,1.57791757,0.75064522,1.778197028,1.877892883,1.88243351
-7.463013699,42.34520548,TRI,1,2,1.5,tri025_1,1.658333333,1.75,1.772222222,1.097491312,1.28102523,1.182854724,1.070723231,1.28102523,1.059272888,1.476275632,1.497003956,1.501964956
-7.265753425,42.54246575,TRI,1,2,0,tri026_1,0,0,0,0,0,0,0,0,0,1,1,1
0.361643836,50.16986301,TRI,2,3,1.5,tri042_1,9.921875,10.15625,9.15625,8.483980586,9.038223505,6.138026945,0.855078358,0.889917391,0.670364718,2.536878796,2.555251083,2.474395924
0.493150685,50.30136986,TRI,2,3,1.5,tri043_1,8.503731343,6.268656716,4.745024876,1.522483391,1.145261411,0.905061677,1.500093929,2.557750485,1.749205742,2.417877311,2.19577225,2.009998574
0.723287671,50.53150685,TRI,2,3,1.5,tri046_1,18.578125,17.58333333,17.69097222,3.119161212,3.075117755,1.789365755,1.121496166,1.200045953,0.777281052,3.058538365,3.010700448,3.015988428
0.756164384,50.56438356,TRI,2,3,1.5,tri047_1,6.4921875,7.9765625,9.015625,2.623109675,6.443589161,5.145748318,1.173979155,1.272807735,0.563274616,2.220340808,2.369761787,2.46248267
0.98630137,50.79452055,TRI,2,3,1.5,tri051_1,0.5859375,0.8125,0.65625,0.453163484,0.954833153,0.424009376,2.071604496,2.350358529,2.713660004,1.195200236,1.261519328,1.216256597
5.819178082,55.62739726,TRI,3,4,1.5,tri063_1,10.68489583,11.625,10.98090278,8.716882617,12.84274777,8.855007087,0.438585289,0.53511449,0.404286944,2.595491818,2.663281667,2.617336313
6.016438356,55.82465753,TRI,3,4,1.5,tri065_1,11.19444444,12.95138889,11.0787037,13.45593017,14.18319853,7.136405958,0.805342454,0.795319544,0.488423221,2.63280398,2.751727043,2.624450129
6.049315068,55.85753425,TRI,3,4,1.5,tri066_1,12.85282901,15.17882351,12.34160356,2.51925915,2.984403905,2.142952171,0.581367496,0.639515122,0.616300155,2.745417328,2.884638987,2.712034612
6.082191781,55.89041096,TRI,3,4,1.5,tri067_1,4.768318485,5.548698168,4.163099642,7.893943083,8.321773982,7.393283182,0.631138647,0.643832398,0.722786926,2.013114798,2.112269267,1.928819427
6.246575342,56.05479452,TRI,3,4,1.5,tri068_1,4.320636095,4.208579882,4.008505917,1.703098833,1.11936419,0.665259759,2.658495739,3.979961565,1.557681387,1.951454454,1.935406855,1.906097726
6.312328767,56.12054795,TRI,3,4,1.5,tri070_1,2.932937059,2.753927052,2.41881965,2.909983841,2.654735212,2.98142397,3.80079522,3.53964695,3.577708764,1.731871254,1.699682352,1.636489006
6.345205479,56.15342466,TRI,3,4,1.5,tri071_1,9.401944444,12.645,7.526574074,1.19821824,4.344842871,1.595835301,0.942860254,1.390349719,1.320691283,2.49487565,2.731980366,2.326775716
11.07945205,60.88767123,TRI,3,4,1.5,tri076_1,1.569024725,3.085164835,2.314789377,2.334871169,3.50064929,2.629063885,1.791134048,1.400259716,1.363218311,1.455658693,1.758451993,1.616030375
11.11232877,60.92054795,TRI,3,4,1.5,tri077_1,2.362723214,4.964285714,2.619791667,2.014826,3.620789838,1.208435956,1.039910193,1.043831305,1.611247942,1.625509085,2.038953807,1.674864819
11.30958904,61.11780822,TRI,3,4,1.5,tri078_1,7.809549825,7.053321678,7.053783023,2.872281323,3.259753375,3.389994615,1.021255582,1.256772385,1.232725315,2.354022384,2.279480578,2.27952779
11.37534247,61.18356164,TRI,3,4,1.5,tri080_1,5.93471928,6.539489171,6.007248509,0.806717826,1.463850109,0.810466693,1.290748522,1.301200097,1.037397367,2.15790621,2.225463307,2.16625325
11.53972603,61.34794521,TRI,3,4,1.5,tri082_1,10.82954545,13.33238636,9.714015152,0.733955364,1.6687487,0.517336142,1.565771443,1.841377875,1.460713814,2.606226186,2.775750481,2.520297682
11.57260274,61.38082192,TRI,3,4,1.5,tri083_1,12.28644689,12.77515263,12.09521775,3.608017248,4.913090834,2.467091093,0.304968948,0.33545263,0.219672495,2.708365399,2.740416351,2.695538898
11.80273973,61.6109589,TRI,3,4,1.5,tri086_1,4.753676471,6.115196078,5.075980392,1.288072671,2.576145342,1.297311884,0.870809693,1.124136149,0.784928199,2.01115712,2.178548811,2.05338785
11.83561644,61.64383562,TRI,3,4,1.5,tri087_1,4.322134247,4.935253015,4.093386213,2.346292369,2.883491562,2.004620011,0.816857343,0.99650076,0.74381953,1.95166727,2.035167612,1.91863703
11.86849315,61.67671233,TRI,3,4,1.5,tri088_1,12.15302807,13.32279777,11.28316532,2.468049805,4.059942724,1.92904903,0.453894217,0.59323364,0.351401721,2.699433847,2.775152907,2.639160692
-5.917808219,38.6630137,UNI,1,3,3,uni001_1,0.580357143,0.46875,0.464285714,1.810394919,2.316049935,0.994639513,1.043831305,1.576885062,0.802398262,1.19350995,1.159090022,1.157688274
