predictor,fit,model_name
14.99875467,1.624776765,orbital_frontal_cortex
15.48194272,1.624098617,orbital_frontal_cortex
15.96513076,1.623420469,orbital_frontal_cortex
16.44831881,1.622742321,orbital_frontal_cortex
16.93150685,1.622064172,orbital_frontal_cortex
-30.90410959,1.528173995,lateral_prefrontal_cortex
-30.42092155,1.536318163,lateral_prefrontal_cortex
-29.9377335,1.544327429,lateral_prefrontal_cortex
-29.45454546,1.552201148,lateral_prefrontal_cortex
-28.97135741,1.559938122,lateral_prefrontal_cortex
-28.48816937,1.567535635,lateral_prefrontal_cortex
-28.00498132,1.57499061,lateral_prefrontal_cortex
-27.52179328,1.582299969,lateral_prefrontal_cortex
-27.03860523,1.589460637,lateral_prefrontal_cortex
-26.55541719,1.596469536,lateral_prefrontal_cortex
-26.07222914,1.603323398,lateral_prefrontal_cortex
-25.5890411,1.610017874,lateral_prefrontal_cortex
-25.10585305,1.616548189,lateral_prefrontal_cortex
-24.62266501,1.622908957,lateral_prefrontal_cortex
-24.13947696,1.629094325,lateral_prefrontal_cortex
-23.65628892,1.635098433,lateral_prefrontal_cortex
-23.17310087,1.640915418,lateral_prefrontal_cortex
-22.68991283,1.646539533,lateral_prefrontal_cortex
-22.20672478,1.651965241,lateral_prefrontal_cortex
-21.72353674,1.657187315,lateral_prefrontal_cortex
-21.24034869,1.662201614,lateral_prefrontal_cortex
-20.75716065,1.667004747,lateral_prefrontal_cortex
-20.2739726,1.671593372,lateral_prefrontal_cortex
-19.79078456,1.675964454,lateral_prefrontal_cortex
-19.30759651,1.680116127,lateral_prefrontal_cortex
-18.82440847,1.684047743,lateral_prefrontal_cortex
-18.34122042,1.687759769,lateral_prefrontal_cortex
-17.85803238,1.691253382,lateral_prefrontal_cortex
-17.37484433,1.694530431,lateral_prefrontal_cortex
-16.89165629,1.697592974,lateral_prefrontal_cortex
-16.40846824,1.700443068,lateral_prefrontal_cortex
-15.9252802,1.703082774,lateral_prefrontal_cortex
-15.44209215,1.705514063,lateral_prefrontal_cortex
-14.95890411,1.707738227,lateral_prefrontal_cortex
-14.47571607,1.709756136,lateral_prefrontal_cortex
-13.99252802,1.711568256,lateral_prefrontal_cortex
-13.50933998,1.713174592,lateral_prefrontal_cortex
-13.02615193,1.714574699,lateral_prefrontal_cortex
-12.54296389,1.715767949,lateral_prefrontal_cortex
-12.05977584,1.716753278,lateral_prefrontal_cortex
-11.5765878,1.717529378,lateral_prefrontal_cortex
-11.09339975,1.718094941,lateral_prefrontal_cortex
-10.61021171,1.718448676,lateral_prefrontal_cortex
-10.12702366,1.718589562,lateral_prefrontal_cortex
-9.643835617,1.718517207,lateral_prefrontal_cortex
-9.160647572,1.71823145,lateral_prefrontal_cortex
-8.677459527,1.717735051,lateral_prefrontal_cortex
-8.194271482,1.717035231,lateral_prefrontal_cortex
-7.711083437,1.716140848,lateral_prefrontal_cortex
-7.227895392,1.715060902,lateral_prefrontal_cortex
-6.744707348,1.71380439,lateral_prefrontal_cortex
-6.261519303,1.712380416,lateral_prefrontal_cortex
-5.778331258,1.710799205,lateral_prefrontal_cortex
-5.295143213,1.709072736,lateral_prefrontal_cortex
-4.811955168,1.707214971,lateral_prefrontal_cortex
-4.328767123,1.705240485,lateral_prefrontal_cortex
-3.845579078,1.703163867,lateral_prefrontal_cortex
-3.362391034,1.7009997,lateral_prefrontal_cortex
-2.879202989,1.69876247,lateral_prefrontal_cortex
-2.396014944,1.696464849,lateral_prefrontal_cortex
-1.912826899,1.694116178,lateral_prefrontal_cortex
-1.429638854,1.691723814,lateral_prefrontal_cortex
-0.946450809,1.689294926,lateral_prefrontal_cortex
-0.463262765,1.686836685,lateral_prefrontal_cortex
0.01992528,1.684355864,lateral_prefrontal_cortex
0.503113325,1.681856352,lateral_prefrontal_cortex
0.98630137,1.679335102,lateral_prefrontal_cortex
1.469489415,1.676781963,lateral_prefrontal_cortex
1.95267746,1.674185864,lateral_prefrontal_cortex
2.435865505,1.671535734,lateral_prefrontal_cortex
2.919053549,1.668820503,lateral_prefrontal_cortex
3.402241594,1.666028885,lateral_prefrontal_cortex
3.885429639,1.663147286,lateral_prefrontal_cortex
4.368617684,1.660160003,lateral_prefrontal_cortex
4.851805729,1.65705107,lateral_prefrontal_cortex
5.334993774,1.653804907,lateral_prefrontal_cortex
5.818181818,1.65040631,lateral_prefrontal_cortex
6.301369863,1.646840087,lateral_prefrontal_cortex
6.784557908,1.643091049,lateral_prefrontal_cortex
7.267745953,1.639145014,lateral_prefrontal_cortex
7.750933998,1.634991259,lateral_prefrontal_cortex
8.234122043,1.630622216,lateral_prefrontal_cortex
8.717310088,1.626030774,lateral_prefrontal_cortex
9.200498132,1.621209823,lateral_prefrontal_cortex
9.683686177,1.616152723,lateral_prefrontal_cortex
10.16687422,1.610857238,lateral_prefrontal_cortex
10.65006227,1.605327894,lateral_prefrontal_cortex
11.13325031,1.599573922,lateral_prefrontal_cortex
11.61643836,1.59360515,lateral_prefrontal_cortex
12.0996264,1.587431405,lateral_prefrontal_cortex
12.58281445,1.581062516,lateral_prefrontal_cortex
13.06600249,1.574508565,lateral_prefrontal_cortex
13.54919054,1.567781789,lateral_prefrontal_cortex
14.03237858,1.56089562,lateral_prefrontal_cortex
14.51556663,1.553864631,lateral_prefrontal_cortex
14.99875467,1.546704093,lateral_prefrontal_cortex
15.48194272,1.539429283,lateral_prefrontal_cortex
15.96513076,1.53205548,lateral_prefrontal_cortex
16.44831881,1.524597303,lateral_prefrontal_cortex
16.93150685,1.517067604,lateral_prefrontal_cortex
-30.90410959,1.891275615,motor_cortex
-30.42092155,1.894438885,motor_cortex
-29.9377335,1.897590828,motor_cortex
-29.45454546,1.900736554,motor_cortex
-28.97135741,1.903881095,motor_cortex
-28.48816937,1.907029219,motor_cortex
-28.00498132,1.910185613,motor_cortex
-27.52179328,1.913354967,motor_cortex
-27.03860523,1.91654197,motor_cortex
-26.55541719,1.91975131,motor_cortex
-26.07222914,1.922987368,motor_cortex
-25.5890411,1.926252784,motor_cortex
-25.10585305,1.92954947,motor_cortex
-24.62266501,1.932877664,motor_cortex
-24.13947696,1.936236345,motor_cortex
-23.65628892,1.939624459,motor_cortex
