ID,RT,class_weight_1,class_weight_2,class_weight_3,class_weight_4,class_weight_5,class_weight_6,class_weight_7,class_weight_8,RT_1,RT_2,RT_3,RT_4,RT_5,RT_6,RT_7,RT_8,mature,age
PIC,0.243888889,0.138888889,0.125,0.111111111,0.125,0.111111111,0.111111111,0.138888889,0.138888889,0.244,0.246222222,0.2825,0.233333333,0.2235,0.242,0.2384,0.2436,-18.90410959,58.65205479
PIC,0.240094118,0.117647059,0.117647059,0.176470588,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.2356,0.25,0.238666667,0.2464,0.232,0.2352,0.2212,0.2624,-18.87123288,58.68493151
PIC,0.247844156,0.142857143,0.142857143,0.103896104,0.077922078,0.103896104,0.103896104,0.12987013,0.194805195,0.244,0.260727273,0.2605,0.248666667,0.245,0.265,0.2504,0.2248,-15.05753425,62.49863014
PIC,0.245316456,0.113924051,0.088607595,0.101265823,0.101265823,0.088607595,0.101265823,0.113924051,0.291139241,0.253333333,0.24,0.2565,0.2365,0.233142857,0.264,0.271111111,0.230086957,-15.02465753,62.53150685
PIC,0.24148,0.08,0.14,0.13,0.1,0.07,0.08,0.15,0.25,0.268,0.247142857,0.248307692,0.2388,0.245142857,0.2435,0.2448,0.22368,-14.99178082,62.56438356
PIC,0.247934426,0.114754098,0.180327869,0.114754098,0.114754098,0.114754098,0.114754098,0.114754098,0.131147541,0.234857143,0.248,0.250857143,0.268,0.245142857,0.238857143,0.268,0.232,-14.95890411,62.59726027
PIC,0.2597,0.1,0.1625,0.125,0.1,0.1,0.1,0.1375,0.175,0.263,0.254461538,0.2832,0.2705,0.252,0.253,0.248,0.257142857,-14.82739726,62.72876712
PIC,0.2475,0.097222222,0.125,0.111111111,0.097222222,0.097222222,0.111111111,0.180555556,0.180555556,0.255428571,0.236,0.257,0.266285714,0.247428571,0.243,0.257230769,0.228307692,-14.79452055,62.76164384
PIC,0.263104478,0.119402985,0.104477612,0.104477612,0.119402985,0.119402985,0.119402985,0.179104478,0.134328358,0.2485,0.246857143,0.268571429,0.2845,0.273,0.252,0.264666667,0.264444444,-14.76164384,62.79452055
PIC,0.257205479,0.136986301,0.164383562,0.123287671,0.109589041,0.123287671,0.109589041,0.123287671,0.109589041,0.2504,0.262,0.304444444,0.25,0.245333333,0.242,0.241777778,0.2585,-14.56438356,62.99178082
PIC,0.259522388,0.134328358,0.164179104,0.104477612,0.089552239,0.119402985,0.119402985,0.119402985,0.149253731,0.261333333,0.278181818,0.237714286,0.258666667,0.24,0.2655,0.264,0.2604,-14.53150685,63.02465753
PIC,0.2358,0.15,0.0875,0.0875,0.075,0.1,0.1,0.1875,0.2125,0.255333333,0.237142857,0.256571429,0.249333333,0.2565,0.2465,0.232533333,0.196235294,-14.49863014,63.05753425
PIC,0.244101266,0.139240506,0.113924051,0.075949367,0.101265823,0.101265823,0.113924051,0.215189873,0.139240506,0.230545455,0.250666667,0.249333333,0.229,0.239,0.255555556,0.250352941,0.245090909,-14.36712329,63.1890411
PIC,0.244857143,0.154761905,0.142857143,0.095238095,0.095238095,0.095238095,0.095238095,0.130952381,0.19047619,0.258461538,0.268,0.207,0.2415,0.2525,0.2205,0.223636364,0.26,-14.33424658,63.22191781
PIC,0.232296296,0.148148148,0.098765432,0.098765432,0.086419753,0.111111111,0.098765432,0.185185185,0.172839506,0.227,0.2405,0.223,0.254285714,0.240444444,0.2345,0.214133333,0.239428571,-14.30136986,63.25479452
PIC,0.24316,0.1,0.09,0.07,0.08,0.21,0.08,0.17,0.2,0.27,0.274222222,0.287428571,0.2295,0.256,0.245,0.226823529,0.2054,-14.1369863,63.41917808
PIC,0.246356164,0.109589041,0.123287671,0.109589041,0.109589041,0.136986301,0.109589041,0.164383562,0.136986301,0.246,0.266222222,0.2455,0.252,0.2508,0.2325,0.245666667,0.2324,-14.10410959,63.45205479
PIC,0.234814815,0.185185185,0.074074074,0.092592593,0.064814815,0.074074074,0.074074074,0.111111111,0.324074074,0.2488,0.2395,0.2588,0.242857143,0.2495,0.234,0.226333333,0.217028571,-14.07123288,63.48493151
PIC,0.238019417,0.242718447,0.106796117,0.097087379,0.077669903,0.106796117,0.077669903,0.106796117,0.184466019,0.23088,0.234545455,0.2304,0.2715,0.235636364,0.2325,0.225454545,0.250315789,-14.03835616,63.51780822
QUA,0.269333333,0.111111111,0.098765432,0.160493827,0.111111111,0.098765432,0.098765432,0.148148148,0.172839506,0.291111111,0.269,0.238461538,0.256888889,0.244,0.2555,0.322333333,0.269142857,-8.252054795,48.23013699
QUA,0.266623656,0.096774194,0.096774194,0.139784946,0.161290323,0.11827957,0.096774194,0.129032258,0.161290323,0.233777778,0.253333333,0.315076923,0.2568,0.282909091,0.281777778,0.269333333,0.238933333,-8.219178082,48.2630137
QUA,0.245740741,0.083333333,0.083333333,0.083333333,0.101851852,0.083333333,0.092592593,0.101851852,0.37037037,0.245333333,0.237777778,0.239111111,0.227636364,0.263111111,0.27,0.24,0.2457,-8.18630137,48.29589041
QUA,0.249389474,0.094736842,0.094736842,0.210526316,0.084210526,0.084210526,0.094736842,0.105263158,0.231578947,0.227555556,0.245333333,0.2576,0.264,0.257,0.248444444,0.2492,0.244909091,-8.153424658,48.32876712
QUA,0.253010989,0.087912088,0.120879121,0.087912088,0.10989011,0.098901099,0.10989011,0.098901099,0.285714286,0.2375,0.244,0.2415,0.2676,0.248444444,0.2512,0.245777778,0.264307692,-8.021917808,48.46027397
QUA,0.260783505,0.082474227,0.154639175,0.082474227,0.103092784,0.082474227,0.144329897,0.113402062,0.237113402,0.237,0.2448,0.253,0.2492,0.255,0.243714286,0.261454545,0.299304348,-7.989041096,48.49315068
QUA,0.255354839,0.112903226,0.112903226,0.129032258,0.14516129,0.112903226,0.112903226,0.14516129,0.129032258,0.229142857,0.237714286,0.2625,0.248,0.245714286,0.266857143,0.267555556,0.2795,-6.838356164,49.64383562
QUA,0.289245902,0.098360656,0.098360656,0.213114754,0.098360656,0.098360656,0.114754098,0.098360656,0.180327869,0.264,0.266666667,0.303076923,0.262666667,0.255333333,0.304,0.264,0.336363636,-6.805479452,49.67671233
QUA,0.243655172,0.103448276,0.120689655,0.137931034,0.103448276,0.103448276,0.155172414,0.120689655,0.155172414,0.234666667,0.248571429,0.254,0.251333333,0.214666667,0.250666667,0.234285714,0.251111111,-6.77260274,49.70958904
QUA,0.249090909,0.109090909,0.109090909,0.145454545,0.127272727,0.109090909,0.109090909,0.127272727,0.163636364,0.247333333,0.246666667,0.243,0.273142857,0.238666667,0.250666667,0.257714286,0.237777778,-6.64109589,49.84109589
QUA,0.258266667,0.116666667,0.133333333,0.216666667,0.1,0.116666667,0.1,0.116666667,0.1,0.245142857,0.255,0.272307692,0.256666667,0.249142857,0.257333333,0.260571429,0.258,-6.608219178,49.8739726
QUA,0.250597403,0.116883117,0.116883117,0.103896104,0.103896104,0.12987013,0.116883117,0.181818182,0.12987013,0.224444444,0.229333333,0.2495,0.264,0.264,0.277333333,0.252571429,0.2432,-6.575342466,49.90684932
QUA,0.250133333,0.106666667,0.106666667,0.12,0.106666667,0.12,0.16,0.16,0.12,0.243,0.259,0.252444444,0.2435,0.232444444,0.265,0.251333333,0.248444444,-6.542465753,49.93972603
QUA,0.255492958,0.112676056,0.112676056,0.112676056,0.112676056,0.126760563,0.126760563,0.126760563,0.169014085,0.222,0.251,0.2395,0.2765,0.263111111,0.269333333,0.269333333,0.251,-6.180821918,50.30136986
QUA,0.266765432,0.098765432,0.098765432,0.098765432,0.098765432,0.098765432,0.197530864,0.197530864,0.111111111,0.237,0.2445,0.245,0.255,0.249,0.30675,0.2825,0.259555556,-6.147945205,50.33424658
QUA,0.253882353,0.098039216,0.098039216,0.098039216,0.137254902,0.098039216,0.137254902,0.156862745,0.176470588,0.2384,0.2344,0.2488,0.218857143,0.2608,0.262857143,0.2785,0.270666667,-6.115068493,50.36712329
QUA,0.251,0.117647059,0.132352941,0.117647059,0.117647059,0.117647059,0.132352941,0.132352941,0.132352941,0.2395,0.227111111,0.2535,0.2675,0.269,0.276888889,0.250222222,0.227111111,-6.082191781,50.4
ROS,0.267795918,0.153061224,0.153061224,0.102040816,0.132653061,0.102040816,0.102040816,0.112244898,0.142857143,0.271466667,0.290133333,0.2884,0.242769231,0.2804,0.2528,0.265454545,0.252,-20.58082192,45.46849315
ROS,0.236096386,0.120481928,0.144578313,0.120481928,0.120481928,0.120481928,0.120481928,0.120481928,0.13253012,0.2352,0.242333333,0.2444,0.2148,0.2284,0.246,0.244,0.232727273,-20.54794521,45.50136986
ROS,0.258933333,0.116666667,0.116666667,0.133333333,0.133333333,0.116666667,0.116666667,0.133333333,0.133333333,0.261714286,0.279428571,0.2595,0.2625,0.256,0.263428571,0.2575,0.2345,-20.51506849,45.53424658
ROS,0.26265,0.125,0.1125,0.125,0.1125,0.1375,0.125,0.125,0.1375,0.2792,0.278666667,0.2812,0.249333333,0.248,0.2636,0.2528,0.251272727,-20.48219178,45.56712329
ROS,0.245553398,0.126213592,0.165048544,0.145631068,0.126213592,0.087378641,0.077669903,0.13592233,0.13592233,0.244,0.234823529,0.2544,0.241230769,0.228,0.2525,0.258285714,0.249142857,-20.08767123,45.96164384
ROS,0.236438356,0.123287671,0.109589041,0.136986301,0.136986301,0.109589041,0.109589041,0.136986301,0.136986301,0.224888889,0.2615,0.238,0.2372,0.2355,0.236,0.2428,0.2192,-20.05479452,45.99452055
ROS,0.249507246,0.115942029,0.101449275,0.144927536,0.115942029,0.115942029,0.130434783,0.144927536,0.130434783,0.251,0.265142857,0.2436,0.2475,0.2565,0.249777778,0.2496,0.237777778,-20.02191781,46.02739726
ROS,0.251634286,0.08,0.102857143,0.228571429,0.2,0.057142857,0.074285714,0.154285714,0.102857143,0.238285714,0.271777778,0.267,0.245942857,0.2444,0.230769231,0.257777778,0.228666667,-19.89041096,46.15890411
ROS,0.259116883,0.116883117,0.103896104,0.168831169,0.168831169,0.103896104,0.116883117,0.116883117,0.103896104,0.285777778,0.267,0.265230769,0.247692308,0.2325,0.244444444,0.281777778,0.2475,-19.85753425,46.19178082
ROS,0.235816092,0.114942529,0.137931034,0.172413793,0.114942529,0.103448276,0.103448276,0.126436782,0.126436782,0.244,0.235333333,0.247466667,0.216,0.227111111,0.226222222,0.232,0.249818182,-19.82465753,46.22465753
ROS,0.246780142,0.078014184,0.156028369,0.283687943,0.078014184,0.078014184,0.085106383,0.113475177,0.127659574,0.233090909,0.242181818,0.2604,0.231272727,0.227272727,0.238,0.24725,0.257333333,-19.66027397,46.3890411
ROS,0.236969697,0.121212121,0.121212121,0.136363636,0.121212121,0.121212121,0.121212121,0.136363636,0.121212121,0.2125,0.2525,0.255111111,0.2235,0.213,0.2385,0.265777778,0.229,-19.62739726,46.42191781
ROS,0.260507042,0.126760563,0.154929577,0.14084507,0.112676056,0.112676056,0.126760563,0.112676056,0.112676056,0.253777778,0.261818182,0.2876,0.2525,0.2395,0.268444444,0.26,0.253,-19.59452055,46.45479452
ROS,0.240072727,0.118181818,0.136363636,0.1,0.081818182,0.081818182,0.145454545,0.227272727,0.109090909,0.243384615,0.2432,0.235636364,0.246666667,0.228,0.2325,0.24912,0.232,-19.43013699,46.61917808
ROS,0.246425532,0.117021277,0.095744681,0.106382979,0.180851064,0.117021277,0.159574468,0.106382979,0.117021277,0.241454545,0.246222222,0.254,0.225647059,0.233454545,0.250666667,0.2664,0.265818182,-19.39726027,46.65205479
ROS,0.233565217,0.119565217,0.108695652,0.22826087,0.119565217,0.097826087,0.130434783,0.108695652,0.086956522,0.247636364,0.254,0.23352381,0.234181818,0.209777778,0.228,0.2272,0.231,-19.36438356,46.68493151
ROS,0.25262963,0.092592593,0.148148148,0.12962963,0.148148148,0.092592593,0.111111111,0.166666667,0.111111111,0.2736,0.27025,0.257428571,0.23825,0.2252,0.240333333,0.253333333,0.259333333,-19.2,46.84931507
ROS,0.239697479,0.151260504,0.193277311,0.117647059,0.100840336,0.100840336,0.084033613,0.092436975,0.159663866,0.246222222,0.240347826,0.244571429,0.238666667,0.22,0.2408,0.258909091,0.230526316,-18.73972603,47.30958904
ROS,0.235126437,0.091954023,0.126436782,0.114942529,0.195402299,0.091954023,0.16091954,0.103448276,0.114942529,0.239,0.242181818,0.2372,0.225411765,0.211,0.240571429,0.231111111,0.254,-18.70684932,47.34246575
ROS,0.236333333,0.12037037,0.240740741,0.101851852,0.092592593,0.074074074,0.083333333,0.12037037,0.166666667,0.231384615,0.242153846,0.246181818,0.2392,0.2165,0.231555556,0.233846154,0.236888889,-17.81917808,48.23013699
ROS,0.236711864,0.084745763,0.127118644,0.220338983,0.101694915,0.06779661,0.101694915,0.152542373,0.144067797,0.2524,0.244266667,0.247692308,0.215333333,0.215,0.221,0.247111111,0.229411765,-17.75342466,48.29589041
ROS,0.236910891,0.108910891,0.207920792,0.108910891,0.079207921,0.079207921,0.089108911,0.108910891,0.217821782,0.212363636,0.226095238,0.241454545,0.2335,0.22,0.232,0.274909091,0.247636364,-17.72054795,48.32876712
ROS,0.261837838,0.099099099,0.126126126,0.153153153,0.081081081,0.126126126,0.117117117,0.153153153,0.144144144,0.254909091,0.299142857,0.275529412,0.230666667,0.250857143,0.265846154,0.263764706,0.24125,-17.3260274,48.72328767
ROS,0.248101266,0.164556962,0.126582278,0.101265823,0.126582278,0.113924051,0.113924051,0.151898734,0.101265823,0.259076923,0.2612,0.2245,0.2348,0.235555556,0.256444444,0.261,0.2395,-17.29315068,48.75616438
ROS,0.240105263,0.131578947,0.105263158,0.157894737,0.157894737,0.105263158,0.105263158,0.118421053,0.118421053,0.2288,0.25,0.243666667,0.244,0.2285,0.2495,0.249777778,0.226222222,-17.26027397,48.7890411
ROS,0.227111111,0.12345679,0.098765432,0.098765432,0.111111111,0.098765432,0.172839506,0.135802469,0.160493827,0.2236,0.2325,0.254,0.221777778,0.227,0.223428571,0.235636364,0.210461538,-13.67671233,52.37260274
ROS,0.230019048,0.152380952,0.104761905,0.114285714,0.152380952,0.104761905,0.114285714,0.123809524,0.133333333,0.19975,0.244363636,0.250333333,0.23375,0.22,0.236,0.232615385,0.232,-13.64383562,52.40547945
ROS,0.239514286,0.1,0.185714286,0.071428571,0.135714286,0.071428571,0.1,0.164285714,0.171428571,0.233714286,0.246923077,0.2388,0.220210526,0.2152,0.235714286,0.263478261,0.239833333,-13.47945205,52.56986301
ROS,0.228301075,0.139784946,0.129032258,0.129032258,0.161290323,0.086021505,0.096774194,0.129032258,0.129032258,0.204,0.241333333,0.259333333,0.217333333,0.221,0.229777778,0.242,0.214333333,-13.44657534,52.60273973
ROS,0.231781818,0.181818182,0.136363636,0.145454545,0.127272727,0.081818182,0.118181818,0.090909091,0.118181818,0.2268,0.2424,0.24,0.227714286,0.212888889,0.220307692,0.2576,0.226153846,-13.41369863,52.63561644
ROS,0.24,0.116504854,0.097087379,0.106796117,0.116504854,0.097087379,0.097087379,0.233009709,0.13592233,0.236,0.2404,0.224363636,0.226333333,0.2244,0.2408,0.278,0.212571429,-13.38082192,52.66849315
ROS,0.239504132,0.090909091,0.123966942,0.115702479,0.115702479,0.082644628,0.082644628,0.26446281,0.123966942,0.236363636,0.235466667,0.249714286,0.232857143,0.2336,0.25,0.249375,0.2184,-13.34794521,52.70136986
ROS,0.244620155,0.100775194,0.248062016,0.100775194,0.131782946,0.108527132,0.100775194,0.085271318,0.124031008,0.251384615,0.2295,0.263384615,0.233647059,0.221714286,0.247384615,0.280727273,0.25875,-13.21643836,52.83287671
ROS,0.237660377,0.103773585,0.141509434,0.113207547,0.122641509,0.113207547,0.132075472,0.132075472,0.141509434,0.213454545,0.2496,0.254666667,0.214769231,0.227666667,0.259714286,0.246571429,0.2288,-13.18356164,52.86575342
ROS,0.224296296,0.148148148,0.135802469,0.111111111,0.098765432,0.098765432,0.111111111,0.148148148,0.148148148,0.219333333,0.228,0.242222222,0.222,0.2205,0.228444444,0.247666667,0.19,-13.15068493,52.89863014
ROS,0.236666667,0.098039216,0.12745098,0.098039216,0.117647059,0.107843137,0.117647059,0.176470588,0.156862745,0.2404,0.238153846,0.2408,0.232333333,0.216,0.254666667,0.264888889,0.20275,-12.88767123,53.16164384
ROS,0.270613333,0.16,0.12,0.12,0.133333333,0.12,0.106666667,0.12,0.12,0.274666667,0.321777778,0.240888889,0.2484,0.226222222,0.2775,0.289777778,0.287555556,-12.85479452,53.19452055
ROS,0.258961039,0.155844156,0.103896104,0.12987013,0.142857143,0.103896104,0.103896104,0.116883117,0.142857143,0.257666667,0.27,0.2588,0.228363636,0.248,0.2535,0.281777778,0.276363636,-12.82191781,53.22739726
ROS,0.249417722,0.113924051,0.126582278,0.113924051,0.17721519,0.139240506,0.113924051,0.113924051,0.101265823,0.240444444,0.2416,0.285777778,0.230285714,0.233090909,0.261777778,0.260444444,0.258,-12.7890411,53.26027397
ROS,0.231829787,0.127659574,0.106382979,0.085106383,0.223404255,0.085106383,0.095744681,0.138297872,0.138297872,0.228666667,0.2304,0.235,0.222095238,0.2225,0.244444444,0.259692308,0.218769231,-12.75616438,53.29315068
ROS,0.251445545,0.089108911,0.089108911,0.118811881,0.158415842,0.079207921,0.099009901,0.267326733,0.099009901,0.247555556,0.251555556,0.255,0.22275,0.245,0.2548,0.266518519,0.2576,-12.72328767,53.3260274
ROS,0.219235955,0.168539326,0.134831461,0.08988764,0.112359551,0.101123596,0.101123596,0.08988764,0.202247191,0.2192,0.215,0.2335,0.2024,0.210666667,0.212444444,0.2295,0.228222222,-9.073972603,56.97534247
ROS,0.229389474,0.178947368,0.105263158,0.084210526,0.094736842,0.094736842,0.094736842,0.084210526,0.263157895,0.226117647,0.2248,0.265,0.223111111,0.223555556,0.239555556,0.2535,0.21504,-9.04109589,57.00821918
ROS,0.229056604,0.141509434,0.094339623,0.103773585,0.094339623,0.103773585,0.094339623,0.198113208,0.169811321,0.224266667,0.2,0.226181818,0.21,0.245454545,0.2368,0.248380952,0.224666667,-9.008219178,57.04109589
ROS,0.220530973,0.10619469,0.079646018,0.079646018,0.079646018,0.079646018,0.123893805,0.292035398,0.159292035,0.215666667,0.204888889,0.242666667,0.215555556,0.197777778,0.233142857,0.232969697,0.201777778,-8.975342466,57.0739726
ROS,0.217,0.132352941,0.117647059,0.117647059,0.132352941,0.102941176,0.147058824,0.117647059,0.132352941,0.209333333,0.229,0.217,0.224888889,0.215428571,0.2108,0.2215,0.210222222,-8.843835616,57.20547945
ROS,0.233297297,0.121621622,0.121621622,0.121621622,0.121621622,0.121621622,0.135135135,0.121621622,0.135135135,0.212888889,0.241333333,0.279111111,0.235555556,0.228,0.2512,0.221777778,0.1984,-8.810958904,57.23835616
ROS,0.224619718,0.112676056,0.112676056,0.112676056,0.183098592,0.126760563,0.126760563,0.112676056,0.112676056,0.2255,0.23,0.23,0.213538462,0.232,0.225333333,0.225,0.2215,-8.778082192,57.27123288
ROS,0.213507246,0.144927536,0.115942029,0.115942029,0.115942029,0.115942029,0.115942029,0.115942029,0.15942029,0.1852,0.237,0.221,0.228,0.219,0.233,0.23,0.176,-8.745205479,57.30410959
ROS,0.234162162,0.108108108,0.121621622,0.108108108,0.216216216,0.108108108,0.108108108,0.121621622,0.108108108,0.2375,0.239555556,0.274,0.23425,0.2245,0.2315,0.224,0.2085,-8.61369863,57.43561644
ROS,0.235816092,0.114942529,0.126436782,0.114942529,0.126436782,0.114942529,0.114942529,0.126436782,0.16091954,0.2336,0.261090909,0.2464,0.225454545,0.2448,0.2284,0.222181818,0.227714286,-8.580821918,57.46849315
ROS,0.227880597,0.149253731,0.119402985,0.119402985,0.119402985,0.119402985,0.119402985,0.119402985,0.134328358,0.1968,0.2465,0.2475,0.228,0.2235,0.2325,0.227,0.228888889,-8.547945205,57.50136986
ROS,0.224195122,0.146341463,0.158536585,0.109756098,0.097560976,0.109756098,0.109756098,0.12195122,0.146341463,0.216333333,0.230461538,0.263555556,0.227,0.216444444,0.235555556,0.2196,0.195,-8.515068493,57.53424658
ROS,0.228266667,0.12,0.133333333,0.12,0.12,0.106666667,0.12,0.12,0.16,0.223111111,0.2532,0.256,0.207111111,0.2195,0.220888889,0.223111111,0.221666667,-8.383561644,57.66575342
ROS,0.224761905,0.119047619,0.119047619,0.095238095,0.119047619,0.142857143,0.119047619,0.119047619,0.166666667,0.216,0.236,0.265,0.2344,0.24,0.2192,0.2352,0.176571429,-8.350684932,57.69863014
ROS,0.224394366,0.126760563,0.112676056,0.126760563,0.126760563,0.112676056,0.112676056,0.154929577,0.126760563,0.207111111,0.2225,0.267555556,0.208888889,0.228,0.2375,0.215272727,0.212,-8.317808219,57.73150685
ROS,0.229,0.125,0.138888889,0.138888889,0.125,0.111111111,0.111111111,0.138888889,0.111111111,0.203555556,0.2368,0.2444,0.224444444,0.223,0.2475,0.2216,0.2305,-8.153424658,57.89589041
ROS,0.241666667,0.15625,0.114583333,0.104166667,0.114583333,0.083333333,0.09375,0.197916667,0.135416667,0.234933333,0.256727273,0.298,0.228363636,0.227,0.244444444,0.235789474,0.220307692,-8.120547945,57.92876712
ROS,0.237157895,0.157894737,0.118421053,0.105263158,0.131578947,0.105263158,0.118421053,0.131578947,0.131578947,0.244666667,0.251555556,0.274,0.2404,0.219,0.246222222,0.2016,0.2244,-7.923287671,58.1260274
ROS,0.242666667,0.121212121,0.121212121,0.121212121,0.136363636,0.121212121,0.121212121,0.121212121,0.136363636,0.257,0.2335,0.2705,0.232,0.2285,0.245,0.2555,0.223111111,-7.890410959,58.15890411
ROS,0.247178082,0.123287671,0.150684932,0.123287671,0.123287671,0.109589041,0.136986301,0.109589041,0.123287671,0.248444444,0.248363636,0.26,0.252888889,0.225,0.2528,0.261,0.227111111,-7.857534247,58.19178082
ROS,0.237577465,0.14084507,0.112676056,0.112676056,0.126760563,0.112676056,0.112676056,0.154929577,0.126760563,0.2384,0.2595,0.2675,0.223555556,0.2305,0.255,0.217818182,0.219555556,-7.824657534,58.22465753
ROS,0.252228571,0.128571429,0.128571429,0.128571429,0.114285714,0.114285714,0.114285714,0.128571429,0.142857143,0.260444444,0.260888889,0.262222222,0.2225,0.2425,0.236,0.262222222,0.2636,-7.693150685,58.35616438
ROS,0.237333333,0.115942029,0.130434783,0.130434783,0.115942029,0.115942029,0.115942029,0.144927536,0.130434783,0.2255,0.242222222,0.256444444,0.225,0.237,0.244,0.2452,0.220444444,-7.660273973,58.3890411
ROS,0.23815873,0.158730159,0.111111111,0.111111111,0.111111111,0.111111111,0.126984127,0.126984127,0.142857143,0.2436,0.250857143,0.244571429,0.243428571,0.213714286,0.2275,0.228,0.250666667,-7.62739726,58.42191781
ROS,0.236789474,0.105263158,0.105263158,0.157894737,0.144736842,0.078947368,0.092105263,0.171052632,0.144736842,0.252,0.238,0.266,0.220363636,0.23,0.232571429,0.239384615,0.212727273,-3.320547945,62.72876712
ROS,0.235484848,0.128787879,0.136363636,0.159090909,0.068181818,0.068181818,0.068181818,0.212121212,0.159090909,0.215058824,0.227111111,0.261142857,0.234666667,0.220444444,0.208,0.234428571,0.25352381,-3.287671233,62.76164384
ROS,0.242473684,0.105263158,0.131578947,0.118421053,0.118421053,0.118421053,0.144736842,0.105263158,0.157894737,0.2425,0.244,0.284,0.254222222,0.227111111,0.240363636,0.2415,0.215333333,-3.221917808,62.82739726
ROS,0.252529412,0.132352941,0.117647059,0.117647059,0.132352941,0.117647059,0.117647059,0.132352941,0.132352941,0.243111111,0.264,0.2715,0.239111111,0.24,0.2505,0.248888889,0.264888889,-3.090410959,62.95890411
ROS,0.252941176,0.117647059,0.132352941,0.132352941,0.132352941,0.117647059,0.117647059,0.132352941,0.117647059,0.2525,0.274666667,0.284444444,0.227111111,0.238,0.2435,0.255555556,0.244,-3.057534247,62.99178082
ROS,0.244054054,0.148648649,0.121621622,0.121621622,0.108108108,0.108108108,0.121621622,0.108108108,0.162162162,0.252727273,0.234666667,0.257777778,0.235,0.2315,0.236444444,0.2635,0.24,-2.991780822,63.05753425
ROS,0.246972973,0.108108108,0.135135135,0.108108108,0.121621622,0.135135135,0.121621622,0.121621622,0.148648649,0.261,0.2672,0.256,0.230222222,0.2192,0.244444444,0.244888889,0.254545455,-2.860273973,63.1890411
ROS,0.234114943,0.091954023,0.08045977,0.126436782,0.114942529,0.091954023,0.091954023,0.287356322,0.114942529,0.2385,0.255428571,0.255636364,0.2468,0.2285,0.226,0.21856,0.2292,-2.82739726,63.22191781
ROS,0.237260274,0.123287671,0.123287671,0.123287671,0.136986301,0.109589041,0.095890411,0.164383562,0.123287671,0.240444444,0.239111111,0.243111111,0.2348,0.235,0.238857143,0.246333333,0.217777778,-2.794520548,63.25479452
ROS,0.235688312,0.103896104,0.155844156,0.103896104,0.155844156,0.103896104,0.103896104,0.155844156,0.116883117,0.253,0.227,0.267,0.225666667,0.243,0.218,0.236333333,0.225777778,-2.761643836,63.28767123
ROS,0.246320988,0.098765432,0.098765432,0.12345679,0.135802469,0.098765432,0.12345679,0.197530864,0.12345679,0.2475,0.2515,0.2468,0.223636364,0.245,0.2564,0.2515,0.2484,-2.630136986,63.41917808
ROS,0.233894737,0.105263158,0.105263158,0.105263158,0.245614035,0.105263158,0.122807018,0.105263158,0.105263158,0.243333333,0.23,0.282666667,0.212285714,0.223333333,0.249714286,0.236,0.22,-2.597260274,63.45205479
ROS,0.240328767,0.123287671,0.109589041,0.123287671,0.123287671,0.150684932,0.123287671,0.136986301,0.109589041,0.236,0.254,0.271555556,0.235555556,0.217090909,0.246666667,0.238,0.2295,-2.564383562,63.48493151
ROS,0.245205479,0.123287671,0.109589041,0.109589041,0.205479452,0.123287671,0.109589041,0.109589041,0.109589041,0.239111111,0.2545,0.2635,0.236266667,0.240444444,0.2425,0.2455,0.249,-2.531506849,63.51780822
ROS,0.238447761,0.119402985,0.119402985,0.134328358,0.134328358,0.119402985,0.119402985,0.119402985,0.134328358,0.2315,0.2505,0.264444444,0.249777778,0.2365,0.2385,0.2285,0.207111111,1.052054795,67.10136986
ROS,0.256906667,0.106666667,0.106666667,0.133333333,0.146666667,0.12,0.12,0.16,0.106666667,0.256,0.2465,0.266,0.283272727,0.24,0.242222222,0.241333333,0.2795,1.084931507,67.13424658
ROS,0.254361446,0.13253012,0.108433735,0.120481928,0.120481928,0.120481928,0.13253012,0.144578313,0.120481928,0.258909091,0.249777778,0.2848,0.2276,0.25,0.245454545,0.248333333,0.2712,1.117808219,67.16712329
ROS,0.240767123,0.109589041,0.109589041,0.109589041,0.164383562,0.095890411,0.150684932,0.150684932,0.109589041,0.2435,0.2355,0.274,0.232666667,0.239428571,0.229090909,0.238181818,0.243,1.150684932,67.2
ROS,0.259147541,0.114754098,0.131147541,0.114754098,0.131147541,0.114754098,0.131147541,0.131147541,0.131147541,0.261714286,0.2725,0.304571429,0.2485,0.241714286,0.2415,0.2525,0.254,1.282191781,67.33150685
ROS,0.24626087,0.130434783,0.130434783,0.115942029,0.130434783,0.130434783,0.115942029,0.115942029,0.130434783,0.253777778,0.238222222,0.2705,0.24,0.237333333,0.248,0.247,0.238222222,1.315068493,67.36438356
ROS,0.255219512,0.12195122,0.12195122,0.109756098,0.219512195,0.109756098,0.097560976,0.109756098,0.109756098,0.2536,0.2576,0.323555556,0.242888889,0.239555556,0.2385,0.254666667,0.241777778,1.347945205,67.39726027
ROS,0.248137931,0.120689655,0.103448276,0.120689655,0.224137931,0.103448276,0.103448276,0.103448276,0.120689655,0.226857143,0.266666667,0.283428571,0.244615385,0.247333333,0.243333333,0.250666667,0.227428571,1.380821918,67.43013699
ROS,0.251014493,0.130434783,0.115942029,0.115942029,0.144927536,0.115942029,0.115942029,0.144927536,0.115942029,0.226222222,0.2835,0.3135,0.252,0.2285,0.234,0.2344,0.243,1.512328767,67.56164384
