"","Frontal_Lobe_contra_mature","Parietal_Lobe_contra_mature","Temporal_Lobe_contra_mature","Occipital_Lobe_contra_mature"
"-35",2.50604389941959,1.0396187362855,0.592968546883675,0.567222463529986
"-25",1.78194390467185,0.749460638858338,0.589473154705906,0.564023187213033
"-15",0.717176516836525,0.344213783309024,0.586018728184658,0.56085978993997
"-5",-0.531110329741656,0.11972287725471,0.582604553059178,0.557731674917893
"5",-1.99559571387822,0.0192368626770759,0.579229928479012,0.554638258215747
"15",-3.03690676956989,-0.0894155267752229,0.575894174405489,0.551578979246548
