"predictor","fit","model_name"
-30.90410959,325.333736924356,"anterior_cingulate_gyrus_contra"
-30.4209215451515,325.355195049975,"anterior_cingulate_gyrus_contra"
-29.937733500303,325.376653175614,"anterior_cingulate_gyrus_contra"
-29.4545454554545,325.398111301274,"anterior_cingulate_gyrus_contra"
-28.9713574106061,325.419569426956,"anterior_cingulate_gyrus_contra"
-28.4881693657576,325.441027552657,"anterior_cingulate_gyrus_contra"
-28.0049813209091,325.462485678375,"anterior_cingulate_gyrus_contra"
-27.5217932760606,325.48394380411,"anterior_cingulate_gyrus_contra"
-27.0386052312121,325.505401929859,"anterior_cingulate_gyrus_contra"
-26.5554171863636,325.526860055621,"anterior_cingulate_gyrus_contra"
-26.0722291415152,325.548318181393,"anterior_cingulate_gyrus_contra"
-25.5890410966667,325.569776307173,"anterior_cingulate_gyrus_contra"
-25.1058530518182,325.591234432959,"anterior_cingulate_gyrus_contra"
-24.6226650069697,325.612692558748,"anterior_cingulate_gyrus_contra"
-24.1394769621212,325.634150684536,"anterior_cingulate_gyrus_contra"
-23.6562889172727,325.65560881032,"anterior_cingulate_gyrus_contra"
-23.1731008724242,325.677066936097,"anterior_cingulate_gyrus_contra"
-22.6899128275758,325.698525061863,"anterior_cingulate_gyrus_contra"
-22.2067247827273,325.719983187615,"anterior_cingulate_gyrus_contra"
-21.7235367378788,325.74144131335,"anterior_cingulate_gyrus_contra"
-21.2403486930303,325.762899439064,"anterior_cingulate_gyrus_contra"
-20.7571606481818,325.784357564752,"anterior_cingulate_gyrus_contra"
-20.2739726033333,325.805815690413,"anterior_cingulate_gyrus_contra"
-19.7907845584848,325.827273816042,"anterior_cingulate_gyrus_contra"
-19.3075965136364,325.848731941635,"anterior_cingulate_gyrus_contra"
-18.8244084687879,325.87019006719,"anterior_cingulate_gyrus_contra"
-18.3412204239394,325.891648192702,"anterior_cingulate_gyrus_contra"
-17.8580323790909,325.91310631817,"anterior_cingulate_gyrus_contra"
-17.3748443342424,325.934564443589,"anterior_cingulate_gyrus_contra"
-16.8916562893939,325.956022568957,"anterior_cingulate_gyrus_contra"
-16.4084682445455,325.97748069427,"anterior_cingulate_gyrus_contra"
-15.925280199697,325.998938819526,"anterior_cingulate_gyrus_contra"
-15.4420921548485,326.020396944721,"anterior_cingulate_gyrus_contra"
-14.95890411,326.041855069851,"anterior_cingulate_gyrus_contra"
-14.4757160651515,326.063313194915,"anterior_cingulate_gyrus_contra"
-13.992528020303,326.084771319908,"anterior_cingulate_gyrus_contra"
-13.5093399754545,326.106229444827,"anterior_cingulate_gyrus_contra"
-13.0261519306061,326.127687569669,"anterior_cingulate_gyrus_contra"
-12.5429638857576,326.149145694431,"anterior_cingulate_gyrus_contra"
-12.0597758409091,326.170603819109,"anterior_cingulate_gyrus_contra"
-11.5765877960606,326.192061943702,"anterior_cingulate_gyrus_contra"
-11.0933997512121,326.213520068205,"anterior_cingulate_gyrus_contra"
-10.6102117063636,326.234978192618,"anterior_cingulate_gyrus_contra"
-10.1270236615151,326.256436316938,"anterior_cingulate_gyrus_contra"
-9.64383561666667,326.277894441162,"anterior_cingulate_gyrus_contra"
-9.16064757181818,326.299352565288,"anterior_cingulate_gyrus_contra"
-8.6774595269697,326.320810689317,"anterior_cingulate_gyrus_contra"
-8.19427148212121,326.342268813247,"anterior_cingulate_gyrus_contra"
-7.71108343727273,326.36372693708,"anterior_cingulate_gyrus_contra"
-7.22789539242424,326.385185060815,"anterior_cingulate_gyrus_contra"
-6.74470734757576,326.406643184455,"anterior_cingulate_gyrus_contra"
-6.26151930272727,326.428101307999,"anterior_cingulate_gyrus_contra"
-5.77833125787879,326.449559431449,"anterior_cingulate_gyrus_contra"
-5.2951432130303,326.471017554805,"anterior_cingulate_gyrus_contra"
-4.81195516818182,326.492475678069,"anterior_cingulate_gyrus_contra"
-4.32876712333333,326.513933801243,"anterior_cingulate_gyrus_contra"
-3.84557907848485,326.535391924328,"anterior_cingulate_gyrus_contra"
-3.36239103363636,326.556850047325,"anterior_cingulate_gyrus_contra"
-2.87920298878788,326.578308170237,"anterior_cingulate_gyrus_contra"
-2.39601494393939,326.599766293064,"anterior_cingulate_gyrus_contra"
-1.91282689909091,326.621224415807,"anterior_cingulate_gyrus_contra"
-1.42963885424242,326.642682538466,"anterior_cingulate_gyrus_contra"
-0.946450809393937,326.664140661043,"anterior_cingulate_gyrus_contra"
-0.463262764545455,326.685598783537,"anterior_cingulate_gyrus_contra"
0.0199252803030312,326.70705690595,"anterior_cingulate_gyrus_contra"
0.503113325151517,326.728515028281,"anterior_cingulate_gyrus_contra"
0.98630137,326.74997315053,"anterior_cingulate_gyrus_contra"
1.46948941484849,326.771431272699,"anterior_cingulate_gyrus_contra"
1.95267745969697,326.792889394787,"anterior_cingulate_gyrus_contra"
2.43586550454546,326.814347516796,"anterior_cingulate_gyrus_contra"
2.91905354939394,326.835805638725,"anterior_cingulate_gyrus_contra"
3.40224159424242,326.857263760575,"anterior_cingulate_gyrus_contra"
3.88542963909091,326.878721882347,"anterior_cingulate_gyrus_contra"
4.36861768393939,326.900180004044,"anterior_cingulate_gyrus_contra"
4.85180572878788,326.92163812567,"anterior_cingulate_gyrus_contra"
5.33499377363637,326.943096247226,"anterior_cingulate_gyrus_contra"
5.81818181848485,326.964554368718,"anterior_cingulate_gyrus_contra"
6.30136986333333,326.986012490149,"anterior_cingulate_gyrus_contra"
6.78455790818182,327.007470611522,"anterior_cingulate_gyrus_contra"
7.2677459530303,327.028928732841,"anterior_cingulate_gyrus_contra"
