omega2,mature,age,ID,age_group,mature_group,delay,sess
0,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
NaN,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
NaN,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,1,3,3,uni001_1
0,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
NaN,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0.0288497564630948,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
NaN,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0.0155024839887472,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0,-5.88493150684931,38.6958904109589,UNI,1,3,3,uni002_1
0,-5.85205479452055,38.7287671232877,UNI,1,3,3,uni003_1
0,-5.85205479452055,38.7287671232877,UNI,1,3,3,uni003_1
0,-5.85205479452055,38.7287671232877,UNI,1,3,3,uni003_1
0,-5.72054794520548,38.8602739726027,UNI,1,3,3,uni004_1
0,-5.72054794520548,38.8602739726027,UNI,1,3,3,uni004_1
0.0871847275767569,-5.72054794520548,38.8602739726027,UNI,1,3,3,uni004_1
0,-5.72054794520548,38.8602739726027,UNI,1,3,3,uni004_1
0,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.0632593582298832,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.0658839983894551,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.0772547406640475,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0.174448141967678,-5.68767123287671,38.8931506849315,UNI,1,3,1.5,uni005_1
0,-5.65479452054795,38.9260273972603,UNI,1,3,3,uni006_1
0,-5.65479452054795,38.9260273972603,UNI,1,3,3,uni006_1
NaN,-5.65479452054795,38.9260273972603,UNI,1,3,3,uni006_1
0,-5.65479452054795,38.9260273972603,UNI,1,3,3,uni006_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,1,3,3,uni007_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,1,3,3,uni008_1
0.0494296577946767,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0.0715693375330559,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0.0276478047321878,-5.42465753424657,39.1561643835616,UNI,1,3,1.5,uni009_1
0.0356984746649495,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0.0272638018276565,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0,-5.39178082191781,39.1890410958904,UNI,1,3,3,uni010_1
0,-5.22739726027397,39.3534246575342,UNI,1,3,3,uni012_1
0.0311332039165648,-5.22739726027397,39.3534246575342,UNI,1,3,3,uni012_1
0.0440885369803851,-5.22739726027397,39.3534246575342,UNI,1,3,3,uni012_1
0,-5.22739726027397,39.3534246575342,UNI,1,3,3,uni012_1
0,-5.19452054794521,39.386301369863,UNI,1,3,1.5,uni013_1
0.328547763666483,-5.19452054794521,39.386301369863,UNI,1,3,1.5,uni013_1
NaN,-5.19452054794521,39.386301369863,UNI,1,3,1.5,uni013_1
0.00351582119537921,-5.19452054794521,39.386301369863,UNI,1,3,1.5,uni013_1
NaN,-5.16164383561644,39.4191780821918,UNI,1,3,3,uni014_1
NaN,-5.16164383561644,39.4191780821918,UNI,1,3,3,uni014_1
NaN,-5.16164383561644,39.4191780821918,UNI,1,3,3,uni014_1
NaN,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
0,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
0,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
0,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
0.065796082370668,-5.06301369863014,39.5178082191781,UNI,1,3,1.5,uni015_1
0,-4.9972602739726,39.5835616438356,UNI,1,3,3,uni016_1
0,-4.9972602739726,39.5835616438356,UNI,1,3,3,uni016_1
