mature,rotation,ID
-27.8717808219178,15.2363622498791,1
-24.3090410958904,39.8046012435817,1
-20.4219178082192,37.0265479800578,1
-19.2,24.0411569479535,1
-15.653698630137,26.7199668863427,1
-13.2482191780822,41.8115282745004,1
-10.692602739726,86.3379336009563,1
-5.72602739726027,79.7353861085016,1
-4.97095890410959,78.4301429193153,1
-0.256438356164384,89.5278073770293,1
2.00657534246575,56.6585103863804,1
4.95232876712329,89.5137018699473,1
6.83835616438356,77.1310471186387,1
10.8482191780822,23.070514694791,1
14.2619178082192,7.55600097154995,1
-27.6383561643836,59.7036993533757,2
-24.3298630136986,34.8848910823575,2
-20.2191780821918,85.9404976085266,2
-18.9260273972603,16.7371060239197,2
-14.7386301369863,36.7381945331649,2
-13.9780821917808,32.8728166688136,2
-10.0964383561644,33.5673734367236,2
-5.91123287671233,25.8849766716546,2
-4.86684931506849,53.2343160620838,2
-0.334246575342466,50.1468748108176,2
1.52328767123288,76.5144863602655,2
5.08821917808219,41.624184400125,2
7.61972602739726,55.5383411178525,2
10.9347945205479,53.4367029157442,2
14.3495890410959,80.3678801216125,2
-26.9621917808219,53.4110959705026,3
-24.2849315068493,43.4894800281328,3
-20.0657534246575,52.6357468957384,3
-19.5945205479452,85.6002942697876,3
-15.1682191780822,56.669907847813,3
-13.2821917808219,80.7262361917636,3
-10.4405479452055,63.2310386505805,3
-5.77972602739726,58.1015384043953,3
-4.1786301369863,71.7697740101459,3
-0.120547945205479,83.3798777598172,3
1.91671232876712,89.3325650525782,3
5.08821917808219,72.9518364508192,3
7.98794520547945,89.3756493605814,3
10.9161643835616,85.5367195960177,3
14.4076712328767,75.8546934394111,3
-27.6493150684931,38.1611334082692,4
-24.2794520547945,19.2613619098019,4
-19.7928767123288,4.14437542589296,4
-19.2635616438356,26.4074592368996,4
-15.1035616438356,58.2141609049345,4
-13.8421917808219,86.3001697378937,4
-10.5490410958904,88.4331954020381,4
-5.53643835616438,43.9889793048622,4
-4.55342465753425,72.3210370552249,4
-0.705753424657534,85.2377215028801,4
1.3786301369863,57.312316917373,4
5.17917808219178,78.8460395604714,4
6.71561643835616,62.5033302227943,4
10.6597260273973,42.523308841052,4
14.0350684931507,44.7113585145138,4
-27.9320547945206,29.6424780377473,5
-24.2871232876712,30.7428795197616,5
-19.8980821917808,10.4352612651018,5
-18.9895890410959,49.5841641206273,5
-15.3567123287671,54.2073221968062,5
-13.4849315068493,20.167730581,5
-10.452602739726,42.9567510499495,5
-5.93972602739726,71.8285102326868,5
-4.86356164383562,87.7424197825138,5
-0.204931506849315,89.3137970294556,5
1.06630136986301,89.7760361819185,5
4.91506849315068,69.3079077100397,5
7.3041095890411,47.3749559041824,5
10.7506849315069,31.1739141726457,5
14.6717808219178,68.5569568754964,5
-27.8947945205479,10.4786139735379,6
-24.2761643835616,83.9869212684909,6
-19.707397260274,17.0072731515423,6
-19.1550684931507,31.4620735707455,6
-15.8038356164384,47.0660121861452,6
-13.6876712328767,18.268014625141,6
-10.372602739726,70.6671253012228,6
-5.78520547945205,67.638674631553,6
-4.86246575342466,65.0172804132066,6
-0.315616438356164,89.2511169313785,6
1.91890410958904,69.8032339976146,6
5.11561643835616,83.2725538359258,6
7.1145205479452,46.2229535828626,6
10.9282191780822,18.7659167588807,6
14.5095890410959,87.1279046654526,6
-26.8723287671233,89.2251625098636,7
-24.318904109589,89.3542101861856,7
-20.2487671232877,15.4758356927215,7
-19.3808219178082,67.6635865498162,7
-14.9172602739726,64.6353481919411,7
-13.4443835616438,59.29366427756,7
-10.4,73.1608005850967,7
-5.8213698630137,80.8697567734218,7
-4.50301369863014,60.7715004338392,7
-0.823013698630137,42.858622650713,7
1.63178082191781,87.4774735865167,7
4.99506849315068,28.7203370639169,7
6.99397260273973,9.50259103100957,7
11.0860273972603,81.8547597375647,7
13.6547945205479,83.9274882342748,7
-27.6208219178082,48.1905028059421,8
-24.292602739726,6.27262351228154,8
-20.6630136986301,22.3483032088895,8
-19.5276712328767,29.2391985838864,8
-15.4608219178082,7.63206775646933,8
-13.7972602739726,80.0014320652904,8
-10.6235616438356,77.0168549260506,8
-5.69315068493151,74.5820592280627,8
-4.8558904109589,58.3097171363806,8
-0.353972602739726,70.3923509447979,8
2.32986301369863,83.7728670887327,8
5.19342465753425,68.4427072331797,8
7.59123287671233,35.4221340217832,8
10.6947945205479,57.6959202354371,8
14.4558904109589,81.6420039704341,8
-27.12,66.0437404709828,9
-24.2849315068493,27.3420281854244,9
-20.2531506849315,10.6331320342285,9
-19.1528767123288,56.6544872980683,9
-15.0290410958904,44.7798349613791,9
-13.9506849315068,62.6055681448102,9
-10.8821917808219,86.53791883646,9
-5.82356164383562,65.4424389933182,9
-4.47890410958904,88.2706321564076,9
-0.149041095890411,63.9146276229754,9
2.26849315068493,86.0971176003773,9
5.04328767123288,75.4595949101088,9
6.93698630136986,83.5180405729271,9
10.8328767123288,55.6728618735525,9
14.1906849315068,84.1461091854716,9
-27.6876712328767,79.3933916984469,10
-24.3287671232877,15.5903508361918,10
-20.0734246575342,22.1147279606155,10
-19.3775342465753,21.3217215197315,10
-15.4520547945205,76.9833235900081,10
-13.412602739726,80.1700151098783,10
-10.6356164383562,80.5913560491858,10
-5.92547945205479,17.1245645680559,10
-4.74191780821918,79.7643251740613,10
-0.426301369863014,72.7709899112665,10
1.63945205479452,86.9823825124552,10
5.1813698630137,35.9940617715632,10
7.22630136986301,16.9717907177363,10
10.8997260273973,7.65360761312149,10
14.4854794520548,61.7004861674984,10
-28.4295890410959,3.6245132310709,11
-24.3101369863014,53.5742890859252,11
-20.0230136986301,27.6090535097647,11
-19.2591780821918,75.7664123120769,11
-15.0772602739726,52.278040622325,11
-13.0443835616438,25.786008618773,11
-10.2586301369863,68.2594470522589,11
-6,79.2010475255016,11
-4.47123287671233,67.7138380346778,11
-0.033972602739726,43.0154397800303,11
1.49369863013699,16.3960364773313,11
5.01150684931507,76.5913164214042,11
7.32054794520548,63.0957557410532,11
10.852602739726,56.2137345611672,11
14.6301369863014,78.017347323015,11
-27.2832876712329,12.9847724276596,12
-24.3134246575342,54.0287838050254,12
-20.1347945205479,78.4216427457189,12
-19.3643835616438,82.2592332944595,12
-15.4147945205479,31.3881223525989,12
-13.6065753424658,77.8520484341739,12
-10.3517808219178,72.1708561358451,12
-6.05698630136986,73.8588311878366,12
-4.37369863013699,82.7531745296198,12
-0.206027397260274,70.9348152783892,12
2.12931506849315,15.9503446443107,12
5.20219178082192,38.8263905599215,12
7.51780821917808,15.2184628850435,12
10.8054794520548,15.2088039570985,12
13.8104109589041,78.0763629004443,12
-28.1939726027397,58.7905549055092,13
-24.2761643835616,28.9823996628294,13
-20.1019178082192,53.2475985010342,13
-19.1232876712329,32.4492850367357,13
-15.0104109589041,54.606943798939,13
-13.6953424657534,77.4680074207355,13
-11.0652054794521,38.2015016498295,13
-6.21808219178082,7.77146765251171,13
-4.47561643835617,42.5717281122425,13
-0.854794520547945,85.7114942453713,13
1.35671232876712,76.4124661479312,13
5.17260273972603,40.747984105989,13
6.98082191780822,78.577414631737,13
10.9315068493151,65.4457911562028,13
14.8679452054794,82.1915346126987,13
-27.7052054794521,54.0522404824416,14
-24.2608219178082,34.0566946904299,14
-20.427397260274,32.8203858779295,14
-19.0005479452055,50.3980845135196,14
-15.1298630136986,71.0049062168001,14
-13.572602739726,67.4095229615633,14
-10.3835616438356,89.9277644673226,14
-5.85753424657534,84.8226904802357,14
-4.96876712328767,68.8004653302166,14
-0.0679452054794521,81.3553847366331,14
1.5813698630137,69.2207295291968,14
5.07068493150685,63.6431974770952,14
6.62465753424658,70.2088367765288,14
10.881095890411,42.6805092372225,14
14.5841095890411,60.3428943029525,14
-28.4416438356164,41.4560077129236,15
-24.2378082191781,57.0335274980434,15
-20.6202739726027,55.0622999237575,15
-19.4849315068493,79.6348433661194,15
-15.2142465753425,23.3722851560234,15
-13.8980821917808,38.757185278956,15
-10.3649315068493,86.9378388667184,15
-5.84109589041096,79.9294616956497,15
-4.73643835616438,83.9896233145257,15
-0.352876712328767,55.1342585526225,15
1.52328767123288,67.0273980392123,15
5.19123287671233,78.2006760241574,15
6.56219178082192,89.7026496563326,15
10.7693150684931,22.6297102018214,15
14.4328767123288,58.3906384648039,15
