ID,DI,DI_1,DI_2,DI_3,DI_4,DI_5,DI_6,DI_7,DI_8,class_weight_1,class_weight_2,class_weight_3,class_weight_4,class_weight_5,class_weight_6,class_weight_7,class_weight_8,mature,age
OLI,7.781594328,18.57265708,10.401039,7.929952261,2.170195682,1.725307077,3.872148782,13.35996053,3.898192683,0.119402985,0.134328358,0.119402985,0.134328358,0.119402985,0.119402985,0.134328358,0.119402985,-5.030136986,54.04931507
OLI,10.90149847,2.528667716,1.653662047,22.37374831,16.96084727,27.1936234,1.772884909,1.508100232,5.626863794,0.117647059,0.117647059,0.147058824,0.147058824,0.132352941,0.117647059,0.102941176,0.117647059,-0.723287671,58.35616438
OLI,1.536771311,1.528378521,2.163529133,2.188252469,0.439182669,1.126099135,1.966688945,1.338980029,1.440212815,0.132352941,0.117647059,0.132352941,0.102941176,0.147058824,0.117647059,0.117647059,0.132352941,-0.690410959,58.3890411
OLI,38.12658395,3.486684503,2.748163024,2.957527327,3.008090669,187.0803045,88.54123843,1.559718846,2.390206988,0.131147541,0.098360656,0.114754098,0.131147541,0.131147541,0.131147541,0.131147541,0.131147541,-0.657534247,58.42191781
OLI,2.847013097,1.277374954,3.264869953,6.331735667,2.290340618,2.103774855,3.371843584,1.244326328,2.173551713,0.111111111,0.138888889,0.125,0.111111111,0.111111111,0.166666667,0.111111111,0.125,-0.624657534,58.45479452
OLI,2.946697479,7.321610436,3.050115314,3.797795898,1.407460798,1.152116005,2.944678005,1.014744614,2.885058758,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.493150685,58.58630137
OLI,8.560357869,2.405284998,21.14916979,10.72404881,1.831370189,1.983404632,3.065440792,18.63568008,3.06426641,0.109589041,0.123287671,0.136986301,0.123287671,0.109589041,0.123287671,0.164383562,0.109589041,-0.460273973,58.61917808
OLI,1.665423502,3.221823909,2.332764371,1.04130846,0.777774943,1.540165543,1.537044331,1.139395631,1.798864309,0.123076923,0.123076923,0.123076923,0.123076923,0.123076923,0.123076923,0.138461538,0.123076923,-0.42739726,58.65205479
OLI,3.473059316,2.629917876,8.187498582,6.258153579,1.119500146,2.095018422,4.922036419,0.637161097,1.935188406,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.394520548,58.68493151
OLI,14.50653582,1.933887633,15.5604326,6.911346436,2.52444638,1.187098563,2.801183113,58.54758304,2.057015913,0.111111111,0.125,0.111111111,0.111111111,0.125,0.125,0.180555556,0.111111111,-0.263013699,58.81643836
OLI,5.9773783,8.642100296,2.534244396,27.71988155,1.386163447,0.609548598,2.963892474,1.461762696,1.125577457,0.119402985,0.119402985,0.134328358,0.119402985,0.149253731,0.119402985,0.119402985,0.119402985,-0.230136986,58.84931507
OLI,5.50006142,18.06388726,1.768610615,1.262768408,0.588846625,9.945942186,1.288516331,0.684012518,9.931476071,0.126984127,0.111111111,0.126984127,0.126984127,0.126984127,0.126984127,0.126984127,0.126984127,-0.032876712,59.04657534
OLI,4.774762049,1.23869915,0.599703592,24.37832496,1.242887524,1.136968009,1.594001396,1.379489175,6.584133357,0.125,0.125,0.125,0.109375,0.125,0.140625,0.125,0.125,0,59.07945205
OLI,1.919400191,1.073211368,2.312664816,2.959629816,2.246183844,0.995819661,2.024601263,1.185625751,2.674343577,0.125,0.125,0.109375,0.125,0.125,0.140625,0.125,0.125,0.032876712,59.11232877
OLI,16.34957804,3.307788024,26.93283157,7.554177484,4.727418322,5.427339762,11.84203128,3.371866223,66.27318705,0.101265823,0.113924051,0.126582278,0.113924051,0.126582278,0.164556962,0.126582278,0.126582278,4.569863014,63.64931507
OLI,2.833654245,4.893016468,3.602331297,4.933193766,3.316240734,1.200632198,0.71092397,1.155648593,3.041070597,0.121212121,0.121212121,0.121212121,0.121212121,0.121212121,0.121212121,0.136363636,0.136363636,4.602739726,63.68219178
OLI,24.27095444,1.89146261,1.410154322,2.450168605,1.695805657,0.492638096,98.63400919,39.13182445,1.221578788,0.103896104,0.103896104,0.103896104,0.12987013,0.103896104,0.168831169,0.168831169,0.116883117,4.668493151,63.74794521
OLI,5.441049334,3.847351306,1.581031207,4.012614822,1.256238013,0.450112515,1.635030914,16.3754157,6.803855441,0.120689655,0.103448276,0.120689655,0.103448276,0.103448276,0.137931034,0.189655172,0.120689655,4.8,63.87945205
OLI,3.216826839,1.784476212,3.889566096,1.503175436,9.43588612,0.630656779,2.499283724,4.393759873,2.583798829,0.129032258,0.112903226,0.14516129,0.112903226,0.129032258,0.112903226,0.129032258,0.129032258,4.832876712,63.91232877
OLI,1.652411661,0.852325619,3.550058225,0.532504217,0.838441295,4.928026536,0.915555605,0.688311474,0.504618453,0.123076923,0.123076923,0.123076923,0.123076923,0.138461538,0.123076923,0.123076923,0.123076923,4.865753425,63.94520548
OLI,14.88963233,1.976214027,2.124409518,1.279687148,10.0175346,1.292204064,1.120822619,80.52468764,5.377900252,0.136363636,0.121212121,0.121212121,0.106060606,0.121212121,0.121212121,0.151515152,0.121212121,4.898630137,63.97808219
OLI,2.66550607,5.831498858,1.503551964,6.306810172,0.768310192,1.593645809,1.049808594,1.734975159,2.077382864,0.115942029,0.115942029,0.144927536,0.115942029,0.130434783,0.130434783,0.130434783,0.115942029,5.030136986,64.10958904
OLI,4.493812876,1.689102578,22.54241982,1.921880588,1.195684284,1.093278802,1.472991469,0.924905926,3.789427653,0.121212121,0.136363636,0.136363636,0.136363636,0.121212121,0.136363636,0.121212121,0.090909091,5.063013699,64.14246575
OLI,2.649121807,2.36419082,3.967329299,2.976778561,1.141432063,5.353107437,1.781533288,0.689039743,2.768477722,0.117647059,0.132352941,0.161764706,0.117647059,0.117647059,0.102941176,0.132352941,0.117647059,5.095890411,64.17534247
OLI,8.128867353,4.719491864,10.38355386,18.66413243,1.41237793,0.413896757,24.45768224,0.271065535,0.405476989,0.115942029,0.115942029,0.173913043,0.115942029,0.130434783,0.115942029,0.115942029,0.115942029,5.128767123,64.20821918
OLI,17.60564157,31.89392266,8.854869794,5.146881474,49.60558789,7.973247298,0.759693201,18.55027335,14.82488476,0.118421053,0.092105263,0.105263158,0.118421053,0.118421053,0.118421053,0.184210526,0.144736842,5.260273973,64.33972603
OLI,3.621145324,7.922593081,1.921983065,7.765188729,3.85152267,1.988213071,1.390217129,1.981878965,2.118768713,0.123076923,0.123076923,0.123076923,0.138461538,0.123076923,0.123076923,0.123076923,0.123076923,5.293150685,64.37260274
OLI,1.220505334,1.44913417,1.19604666,1.617669382,1.036267656,0.335965894,1.71866366,0.983946747,1.536915932,0.123076923,0.123076923,0.123076923,0.123076923,0.138461538,0.123076923,0.123076923,0.123076923,5.326027397,64.40547945
OLI,3.156928193,1.441832557,12.46542535,2.351248782,1.916863713,1.533833644,1.093908506,3.890932966,1.595657483,0.126760563,0.112676056,0.126760563,0.126760563,0.126760563,0.126760563,0.126760563,0.126760563,5.35890411,64.43835616
OLI,32.65505797,17.05527595,0.607494759,142.3383233,2.66383922,0.94132211,13.74980526,0.869082226,53.31902385,0.136363636,0.090909091,0.136363636,0.113636364,0.090909091,0.136363636,0.136363636,0.159090909,5.490410959,64.56986301
OLI,6.999362555,2.394005049,18.5380877,1.888197502,8.237274967,14.65137814,0.863493377,0.904881774,7.78741549,0.127272727,0.127272727,0.109090909,0.127272727,0.127272727,0.127272727,0.127272727,0.127272727,5.523287671,64.60273973
OLI,3.429021462,12.76613056,1.998803453,1.554055271,1.469758489,6.545103782,1.182075282,0.781058652,1.699505054,0.127272727,0.127272727,0.145454545,0.109090909,0.109090909,0.127272727,0.145454545,0.109090909,5.556164384,64.63561644
OLI,1.789600502,3.548031051,2.092580435,0.547772801,0.500961115,1.796579862,1.173182859,1.742842479,2.914853418,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,5.589041096,64.66849315
OLI,23.10201474,101.3055664,9.986692492,13.48821512,10.74271977,21.81359999,0.958876073,5.10828881,44.75116055,0.101010101,0.171717172,0.141414141,0.080808081,0.101010101,0.070707071,0.222222222,0.111111111,9.863013699,68.94246575
OLI,36.9011918,13.20677066,2.355620651,6.790145836,1.862122525,4.892001789,16.69093744,49.11115611,92.74027199,0.113636364,0.079545455,0.079545455,0.079545455,0.079545455,0.113636364,0.227272727,0.227272727,9.895890411,68.97534247
OLI,4.717174875,11.13623543,1.469903209,2.001647859,2.16676046,1.729235964,12.364401,0.410580919,0.198480469,0.14893617,0.127659574,0.106382979,0.127659574,0.127659574,0.170212766,0.085106383,0.106382979,10.1260274,69.20547945
OLI,12.34521842,20.11650638,27.52916518,9.133747172,3.101690566,0.746062237,5.789149215,0.874715193,0.6497283,0.117647059,0.258823529,0.211764706,0.082352941,0.082352941,0.082352941,0.082352941,0.082352941,10.15890411,69.23835616
OLI,49.55353561,149.46603,93.00635271,7.753867275,0.387542701,4.549854008,0.238716829,11.12913143,7.465531463,0.103448276,0.327586207,0.224137931,0.051724138,0.068965517,0.051724138,0.068965517,0.103448276,10.32328767,69.40273973
OLI,28.90343977,0.929571738,70.77908388,54.04351008,3.120792948,1.560037113,1.531828262,2.006078166,0.916937759,0.090909091,0.204545455,0.25,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,10.35616438,69.43561644
OLI,5.596227859,0.782903156,13.47064768,10.64036913,1.806480251,2.086408305,2.601100195,4.243911883,0.996394637,0.1,0.1375,0.225,0.125,0.1,0.1,0.1125,0.1,10.3890411,69.46849315
OLI,3.571344416,6.702523597,2.29720856,5.36952984,1.116344236,1.282047575,1.036594506,1.279289739,9.063023562,0.121621622,0.175675676,0.135135135,0.121621622,0.108108108,0.108108108,0.108108108,0.121621622,10.42191781,69.50136986
OLI,23.68035382,28.06314872,8.967429776,20.86316808,12.97698188,49.57295485,18.54268877,35.33291096,1.636541544,0.116666667,0.1,0.166666667,0.116666667,0.133333333,0.133333333,0.15,0.083333333,10.55342466,69.63287671
OLI,10.80179456,17.76827046,9.957553859,7.921841024,2.170182352,9.328699825,8.977927941,20.23760335,11.45209049,0.113333333,0.146666667,0.153333333,0.113333333,0.126666667,0.113333333,0.113333333,0.12,10.58630137,69.66575342
OLI,10.04294125,2.735752021,7.163200548,22.10421236,6.567674083,2.559017438,25.9960906,6.973680382,2.243051154,0.102564103,0.141025641,0.153846154,0.115384615,0.102564103,0.115384615,0.153846154,0.115384615,10.61917808,69.69863014
PIC,20.68283772,47.08749289,54.17106919,6.678151088,8.630990382,20.58549879,4.742885847,7.027624646,26.23936428,0.101123596,0.101123596,0.08988764,0.101123596,0.168539326,0.168539326,0.123595506,0.146067416,-30.90410959,46.65205479
PIC,49.08745105,77.70945748,49.78788985,6.713825007,21.07927905,25.61604773,38.27923601,83.13663128,56.46943485,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095,0.119047619,0.166666667,0.238095238,-30.83835616,46.71780822
PIC,47.29006902,47.51473384,121.0532762,3.31479337,93.17141413,8.32242296,49.05264562,29.85307101,25.90225876,0.2,0.12,0.08,0.093333333,0.08,0.093333333,0.106666667,0.226666667,-30.70684932,46.84931507
PIC,62.26592564,173.8339327,45.43544718,18.56165565,98.25974539,69.03526005,23.30017402,5.809891741,34.58921428,0.16091954,0.114942529,0.103448276,0.103448276,0.114942529,0.137931034,0.114942529,0.149425287,-30.6739726,46.88219178
PIC,8.640257637,9.398851001,5.866846,10.91212021,6.880267087,13.12303184,11.52690243,3.478976678,6.578385141,0.211267606,0.14084507,0.084507042,0.098591549,0.154929577,0.084507042,0.084507042,0.14084507,-30.24657534,47.30958904
PIC,14.26152393,33.56411463,10.10447511,5.952106751,4.7974268,5.575671907,26.45556258,1.087429274,16.75704397,0.164556962,0.139240506,0.101265823,0.101265823,0.113924051,0.126582278,0.126582278,0.126582278,-30.21369863,47.34246575
PIC,12.94560446,27.37868744,5.1511663,2.784846845,4.421473589,28.2425261,9.62927967,0.433178637,12.1081475,0.107526882,0.096774194,0.086021505,0.086021505,0.182795699,0.247311828,0.086021505,0.107526882,-30.18082192,47.37534247
PIC,28.00441496,24.62881434,14.84101224,7.850029321,135.4913626,10.16776077,77.46909011,6.053511863,16.05418339,0.185185185,0.222222222,0.148148148,0.061728395,0.12345679,0.098765432,0.086419753,0.074074074,-30.01643836,47.53972603
PIC,11.23998463,4.215092289,9.193725202,1.922079358,5.645423772,6.240277043,3.021984774,26.74067118,31.53734709,0.134328358,0.134328358,0.119402985,0.119402985,0.119402985,0.119402985,0.119402985,0.134328358,-29.98356164,47.57260274
PIC,19.9071582,2.445727625,28.74154207,3.99563741,77.18767135,16.17445904,15.03616408,4.849021191,10.36467604,0.178082192,0.150684932,0.082191781,0.123287671,0.109589041,0.109589041,0.123287671,0.123287671,-29.95068493,47.60547945
PIC,9.898307089,3.82389244,3.461252279,2.38519574,9.644446394,26.62819726,4.232819592,8.430397706,4.45272953,0.114285714,0.085714286,0.085714286,0.085714286,0.20952381,0.142857143,0.180952381,0.095238095,-29.78630137,47.76986301
PIC,14.73613628,27.54141925,24.67670731,5.1917068,5.027978643,3.770110598,9.39308936,25.44751439,16.68260873,0.125,0.125,0.138888889,0.125,0.111111111,0.125,0.125,0.125,-29.75342466,47.80273973
PIC,4.314939076,1.22372382,7.798894453,4.053486306,15.64810063,3.242987616,1.639201717,0.287636444,0.305310682,0.135135135,0.081081081,0.135135135,0.135135135,0.189189189,0.108108108,0.108108108,0.108108108,-29.72054795,47.83561644
PIC,10.71482533,8.955665523,11.30119031,7.868047649,5.313388179,3.817483756,1.550014414,27.65069591,9.483974044,0.125,0.125,0.097222222,0.111111111,0.125,0.111111111,0.180555556,0.125,-24.65753425,52.89863014
PIC,25.86548761,1.710819759,33.1619634,25.14766283,7.711134841,1.041370167,47.46820658,22.84531782,51.96963118,0.094117647,0.094117647,0.094117647,0.094117647,0.094117647,0.129411765,0.258823529,0.141176471,-24.62465753,52.93150685
PIC,40.17506412,20.18441438,35.40787455,9.718390794,7.871167653,4.307709165,36.02785804,106.3634557,2.315644912,0.16091954,0.103448276,0.091954023,0.091954023,0.091954023,0.114942529,0.252873563,0.091954023,-24.49315068,53.0630137
PIC,6.387877351,3.988188574,19.19817611,5.41035272,7.261356913,1.5547627,1.029861113,5.369463062,9.441767511,0.128571429,0.1,0.128571429,0.114285714,0.114285714,0.114285714,0.171428571,0.128571429,-24.46027397,53.09589041
PIC,10.6318958,31.56001815,4.695950864,5.709034725,3.529087879,4.19084176,16.81857778,3.039489687,6.701010317,0.161764706,0.117647059,0.132352941,0.117647059,0.102941176,0.132352941,0.117647059,0.117647059,-24.42739726,53.12876712
PIC,17.31395662,4.478887644,24.28050408,40.63665171,37.31191777,4.156365573,3.169856294,2.638383252,9.096848841,0.114285714,0.114285714,0.185714286,0.114285714,0.114285714,0.114285714,0.128571429,0.114285714,-24.39452055,53.16164384
PIC,9.098653065,31.46468392,4.361188393,6.294256917,3.209069478,2.517648347,9.61061677,3.423474655,12.12224802,0.120481928,0.120481928,0.120481928,0.120481928,0.120481928,0.13253012,0.13253012,0.13253012,-24.2630137,53.29315068
PIC,16.4909788,9.939473782,9.130039071,3.420646297,22.18576931,44.53093975,3.049242841,30.96845879,5.214610379,0.115384615,0.115384615,0.128205128,0.115384615,0.115384615,0.128205128,0.166666667,0.115384615,-24.23013699,53.3260274
PIC,28.22407857,37.6105888,11.84662848,51.75371269,28.96982055,57.52026172,25.89355182,9.921979142,8.531304562,0.12,0.12,0.12,0.12,0.12,0.12,0.146666667,0.133333333,-24.19726027,53.35890411
PIC,50.93761092,6.900348011,87.64615247,70.48020332,80.95021504,7.206366487,14.73337449,50.30134486,27.97286134,0.093023256,0.197674419,0.127906977,0.174418605,0.093023256,0.127906977,0.093023256,0.093023256,-24.16438356,53.39178082
PIC,15.42960558,38.44627337,3.49580857,1.756519523,43.72855349,2.402831148,25.7103638,4.383733634,3.754576395,0.119047619,0.130952381,0.119047619,0.119047619,0.119047619,0.142857143,0.130952381,0.119047619,-24.03287671,53.52328767
PIC,31.63487402,2.711832728,153.6150219,4.026290598,48.80377098,4.651515001,1.229262418,28.99960575,7.494365256,0.114285714,0.128571429,0.157142857,0.114285714,0.114285714,0.114285714,0.128571429,0.128571429,-24,53.55616438
PIC,35.89692316,139.1663641,22.31301569,18.45596447,2.215007522,1.975470604,6.900486708,50.56354712,2.577996778,0.138461538,0.138461538,0.107692308,0.092307692,0.107692308,0.107692308,0.2,0.107692308,-23.96712329,53.5890411
PIC,17.68251705,4.986240153,91.33956022,15.19591651,8.958284731,5.4920243,2.00218627,2.30961793,1.434856727,0.128205128,0.128205128,0.205128205,0.115384615,0.102564103,0.102564103,0.115384615,0.102564103,-23.93424658,53.62191781
PIC,21.54305292,21.70120226,2.16778945,2.66527791,1.733853536,1.597754124,5.027085591,2.153652038,111.5219668,0.1375,0.1125,0.1125,0.125,0.125,0.125,0.1125,0.15,-20.31780822,57.23835616
PIC,10.26545862,8.862895085,15.39874821,7.414989236,14.97264017,7.575496136,8.764568309,8.667421506,8.22874592,0.113636364,0.113636364,0.147727273,0.181818182,0.102272727,0.113636364,0.113636364,0.113636364,-20.28493151,57.27123288
PIC,3.201408371,7.387047809,6.403979864,2.094054904,2.719477133,0.761137703,1.316391803,1.356759188,1.848249329,0.132352941,0.161764706,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,-20.12054795,57.43561644
PIC,3.969802406,14.20516276,2.984950262,4.283525417,1.859623487,2.044027292,1.914563044,1.677321862,1.305012966,0.139534884,0.127906977,0.127906977,0.11627907,0.11627907,0.11627907,0.127906977,0.127906977,-20.08767123,57.46849315
PIC,4.297638192,1.856782377,1.82298952,2.532971355,4.953888726,2.141470035,13.43280013,2.466635645,2.889777266,0.121212121,0.121212121,0.121212121,0.121212121,0.121212121,0.151515152,0.121212121,0.121212121,-20.05479452,57.50136986
PIC,5.232321352,1.71038698,12.34203281,2.367109259,1.10636406,1.709541522,2.243247143,1.006355504,15.83431995,0.119402985,0.134328358,0.119402985,0.119402985,0.119402985,0.119402985,0.119402985,0.149253731,-19.85753425,57.69863014
PIC,4.260496046,0.622584662,1.362368108,2.534944568,2.125236169,1.414590974,1.099808144,7.073069248,15.1365256,0.117647059,0.117647059,0.117647059,0.117647059,0.132352941,0.117647059,0.132352941,0.147058824,-19.66027397,57.89589041
PIC,22.18840632,2.450132221,39.73531327,6.412165205,113.357015,4.023609649,3.172238718,10.98056765,3.101712079,0.103896104,0.116883117,0.103896104,0.116883117,0.103896104,0.155844156,0.194805195,0.103896104,-19.62739726,57.92876712
PIC,14.5202694,2.088745377,3.017311949,9.370155673,4.63759384,4.458517128,1.105766225,19.04698439,61.98744991,0.112676056,0.126760563,0.112676056,0.112676056,0.112676056,0.126760563,0.154929577,0.14084507,-19.59452055,57.96164384
PIC,17.63945709,12.09192031,29.4102559,4.973048682,70.14656937,3.401574479,9.08947288,1.034818634,8.569428611,0.127906977,0.127906977,0.11627907,0.127906977,0.11627907,0.11627907,0.127906977,0.139534884,-19.43013699,58.1260274
PIC,19.67827894,27.75871226,3.265227143,7.855570955,36.23424338,40.08015925,6.632475954,16.72956838,16.43872122,0.139240506,0.101265823,0.113924051,0.101265823,0.139240506,0.139240506,0.151898734,0.113924051,-19.39726027,58.15890411
PIC,6.820117608,16.6809458,3.349190097,3.958489098,2.741417785,23.13955717,2.437705943,0.859258407,1.394376566,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-19.36438356,58.19178082
PIC,16.50316172,35.78575479,3.82140082,31.46706399,3.00233941,3.4723852,28.7781768,5.983689884,20.97060057,0.133333333,0.15,0.116666667,0.116666667,0.116666667,0.133333333,0.133333333,0.1,-19.33150685,58.22465753
PIC,20.80171269,2.131077335,33.26001751,50.05496671,2.813806634,3.876297266,23.60462769,8.166652428,41.70016214,0.106666667,0.133333333,0.106666667,0.12,0.106666667,0.106666667,0.173333333,0.146666667,-19.2,58.35616438
