ID,DI,DI_1,DI_2,DI_3,DI_4,DI_5,DI_6,DI_7,DI_8,class_weight_1,class_weight_2,class_weight_3,class_weight_4,class_weight_5,class_weight_6,class_weight_7,class_weight_8,mature,age
PIC,6.609429827,15.62799457,3.076221184,6.660967968,3.015784895,5.067852105,3.561887755,10.05018284,0.880285501,0.166666667,0.125,0.125,0.111111111,0.111111111,0.111111111,0.138888889,0.111111111,-19.16712329,58.3890411
PIC,16.1533735,83.75682996,5.442171995,2.427086459,2.638568191,1.433885222,3.928146877,10.12974446,8.543778169,0.135802469,0.098765432,0.111111111,0.098765432,0.098765432,0.135802469,0.185185185,0.135802469,-19.13424658,58.42191781
PIC,7.875168893,2.500302168,4.216041204,3.335383667,30.62874186,17.67270469,1.128864162,3.96547519,2.063052233,0.117647059,0.117647059,0.132352941,0.117647059,0.117647059,0.117647059,0.132352941,0.147058824,-19.10136986,58.45479452
PIC,12.27006997,3.404640762,3.761529488,9.064291664,38.0490521,25.59788358,2.65339522,10.61062849,2.990183002,0.113207547,0.113207547,0.132075472,0.113207547,0.150943396,0.132075472,0.132075472,0.113207547,-18.96986301,58.58630137
PIC,13.11472304,2.31313639,28.7584988,5.585211613,8.788366256,3.873925387,26.81078535,9.171175789,17.8439912,0.113636364,0.125,0.113636364,0.113636364,0.125,0.125,0.147727273,0.136363636,-18.9369863,58.61917808
PIC,10.87591117,19.21479614,42.01866357,1.589107654,2.676644187,5.921136347,2.54508668,4.820282835,6.001439948,0.138888889,0.125,0.111111111,0.125,0.111111111,0.111111111,0.138888889,0.138888889,-18.90410959,58.65205479
PIC,5.091362642,2.578190314,5.667323428,5.959409552,10.25362236,5.468094428,2.199123587,2.630670367,5.540443648,0.117647059,0.117647059,0.176470588,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,-18.87123288,58.68493151
PIC,6.394017601,15.78667221,4.793267502,2.761824861,1.91058534,2.928456827,1.884572069,8.284895813,7.403247884,0.142857143,0.142857143,0.103896104,0.077922078,0.103896104,0.103896104,0.12987013,0.194805195,-15.05753425,62.49863014
PIC,31.63554789,23.65143028,2.396096927,3.970787464,4.329771531,2.268321102,26.93902542,20.8278757,77.57943164,0.113924051,0.088607595,0.101265823,0.101265823,0.088607595,0.101265823,0.113924051,0.291139241,-15.02465753,62.53150685
PIC,14.08168181,4.057747718,32.64132295,11.23212064,11.178773,3.500091265,7.005448015,12.58829836,15.66214724,0.08,0.14,0.13,0.1,0.07,0.08,0.15,0.25,-14.99178082,62.56438356
PIC,15.25521738,2.100613463,50.5613764,19.5496333,9.936611097,2.133633809,2.260501385,4.581325463,11.30711128,0.114754098,0.180327869,0.114754098,0.114754098,0.114754098,0.114754098,0.114754098,0.131147541,-14.95890411,62.59726027
PIC,10.76410157,3.315959174,3.408533415,4.935239856,62.43581897,2.054052789,2.959704468,6.518750448,9.259589592,0.1,0.1625,0.125,0.1,0.1,0.1,0.1375,0.175,-14.82739726,62.72876712
PIC,3.222551968,1.739513732,2.540059163,7.963737329,4.79951717,1.57640132,0.968987006,3.209687944,3.012880439,0.097222222,0.125,0.111111111,0.097222222,0.097222222,0.111111111,0.180555556,0.180555556,-14.79452055,62.76164384
PIC,6.6228124,0.978235237,2.156918534,3.06950962,2.661440543,2.392854659,28.32245172,7.589188429,4.581479477,0.119402985,0.104477612,0.104477612,0.119402985,0.119402985,0.119402985,0.179104478,0.134328358,-14.76164384,62.79452055
PIC,7.415733798,9.60744606,22.28612448,2.692786324,6.095706083,0.898543797,1.551848557,8.451326215,1.034533581,0.136986301,0.164383562,0.123287671,0.109589041,0.123287671,0.109589041,0.123287671,0.109589041,-14.56438356,62.99178082
PIC,16.38183673,3.862411094,4.744103312,32.17417824,5.488169666,3.704954065,29.63674501,16.95570454,35.01087298,0.134328358,0.164179104,0.104477612,0.089552239,0.119402985,0.119402985,0.119402985,0.149253731,-14.53150685,63.02465753
PIC,8.637431796,27.99883659,2.487416834,2.014431344,4.884777593,2.214138464,1.185992226,5.500519881,10.85165047,0.15,0.0875,0.0875,0.075,0.1,0.1,0.1875,0.2125,-14.49863014,63.05753425
PIC,33.35120748,159.0563685,5.253124077,1.658886013,8.76392969,34.17602422,1.452544265,21.83052335,9.107497984,0.139240506,0.113924051,0.075949367,0.101265823,0.101265823,0.113924051,0.215189873,0.139240506,-14.36712329,63.1890411
PIC,29.26826906,16.76541546,28.52610656,32.29813439,86.46929022,38.68272433,1.808500214,45.65547627,7.624468065,0.154761905,0.142857143,0.095238095,0.095238095,0.095238095,0.095238095,0.130952381,0.19047619,-14.33424658,63.22191781
PIC,23.07252925,74.00491462,18.74381698,1.780051375,5.221873152,26.26448416,1.426382665,29.72330115,6.173635624,0.148148148,0.098765432,0.098765432,0.086419753,0.111111111,0.098765432,0.185185185,0.172839506,-14.30136986,63.25479452
PIC,9.125314206,14.30828618,2.388836132,2.02151238,3.0873417,1.762928464,2.411488044,4.993119401,28.39516407,0.1,0.09,0.07,0.08,0.21,0.08,0.17,0.2,-14.1369863,63.41917808
PIC,10.37198582,1.976362736,16.38658915,3.802899535,4.564663656,5.796589614,1.702465905,33.37584001,5.482855168,0.109589041,0.123287671,0.109589041,0.109589041,0.136986301,0.109589041,0.164383562,0.136986301,-14.10410959,63.45205479
PIC,6.930975409,8.857139366,2.182762909,10.26918757,1.543881414,1.611750535,2.141363045,6.64549487,9.447730313,0.185185185,0.074074074,0.092592593,0.064814815,0.074074074,0.074074074,0.111111111,0.324074074,-14.07123288,63.48493151
PIC,39.55584932,79.01892951,38.01280689,38.13953173,22.90051498,20.8706692,34.69922558,41.73927184,7.880830181,0.242718447,0.106796117,0.097087379,0.077669903,0.106796117,0.077669903,0.106796117,0.184466019,-14.03835616,63.51780822
QUA,18.63473283,12.47964515,6.802456674,6.42027743,3.227637855,5.480981188,5.518098321,77.28518119,15.3392673,0.111111111,0.098765432,0.160493827,0.111111111,0.098765432,0.098765432,0.148148148,0.172839506,-8.252054795,48.23013699
QUA,32.49279918,16.57049634,14.87042566,115.4774973,10.49636434,29.82393928,14.70357972,15.37492625,29.02096203,0.096774194,0.096774194,0.139784946,0.161290323,0.11827957,0.096774194,0.129032258,0.161290323,-8.219178082,48.2630137
QUA,14.13588414,5.547523552,7.476486336,3.136476886,5.184996421,2.491862179,25.83307475,6.112453849,24.40504116,0.083333333,0.083333333,0.083333333,0.101851852,0.083333333,0.092592593,0.101851852,0.37037037,-8.18630137,48.29589041
QUA,13.78246539,3.1065279,42.15506918,7.019293889,10.10894112,4.988858401,13.6184145,4.11422427,21.68652688,0.094736842,0.094736842,0.210526316,0.084210526,0.084210526,0.094736842,0.105263158,0.231578947,-8.153424658,48.32876712
QUA,40.32372548,3.261272689,70.31704286,2.725471218,2.139734303,3.919157943,2.834820984,3.321458389,105.1217883,0.087912088,0.120879121,0.087912088,0.10989011,0.098901099,0.10989011,0.098901099,0.285714286,-8.021917808,48.46027397
QUA,17.43527588,15.94892356,18.93963681,6.858322693,3.86496715,3.478680264,5.770790056,5.766283086,44.08565001,0.082474227,0.154639175,0.082474227,0.103092784,0.082474227,0.144329897,0.113402062,0.237113402,-7.989041096,48.49315068
QUA,6.332687291,1.297680606,2.189801722,6.202954121,6.830358214,2.548929612,0.944514775,4.103075292,24.46694881,0.112903226,0.112903226,0.129032258,0.14516129,0.112903226,0.112903226,0.14516129,0.129032258,-6.838356164,49.64383562
QUA,11.61518185,13.20814206,5.64613184,5.383025975,3.124655039,3.137357058,2.239093198,52.91112973,9.304749396,0.103448276,0.120689655,0.137931034,0.103448276,0.103448276,0.155172414,0.120689655,0.155172414,-6.77260274,49.70958904
QUA,13.95813841,7.211025601,5.472694956,8.594293263,1.978440714,49.67935878,1.537320249,6.941751788,28.12216904,0.109090909,0.109090909,0.145454545,0.127272727,0.109090909,0.109090909,0.127272727,0.163636364,-6.64109589,49.84109589
QUA,19.63036863,17.35203938,26.3747412,50.58092824,5.015331565,9.662482047,4.587665931,4.919270012,4.686265977,0.116666667,0.133333333,0.216666667,0.1,0.116666667,0.1,0.116666667,0.1,-6.608219178,49.8739726
QUA,2.283045314,3.728606885,2.978961607,1.694213289,2.697404982,1.287474808,2.212390849,2.138553377,1.756741355,0.116883117,0.116883117,0.103896104,0.103896104,0.12987013,0.116883117,0.181818182,0.12987013,-6.575342466,49.90684932
QUA,3.615268063,12.03436536,5.750816267,2.366524703,3.32733225,2.056474956,2.081443061,1.451425297,2.227064055,0.106666667,0.106666667,0.12,0.106666667,0.12,0.16,0.16,0.12,-6.542465753,49.93972603
QUA,8.513225099,2.372078266,3.282031733,1.902348398,5.156949692,41.36124655,3.626966992,4.274938551,4.946945709,0.112676056,0.112676056,0.112676056,0.112676056,0.126760563,0.126760563,0.126760563,0.169014085,-6.180821918,50.30136986
QUA,12.80349643,2.01364878,5.456874521,3.62183111,1.341259873,1.245668762,15.15052634,39.25954244,6.343093987,0.098765432,0.098765432,0.098765432,0.098765432,0.098765432,0.197530864,0.197530864,0.111111111,-6.147945205,50.33424658
QUA,3.399808794,1.284350492,1.948194586,2.33137285,12.27937234,2.534571765,1.871312202,1.072239463,2.807232501,0.098039216,0.098039216,0.098039216,0.137254902,0.098039216,0.137254902,0.156862745,0.176470588,-6.115068493,50.36712329
QUA,13.40473391,4.875699011,24.83855843,2.888834383,5.072703387,1.738840868,50.86211566,3.166035174,9.456988998,0.117647059,0.132352941,0.117647059,0.117647059,0.117647059,0.132352941,0.132352941,0.132352941,-6.082191781,50.4
ROS,17.36021954,15.50044938,17.03838315,13.47112259,34.81012768,18.95125132,14.98276359,22.20545724,3.026854487,0.153061224,0.153061224,0.102040816,0.132653061,0.102040816,0.102040816,0.112244898,0.142857143,-20.58082192,45.46849315
ROS,7.915558207,19.01572129,18.80437133,3.654498518,4.757338991,1.505539341,1.126703245,7.240286165,5.303454532,0.120481928,0.144578313,0.120481928,0.120481928,0.120481928,0.120481928,0.120481928,0.13253012,-20.54794521,45.50136986
ROS,3.479329805,0.912791264,1.341665931,5.567947076,2.283169112,0.749378426,4.582898153,8.111486275,3.493979026,0.116666667,0.116666667,0.133333333,0.133333333,0.116666667,0.116666667,0.133333333,0.133333333,-20.51506849,45.53424658
ROS,6.086274503,9.263547667,4.001815571,6.596602536,2.825392965,12.28099939,1.465531058,2.139780252,8.701043185,0.125,0.1125,0.125,0.1125,0.1375,0.125,0.125,0.1375,-20.48219178,45.56712329
ROS,9.019960882,3.086584412,6.53260273,10.93347015,2.822507033,2.605268511,9.867529265,22.7390357,11.17480949,0.126213592,0.165048544,0.145631068,0.126213592,0.087378641,0.077669903,0.13592233,0.13592233,-20.08767123,45.96164384
ROS,7.72078293,0.889838822,6.493759615,8.649334211,2.513764985,2.151618581,1.577152979,34.39689542,1.822840896,0.123287671,0.109589041,0.136986301,0.136986301,0.109589041,0.109589041,0.136986301,0.136986301,-20.05479452,45.99452055
ROS,8.971334354,3.463042348,3.690608096,15.92522474,6.372629625,7.158295221,9.324678012,13.4274044,8.865298073,0.115942029,0.101449275,0.144927536,0.115942029,0.115942029,0.130434783,0.144927536,0.130434783,-20.02191781,46.02739726
ROS,18.43694517,9.087391563,29.25021192,31.46573208,7.932181102,1.752867572,16.86426127,22.95682894,9.993557401,0.08,0.102857143,0.228571429,0.2,0.057142857,0.074285714,0.154285714,0.102857143,-19.89041096,46.15890411
ROS,12.19683528,20.40698438,6.077951015,17.88879784,13.32542456,2.528106441,22.77169109,7.55277417,0.992489848,0.116883117,0.103896104,0.168831169,0.168831169,0.103896104,0.116883117,0.116883117,0.103896104,-19.85753425,46.19178082
ROS,13.42242673,1.733715617,4.910687821,22.0443872,4.87678952,1.938473665,4.653841564,50.71722034,8.621068299,0.114942529,0.137931034,0.172413793,0.114942529,0.103448276,0.103448276,0.126436782,0.126436782,-19.82465753,46.22465753
ROS,19.55044164,4.226430105,39.859571,7.778423632,8.953045217,28.97201425,14.69705129,15.4809734,37.82434385,0.078014184,0.156028369,0.283687943,0.078014184,0.078014184,0.085106383,0.113475177,0.127659574,-19.66027397,46.3890411
ROS,13.50453069,1.248015131,4.46624257,4.206127533,57.66280447,15.13416762,2.605874725,20.89453904,2.057023754,0.121212121,0.121212121,0.136363636,0.121212121,0.121212121,0.121212121,0.136363636,0.121212121,-19.62739726,46.42191781
ROS,6.358459094,2.413461851,4.705777914,5.475091332,2.014161505,8.277195997,22.58570586,2.435625184,2.265969309,0.126760563,0.154929577,0.14084507,0.112676056,0.112676056,0.126760563,0.112676056,0.112676056,-19.59452055,46.45479452
ROS,13.9054849,9.207252963,4.3394896,1.863707407,5.447202672,2.004045294,23.25064051,33.47811672,4.024293915,0.118181818,0.136363636,0.1,0.081818182,0.081818182,0.145454545,0.227272727,0.109090909,-19.43013699,46.61917808
ROS,11.56148401,10.56628767,8.254447265,7.577908096,19.74419286,2.487019701,15.21598941,3.383565566,17.7633849,0.117021277,0.095744681,0.106382979,0.180851064,0.117021277,0.159574468,0.106382979,0.117021277,-19.39726027,46.65205479
ROS,9.553274097,4.668930379,7.695931137,10.94019451,8.349905603,2.301630942,29.39997082,4.796239429,0.939237801,0.119565217,0.108695652,0.22826087,0.119565217,0.097826087,0.130434783,0.108695652,0.086956522,-19.36438356,46.68493151
ROS,5.74883904,2.094826652,4.678059024,10.56293667,6.983998929,4.515357049,5.84330972,7.774324631,0.853431562,0.092592593,0.148148148,0.12962963,0.148148148,0.092592593,0.111111111,0.166666667,0.111111111,-19.2,46.84931507
ROS,33.6892187,46.22606329,52.7715343,54.32972367,12.80301425,49.86667398,11.23534831,9.748197022,12.15613455,0.151260504,0.193277311,0.117647059,0.100840336,0.100840336,0.084033613,0.092436975,0.159663866,-18.73972603,47.30958904
ROS,15.64771183,2.45211661,9.970618514,7.392561889,47.22923472,2.111174158,18.04332363,5.8432627,3.314929543,0.091954023,0.126436782,0.114942529,0.195402299,0.091954023,0.16091954,0.103448276,0.114942529,-18.70684932,47.34246575
ROS,17.5566611,7.874963247,45.29168512,12.93833809,11.17244397,4.797611317,16.05947689,4.488863467,6.713527626,0.12037037,0.240740741,0.101851852,0.092592593,0.074074074,0.083333333,0.12037037,0.166666667,-17.81917808,48.23013699
ROS,9.854164512,3.171401909,14.2261243,8.95517311,17.20412517,22.53131011,12.14897962,6.110090597,2.493038763,0.084745763,0.127118644,0.220338983,0.101694915,0.06779661,0.101694915,0.152542373,0.144067797,-17.75342466,48.29589041
ROS,49.41970379,8.926452255,131.8080245,18.10409826,193.7424025,1.649830431,20.69960948,4.279019467,5.890088641,0.108910891,0.207920792,0.108910891,0.079207921,0.079207921,0.089108911,0.108910891,0.217821782,-17.72054795,48.32876712
ROS,31.54990794,9.561192835,12.69652802,15.44246071,9.16846518,53.27949637,46.31644422,39.06080586,53.87605162,0.099099099,0.126126126,0.153153153,0.081081081,0.126126126,0.117117117,0.153153153,0.144144144,-17.3260274,48.72328767
ROS,13.89596983,3.869452718,3.096524356,47.64668447,16.43937987,8.972415772,7.558437787,24.96639631,2.82147192,0.164556962,0.126582278,0.101265823,0.126582278,0.113924051,0.113924051,0.151898734,0.101265823,-17.29315068,48.75616438
ROS,7.626361157,10.47107981,5.294623598,4.305976727,16.35021233,4.06574842,6.476388816,5.698879765,5.44826406,0.131578947,0.105263158,0.157894737,0.157894737,0.105263158,0.105263158,0.118421053,0.118421053,-17.26027397,48.7890411
ROS,9.290612056,3.061034283,1.422037375,4.242225344,1.937320882,6.899716454,23.24569426,15.04150474,8.698864659,0.12345679,0.098765432,0.098765432,0.111111111,0.098765432,0.172839506,0.135802469,0.160493827,-13.67671233,52.37260274
ROS,10.00269088,10.48624356,5.953355564,7.657346836,17.11877229,4.445631558,13.10608823,4.506321854,13.31928757,0.152380952,0.104761905,0.114285714,0.152380952,0.104761905,0.114285714,0.123809524,0.133333333,-13.64383562,52.40547945
ROS,17.52748382,1.513221003,17.70096915,4.226951479,41.16450277,4.317068921,5.978492137,27.8564275,15.85312348,0.1,0.185714286,0.071428571,0.135714286,0.071428571,0.1,0.164285714,0.171428571,-13.47945205,52.56986301
ROS,10.53095833,10.82276599,30.63310729,4.759255085,11.37775468,5.213724638,6.291581837,5.611747703,6.46945768,0.139784946,0.129032258,0.129032258,0.161290323,0.086021505,0.096774194,0.129032258,0.129032258,-13.44657534,52.60273973
ROS,14.30616821,8.897965786,9.680023295,12.6243613,8.891305282,42.46666004,30.88592342,4.655239956,7.213956865,0.181818182,0.136363636,0.145454545,0.127272727,0.081818182,0.118181818,0.090909091,0.118181818,-13.41369863,52.63561644
ROS,5.286639054,3.111554104,2.986888864,3.586107719,6.673848754,12.62527612,4.318194513,5.213810896,4.515481917,0.116504854,0.097087379,0.106796117,0.116504854,0.097087379,0.097087379,0.233009709,0.13592233,-13.38082192,52.66849315
ROS,11.52478913,4.835268325,7.103004426,15.28281967,17.79498815,3.603553625,4.475395118,17.91748776,7.835204115,0.090909091,0.123966942,0.115702479,0.115702479,0.082644628,0.082644628,0.26446281,0.123966942,-13.34794521,52.70136986
ROS,24.33271996,23.17042295,24.91219592,2.806825299,7.030216992,99.34517572,16.998933,4.22068277,14.14166187,0.100775194,0.248062016,0.100775194,0.131782946,0.108527132,0.100775194,0.085271318,0.124031008,-13.21643836,52.83287671
ROS,5.880160043,2.934362568,6.155517947,6.424667758,5.722630275,5.997936119,5.454186091,5.162229301,8.439396769,0.103773585,0.141509434,0.113207547,0.122641509,0.113207547,0.132075472,0.132075472,0.141509434,-13.18356164,52.86575342
ROS,16.85132277,7.499010676,77.06660643,8.984020061,2.086674902,8.39851671,6.275019062,12.24062057,4.928001155,0.148148148,0.135802469,0.111111111,0.098765432,0.098765432,0.111111111,0.148148148,0.148148148,-13.15068493,52.89863014
ROS,25.61362661,3.873277211,21.4626373,6.624593088,13.28726748,61.26334771,40.92852275,36.29558693,15.67437839,0.098039216,0.12745098,0.098039216,0.117647059,0.107843137,0.117647059,0.176470588,0.156862745,-12.88767123,53.16164384
ROS,10.03083396,15.92787591,2.543812689,8.635051326,18.55552058,17.09753549,3.114357226,9.604854531,1.086298438,0.16,0.12,0.12,0.133333333,0.12,0.106666667,0.12,0.12,-12.85479452,53.19452055
ROS,11.66800772,8.905855403,1.228188361,4.845707127,9.872639249,9.583099907,6.832646272,2.740781814,42.60833766,0.155844156,0.103896104,0.12987013,0.142857143,0.103896104,0.103896104,0.116883117,0.142857143,-12.82191781,53.22739726
ROS,17.27376065,5.018367653,35.60217789,2.977882813,7.564437316,67.81977186,5.047419461,2.171088555,2.469109151,0.113924051,0.126582278,0.113924051,0.17721519,0.139240506,0.113924051,0.113924051,0.101265823,-12.7890411,53.26027397
ROS,11.61718072,7.542377155,22.65727991,2.620974014,16.90397995,4.028345399,4.104579638,2.955191041,22.41514062,0.127659574,0.106382979,0.085106383,0.223404255,0.085106383,0.095744681,0.138297872,0.138297872,-12.75616438,53.29315068
ROS,6.588828847,0.972045013,1.124921893,3.365690001,26.29357155,2.16930116,2.871330503,4.708167226,1.232535715,0.089108911,0.089108911,0.118811881,0.158415842,0.079207921,0.099009901,0.267326733,0.099009901,-12.72328767,53.3260274
ROS,3.194094404,1.522841365,1.507019622,2.224131104,5.055798088,9.416713994,3.280546969,2.57825025,2.227509203,0.168539326,0.134831461,0.08988764,0.112359551,0.101123596,0.101123596,0.08988764,0.202247191,-9.073972603,56.97534247
ROS,9.942435431,23.1974857,3.815943407,2.373931202,14.41415136,10.3351869,8.955133252,2.927721057,6.650448535,0.178947368,0.105263158,0.084210526,0.094736842,0.094736842,0.094736842,0.084210526,0.263157895,-9.04109589,57.00821918
ROS,4.364050894,4.182247957,2.858329385,3.021907435,1.3028819,9.20001164,8.387609655,2.516431415,4.837849803,0.141509434,0.094339623,0.103773585,0.094339623,0.103773585,0.094339623,0.198113208,0.169811321,-9.008219178,57.04109589
ROS,33.14424774,98.27344556,2.182316208,4.423581935,5.771708123,3.071683518,82.10778394,21.42697703,31.68754573,0.10619469,0.079646018,0.079646018,0.079646018,0.079646018,0.123893805,0.292035398,0.159292035,-8.975342466,57.0739726
ROS,5.738118923,3.52784933,2.372538781,2.215370721,3.987067963,1.630577983,22.89624445,2.503731233,2.82757943,0.132352941,0.117647059,0.117647059,0.132352941,0.102941176,0.147058824,0.117647059,0.132352941,-8.843835616,57.20547945
ROS,12.45802692,56.83740088,1.699597519,1.177754835,2.926975593,27.13194489,4.645341234,1.531573584,5.369335407,0.121621622,0.121621622,0.121621622,0.121621622,0.121621622,0.135135135,0.121621622,0.135135135,-8.810958904,57.23835616
ROS,7.368408081,2.635416211,3.737372392,1.445286329,5.269598277,3.442315538,37.29229953,1.256092749,1.930914885,0.112676056,0.112676056,0.112676056,0.183098592,0.126760563,0.126760563,0.112676056,0.112676056,-8.778082192,57.27123288
ROS,16.06677145,67.5420352,2.42881714,3.0581118,2.778591249,7.987596121,3.155986445,5.857416224,21.00497511,0.144927536,0.115942029,0.115942029,0.115942029,0.115942029,0.115942029,0.115942029,0.15942029,-8.745205479,57.30410959
ROS,6.779043899,3.799825676,2.742107298,5.574460377,15.19492285,9.354256559,7.12216461,1.03771581,2.213302152,0.108108108,0.121621622,0.108108108,0.216216216,0.108108108,0.108108108,0.121621622,0.108108108,-8.61369863,57.43561644
ROS,5.371352405,3.188995749,12.27111584,3.784281767,3.25582538,4.974168229,4.688742093,8.619174457,2.524179168,0.114942529,0.126436782,0.114942529,0.126436782,0.114942529,0.114942529,0.126436782,0.16091954,-8.580821918,57.46849315
ROS,2.38367344,5.398559506,0.99967137,1.745732412,5.401062415,0.349679971,2.332111307,1.210957206,1.045200888,0.149253731,0.119402985,0.119402985,0.119402985,0.119402985,0.119402985,0.119402985,0.134328358,-8.547945205,57.50136986
ROS,24.40686659,74.50856621,14.27629848,4.268535967,3.167747962,30.34391977,37.90102384,12.16545803,10.17087545,0.146341463,0.158536585,0.109756098,0.097560976,0.109756098,0.109756098,0.12195122,0.146341463,-8.515068493,57.53424658
ROS,41.1691001,16.43308232,1.666334146,23.46031627,24.41885443,6.674485232,83.43079727,15.91714684,128.7234591,0.12,0.133333333,0.12,0.12,0.106666667,0.12,0.12,0.16,-8.383561644,57.66575342
ROS,16.78775104,2.128098366,3.466928094,1.255161333,5.426178435,16.18786189,4.269881403,0.323685507,74.98055255,0.119047619,0.119047619,0.095238095,0.119047619,0.142857143,0.119047619,0.119047619,0.166666667,-8.350684932,57.69863014
ROS,7.96645146,6.662799911,2.006245619,1.296379158,3.333140383,25.55412132,1.985355159,14.21578021,7.916424392,0.126760563,0.112676056,0.126760563,0.126760563,0.112676056,0.112676056,0.154929577,0.126760563,-8.317808219,57.73150685
ROS,5.016297507,8.667593988,2.743280746,1.96176616,3.598395134,4.315192691,2.751494723,13.51308974,1.508081578,0.125,0.138888889,0.138888889,0.125,0.111111111,0.111111111,0.138888889,0.111111111,-8.153424658,57.89589041
ROS,21.2567913,9.027494803,41.33922118,2.78385034,46.96034959,6.120717371,35.79907156,25.89265621,3.306762278,0.15625,0.114583333,0.104166667,0.114583333,0.083333333,0.09375,0.197916667,0.135416667,-8.120547945,57.92876712
ROS,11.13013227,3.251845456,0.873436658,2.526791299,11.19566308,6.354702647,43.67508574,15.92449984,6.367762492,0.157894737,0.118421053,0.105263158,0.131578947,0.105263158,0.118421053,0.131578947,0.131578947,-7.923287671,58.1260274
ROS,4.485215669,2.494879568,1.000401453,3.636902682,3.163210749,2.437046854,7.014743709,5.13402763,10.42348025,0.121212121,0.121212121,0.121212121,0.136363636,0.121212121,0.121212121,0.121212121,0.136363636,-7.890410959,58.15890411
ROS,11.38586938,32.06296935,8.017872686,6.451924511,10.74828885,15.51380507,8.001566977,5.067485947,6.104135897,0.123287671,0.150684932,0.123287671,0.123287671,0.109589041,0.136986301,0.109589041,0.123287671,-7.857534247,58.19178082
ROS,11.09483458,32.74249501,1.597403602,0.593494318,3.933958097,6.138341247,4.355185285,9.496553806,24.32946611,0.14084507,0.112676056,0.112676056,0.126760563,0.112676056,0.112676056,0.154929577,0.126760563,-7.824657534,58.22465753
ROS,8.0757296,9.126018063,9.183605475,20.38205833,3.174212766,3.023532167,6.532344213,3.190321539,8.652232823,0.128571429,0.128571429,0.128571429,0.114285714,0.114285714,0.114285714,0.128571429,0.142857143,-7.693150685,58.35616438
ROS,14.38810697,21.9331142,9.955175363,12.39270294,3.030427226,39.95982711,10.18965573,11.87998424,7.993826601,0.115942029,0.130434783,0.130434783,0.115942029,0.115942029,0.115942029,0.144927536,0.130434783,-7.660273973,58.3890411
ROS,8.831937512,20.59918155,12.67164718,8.102537677,8.140384344,2.602434416,2.091089741,2.840352695,10.03885366,0.158730159,0.111111111,0.111111111,0.111111111,0.111111111,0.126984127,0.126984127,0.142857143,-7.62739726,58.42191781
ROS,13.35213735,28.08438681,6.842152658,5.192164347,31.46500669,3.707965564,23.79845999,2.9288039,9.092510294,0.105263158,0.105263158,0.157894737,0.144736842,0.078947368,0.092105263,0.171052632,0.144736842,-3.320547945,62.72876712
ROS,11.53026629,9.228403292,19.86029132,9.943110451,9.500939393,3.666361115,2.773384922,6.979307505,21.9016644,0.128787879,0.136363636,0.159090909,0.068181818,0.068181818,0.068181818,0.212121212,0.159090909,-3.287671233,62.76164384
ROS,17.03096388,0.91573789,3.946722953,1.277921585,3.767109292,31.53434429,16.26155442,2.991792893,59.62785868,0.105263158,0.131578947,0.118421053,0.118421053,0.118421053,0.144736842,0.105263158,0.157894737,-3.221917808,62.82739726
ROS,10.11754808,5.567521113,2.538067386,22.98663877,7.490310127,2.600609856,2.52362007,13.82391521,22.3184514,0.132352941,0.117647059,0.117647059,0.132352941,0.117647059,0.117647059,0.132352941,0.132352941,-3.090410959,62.95890411
ROS,8.428045055,0.551932995,10.24185514,11.24335517,34.09148558,2.982363314,2.10718649,1.656158033,1.609939499,0.117647059,0.132352941,0.132352941,0.132352941,0.117647059,0.117647059,0.132352941,0.117647059,-3.057534247,62.99178082
ROS,5.58584865,3.195374411,4.292711806,3.522980062,5.086426057,8.966688356,8.616421697,9.375833585,3.573589624,0.148648649,0.121621622,0.121621622,0.108108108,0.108108108,0.121621622,0.108108108,0.162162162,-2.991780822,63.05753425
ROS,6.39764739,13.46052166,0.923143571,1.11130462,1.373677856,28.34378057,2.265599357,1.405444527,1.707232683,0.108108108,0.135135135,0.108108108,0.121621622,0.135135135,0.121621622,0.121621622,0.148648649,-2.860273973,63.1890411
ROS,8.252527205,1.412426887,1.549677452,2.868675305,5.906338264,4.0135944,2.222210805,13.94912992,20.65892091,0.091954023,0.08045977,0.126436782,0.114942529,0.091954023,0.091954023,0.287356322,0.114942529,-2.82739726,63.22191781
ROS,5.792088154,21.76735938,3.49236876,2.016125749,3.24874005,4.518597442,3.648543504,1.555127985,7.166914433,0.123287671,0.123287671,0.123287671,0.136986301,0.109589041,0.095890411,0.164383562,0.123287671,-2.794520548,63.25479452
ROS,24.98703065,0.79644019,64.33371369,2.34345036,82.6378981,2.139045156,0.878329183,6.419328467,3.783550891,0.103896104,0.155844156,0.103896104,0.155844156,0.103896104,0.103896104,0.155844156,0.116883117,-2.761643836,63.28767123
ROS,4.010909347,1.074984729,1.020626606,1.254099659,15.26406766,1.821662252,3.270995654,4.254345686,1.232023999,0.098765432,0.098765432,0.12345679,0.135802469,0.098765432,0.12345679,0.197530864,0.12345679,-2.630136986,63.41917808
ROS,15.52704035,4.615510684,26.6978259,1.828390251,37.49345151,7.487193862,5.527578829,1.669998576,11.27440185,0.105263158,0.105263158,0.105263158,0.245614035,0.105263158,0.122807018,0.105263158,0.105263158,-2.597260274,63.45205479
ROS,16.87625432,1.634314804,0.907844454,4.596399824,3.836859488,78.59123971,17.54996165,8.978422849,2.732265362,0.123287671,0.109589041,0.123287671,0.123287671,0.150684932,0.123287671,0.136986301,0.109589041,-2.564383562,63.48493151
