eff_dim,sess,mature,age,ID
3.28208059528507,QUA001_1,-8.25205479452055,48.2301369863014,QUA
4.06883242762539,QUA002_1,-8.21917808219178,48.2630136986301,QUA
4.04426085863711,QUA003_1,-8.18630136986301,48.2958904109589,QUA
2.88408832482223,QUA004_1,-8.15342465753425,48.3287671232877,QUA
3.64516562925382,QUA008_1,-6.80547945205479,49.6767123287671,QUA
2.87484250314994,QUA009_1,-6.77260273972603,49.7095890410959,QUA
NaN,QUA018_1,-2.99178082191781,53.4904109589041,QUA
2.90480744092823,QUA021_1,-2.89315068493151,53.5890410958904,QUA
3.56114670137421,QUA022_1,-2.86027397260274,53.6219178082192,QUA
3.97366310951716,QUA023_1,-2.72876712328767,53.7534246575342,QUA
1.98262054298342,QUA024_1,-2.6958904109589,53.786301369863,QUA
3.50073783965949,QUA025_1,-2.66301369863014,53.8191780821918,QUA
3.09106273556854,QUA026_1,-2.63013698630137,53.8520547945205,QUA
3.72897692897521,QUA027_1,-2.4986301369863,53.9835616438356,QUA
3.44901015402655,QUA028_1,-2.46575342465753,54.0164383561644,QUA
3.78108393589791,oli002_1,-12.6246575342466,46.4547945205479,OLI
2.93574808882417,oli006_1,-12.3945205479452,46.6849315068493,OLI
3.05996663630088,oli009_1,-11.9671232876712,47.1123287671233,OLI
4.02281368821293,oli010_1,-11.9342465753425,47.1452054794521,OLI
3.72352653912278,oli013_1,-10.8493150684931,48.2301369863014,OLI
3.63440860215054,oli014_1,-10.8164383561644,48.2630136986301,OLI
4.00272435833472,oli016_1,-10.6191780821918,48.4602739726027,OLI
1,oli017_1,-10.586301369863,48.4931506849315,OLI
3.01978169355364,oli018_1,-10.5534246575342,48.5260273972603,OLI
3.57690377391614,oli019_1,-10.5205479452055,48.558904109589,OLI
3.79193621182489,oli022_1,-10.3232876712329,48.7561643835616,OLI
2.61807654160159,oli023_1,-10.2904109589041,48.7890410958904,OLI
3.38288626708831,oli025_1,-5.55616438356164,53.5232876712329,OLI
4.10607087790273,oli027_1,-5.49041095890411,53.5890410958904,OLI
3.36255654050257,oli028_1,-5.45753424657534,53.6219178082192,OLI
4.00384735189947,oli029_1,-5.32602739726027,53.7534246575342,OLI
4.05413687436159,oli030_1,-5.29315068493151,53.786301369863,OLI
3.31395865580269,oli031_1,-5.26027397260274,53.8191780821918,OLI
3.13367570353795,oli032_1,-5.22739726027397,53.8520547945205,OLI
3.04708538528303,oli033_1,-5.06301369863014,54.0164383561644,OLI
2.99005366993996,oli034_1,-5.03013698630137,54.0493150684931,OLI
3.42831844205976,oli037_1,-0.657534246575342,58.4219178082192,OLI
2.76466838583627,oli038_1,-0.624657534246575,58.4547945205479,OLI
3.42935677823051,oli039_1,-0.493150684931507,58.586301369863,OLI
3.7785199382339,oli040_1,-0.46027397260274,58.6191780821918,OLI
3.80304350480088,oli041_1,-0.427397260273973,58.6520547945206,OLI
3.41439087718552,oli043_1,-0.263013698630137,58.8164383561644,OLI
3.18361898459449,oli044_1,-0.23013698630137,58.8493150684932,OLI
NaN,oli045_1,-0.0328767123287671,59.0465753424658,OLI
NaN,oli046_1,0,59.0794520547945,OLI
3.96231998341152,oli047_1,0.0328767123287671,59.1123287671233,OLI
3.8250326330702,oli049_1,4.6027397260274,63.6821917808219,OLI
3.448394805688,oli050_1,4.66849315068493,63.7479452054795,OLI
3.65359271745181,oli051_1,4.8,63.8794520547945,OLI
3.17578823394357,oli052_1,4.83287671232877,63.9123287671233,OLI
4.48795611733842,oli054_1,4.8986301369863,63.9780821917808,OLI
3.7057742153162,oli055_1,5.03013698630137,64.1095890410959,OLI
4.01125809846757,oli056_1,5.06301369863014,64.1424657534247,OLI
3.62230776329668,oli057_1,5.0958904109589,64.1753424657534,OLI
2.92771084337349,oli058_1,5.12876712328767,64.2082191780822,OLI
3.55973783454212,oli059_1,5.26027397260274,64.3397260273973,OLI
3.98678168833229,oli060_1,5.29315068493151,64.372602739726,OLI
3.58307836631172,oli061_1,5.32602739726027,64.4054794520548,OLI
3.35468951248156,oli062_1,5.35890410958904,64.4383561643836,OLI
3.22337943783254,oli063_1,5.49041095890411,64.5698630136986,OLI
3.01038754497967,oli064_1,5.52328767123288,64.6027397260274,OLI
3.53770146084461,oli065_1,5.55616438356164,64.6356164383562,OLI
2.84796386379711,oli066_1,5.58904109589041,64.6684931506849,OLI
3.3101235489923,oli070_1,10.1260273972603,69.2054794520548,OLI
NaN,oli071_1,10.158904109589,69.2383561643836,OLI
3.01219122401317,oli072_1,10.3232876712329,69.4027397260274,OLI
3.54967647603714,oli073_1,10.3561643835616,69.4356164383562,OLI
NaN,pic001_1,-30.9041095890411,46.6520547945205,PIC
3.64488589722541,pic003_1,-30.8383561643836,46.7178082191781,PIC
NaN,pic007_1,-30.2465753424658,47.3095890410959,PIC
1,pic008_1,-30.213698630137,47.3424657534247,PIC
3.89262235208181,pic009_1,-30.1808219178082,47.3753424657534,PIC
3.95908140972524,pic010_1,-30.0164383561644,47.5397260273973,PIC
NaN,pic012_1,-29.9506849315068,47.6054794520548,PIC
4.12838919015023,pic013_1,-29.786301369863,47.7698630136986,PIC
3.17434115355304,pic014_1,-29.7534246575342,47.8027397260274,PIC
1.97560975609756,pic018_1,-24.6246575342466,52.9315068493151,PIC
2.20893561103811,pic019_1,-24.4931506849315,53.0630136986301,PIC
2.12543805477638,pic020_1,-24.4602739726027,53.0958904109589,PIC
3.52216133684291,pic021_1,-24.427397260274,53.1287671232877,PIC
2.97518404270385,pic022_1,-24.3945205479452,53.1616438356164,PIC
3.52569024266798,pic023_1,-24.2630136986301,53.2931506849315,PIC
2.47496336524097,pic024_1,-24.2301369863014,53.3260273972603,PIC
3.18335558008599,pic026_1,-24.1643835616438,53.3917808219178,PIC
3.76724217029823,pic028_1,-24,53.5561643835616,PIC
3.36398045452916,pic030_1,-23.9342465753425,53.6219178082192,PIC
4.02802501804186,pic031_1,-20.3178082191781,57.2383561643836,PIC
3.79577639251179,pic032_1,-20.2849315068493,57.2712328767123,PIC
2.42403972769808,pic033_1,-20.1205479452055,57.4356164383562,PIC
3.64040690157033,pic035_1,-20.0547945205479,57.5013698630137,PIC
3.59415825129742,pic036_1,-19.8575342465753,57.6986301369863,PIC
3.82467646014105,pic037_1,-19.6602739726027,57.8958904109589,PIC
4.08586521581827,pic038_1,-19.627397260274,57.9287671232877,PIC
3.96218408385352,pic040_1,-19.4301369863014,58.1260273972603,PIC
3.89810325644958,pic041_1,-19.3972602739726,58.158904109589,PIC
3.76113760845837,pic042_1,-19.3643835616438,58.1917808219178,PIC
4.10575822007616,pic043_1,-19.3315068493151,58.2246575342466,PIC
3.53781408193391,pic045_1,-19.1671232876712,58.3890410958904,PIC
3.67555665523463,pic046_1,-19.1342465753425,58.4219178082192,PIC
4.1987016566224,pic047_1,-19.1013698630137,58.4547945205479,PIC
3.6180436233738,pic048_1,-18.9698630136986,58.586301369863,PIC
3.01320380140087,pic049_1,-18.9369863013699,58.6191780821918,PIC
3.70450534468858,pic050_1,-18.9041095890411,58.6520547945206,PIC
3.81715904806722,pic051_1,-18.8712328767123,58.6849315068493,PIC
3.15972851694329,pic052_1,-15.0575342465753,62.4986301369863,PIC
3.8249077745131,pic053_1,-15.0246575342466,62.5315068493151,PIC
4.14269171975927,pic055_1,-14.958904109589,62.5972602739726,PIC
3.11255610389795,pic056_1,-14.827397260274,62.7287671232877,PIC
3.91196177337893,pic057_1,-14.7945205479452,62.7616438356164,PIC
3.97439642322996,pic058_1,-14.7616438356164,62.7945205479452,PIC
NaN,pic059_1,-14.5643835616438,62.9917808219178,PIC
3.49415137408898,pic061_1,-14.4986301369863,63.0575342465753,PIC
3.88333992979183,pic062_1,-14.3671232876712,63.1890410958904,PIC
4.26930799312173,pic063_1,-14.3342465753425,63.2219178082192,PIC
3.85886730040798,pic064_1,-14.3013698630137,63.2547945205479,PIC
3.61312885262971,pic065_1,-14.1369863013699,63.4191780821918,PIC
3.87551433560271,pic066_1,-14.1041095890411,63.4520547945205,PIC
3.51475576100426,pic067_1,-14.0712328767123,63.4849315068493,PIC
2.92030991697023,pic068_1,-14.0383561643836,63.5178082191781,PIC
2.36971304672954,ros012_1,-20.0219178082192,46.027397260274,ROS
3.18533498900574,ros013_1,-19.8904109589041,46.158904109589,ROS
2.96269647291524,ros014_1,-19.8575342465753,46.1917808219178,ROS
4.10553262644329,ros015_1,-19.8246575342466,46.2246575342466,ROS
2.60728622917259,ros016_1,-19.6602739726027,46.3890410958904,ROS
3.09014770806682,ros017_1,-19.627397260274,46.4219178082192,ROS
3.37464997553014,ros018_1,-19.5945205479452,46.4547945205479,ROS
3.64314098811941,ros020_1,-19.3972602739726,46.6520547945205,ROS
2.87918269821371,ros021_1,-19.3643835616438,46.6849315068493,ROS
3.4093998702586,ros025_1,-17.8191780821918,48.2301369863014,ROS
3.78050602594167,ros026_1,-17.7534246575342,48.2958904109589,ROS
3.34782369932685,ros028_1,-17.3260273972603,48.7232876712329,ROS
4.70133105559114,ros029_1,-17.2931506849315,48.7561643835616,ROS
4.02924273183585,ros030_1,-17.2602739726027,48.7890410958904,ROS
3.51997824633589,ros031_1,-13.6767123287671,52.372602739726,ROS
3.6823503453116,ros032_1,-13.6438356164384,52.4054794520548,ROS
3.69586656542283,ros033_1,-13.4794520547945,52.5698630136986,ROS
3.44897959183674,ros034_1,-13.4465753424658,52.6027397260274,ROS
3.70721837037048,ros036_1,-13.3808219178082,52.6684931506849,ROS
3.85096444944209,ros037_1,-13.3479452054795,52.7013698630137,ROS
2.56993630614495,ros038_1,-13.2164383561644,52.8328767123288,ROS
3.35538732147184,ros041_1,-12.8876712328767,53.1616438356164,ROS
1.97560975609756,ros043_1,-12.8219178082192,53.227397260274,ROS
3.69508047671578,ros044_1,-12.7890410958904,53.2602739726027,ROS
4.15332237614464,ros047_1,-9.07397260273973,56.9753424657534,ROS
3.96582329271344,ros051_1,-8.84383561643835,57.2054794520548,ROS
3.25023342670401,ros053_1,-8.77808219178082,57.2712328767123,ROS
3.12878431673699,ros055_1,-8.61369863013699,57.4356164383562,ROS
4.27475297544999,ros056_1,-8.58082191780822,57.4684931506849,ROS
3.82005084819356,ros057_1,-8.54794520547945,57.5013698630137,ROS
1.97560975609756,ros065_1,-7.89041095890411,58.158904109589,ROS
4.14299590382435,ros066_1,-7.85753424657534,58.1917808219178,ROS
1.79601990049751,ros068_1,-7.69315068493151,58.3561643835616,ROS
3.23797573979607,ros069_1,-7.66027397260274,58.3890410958904,ROS
3.66868238382476,ros072_1,-3.28767123287671,62.7616438356164,ROS
3.82411504939939,ros075_1,-3.09041095890411,62.958904109589,ROS
3.98286102904803,ros076_1,-3.05753424657534,62.9917808219178,ROS
4.39636332715827,ros077_1,-2.99178082191781,63.0575342465753,ROS
2.75360722236162,ros078_1,-2.86027397260274,63.1890410958904,ROS
4.51992237249075,ros079_1,-2.82739726027397,63.2219178082192,ROS
4.04958095198749,ros080_1,-2.79452054794521,63.2547945205479,ROS
4.2480490610434,ros081_1,-2.76164383561644,63.2876712328767,ROS
3.38325603789956,ros082_1,-2.63013698630137,63.4191780821918,ROS
4.27401401751667,ros083_1,-2.5972602739726,63.4520547945205,ROS
3.65718693771095,ros084_1,-2.56438356164384,63.4849315068493,ROS
3.41096896538102,ros085_1,-2.53150684931507,63.5178082191781,ROS
3.77298309913376,ros086_1,1.05205479452055,67.1013698630137,ROS
3.98164055434654,ros087_1,1.08493150684932,67.1342465753425,ROS
3.89546351791631,ros088_1,1.11780821917808,67.1671232876712,ROS
NaN,ros089_1,1.15068493150685,67.2,ROS
3.36169741551193,ros090_1,1.28219178082192,67.3315068493151,ROS
4.50326490192578,ros091_1,1.31506849315068,67.3643835616438,ROS
4.0785431516813,ros092_1,1.34794520547945,67.3972602739726,ROS
4.0679993923135,ros093_1,1.38082191780822,67.4301369863014,ROS
3.72134873345228,ros094_1,1.51232876712329,67.5616438356164,ROS
NaN,ros095_1,1.54520547945205,67.5945205479452,ROS
3.78748373149803,son011_1,-12.6246575342466,42.0821917808219,SON
2.95714616236564,son013_1,-12.4602739726027,42.2465753424658,SON
4.58940496986819,son014_1,-12.427397260274,42.2794520547945,SON
3.07692307692308,son015_1,-12.3945205479452,42.3123287671233,SON
3.1669079149997,son016_1,-12.3616438356164,42.3452054794521,SON
3.39610641598333,son019_1,-11.9342465753425,42.772602739726,SON
2.94460011906525,son021_1,-11.7698630136986,42.9369863013699,SON
3.9375137132479,son022_1,-11.7369863013699,42.9698630136986,SON
3.61466099625988,son023_1,-11.7041095890411,43.0027397260274,SON
4.2108349871005,son024_1,-10.8493150684931,43.8575342465753,SON
3.38756083672309,son025_1,-10.8164383561644,43.8904109589041,SON
