omega2,mature,age,ID,delay,sess
0.114312496916473,-5.91780821917808,38.6630136986301,UNI,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,3,uni001_1
0.0577149587750294,-5.91780821917808,38.6630136986301,UNI,3,uni001_1
0.127272727272727,-5.91780821917808,38.6630136986301,UNI,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,3,uni001_1
0,-5.91780821917808,38.6630136986301,UNI,3,uni001_1
0.137089484784574,-5.88493150684931,38.6958904109589,UNI,3,uni002_1
0.047361299052774,-5.88493150684931,38.6958904109589,UNI,3,uni002_1
0,-5.88493150684931,38.6958904109589,UNI,3,uni002_1
0.029486099410278,-5.88493150684931,38.6958904109589,UNI,3,uni002_1
NaN,-5.88493150684931,38.6958904109589,UNI,3,uni002_1
0,-5.88493150684931,38.6958904109589,UNI,3,uni002_1
0,-5.88493150684931,38.6958904109589,UNI,3,uni002_1
NaN,-5.88493150684931,38.6958904109589,UNI,3,uni002_1
0.105747421577438,-5.85205479452055,38.7287671232877,UNI,3,uni003_1
0,-5.85205479452055,38.7287671232877,UNI,3,uni003_1
0,-5.85205479452055,38.7287671232877,UNI,3,uni003_1
0.225328153483511,-5.72054794520548,38.8602739726027,UNI,3,uni004_1
0,-5.72054794520548,38.8602739726027,UNI,3,uni004_1
0,-5.72054794520548,38.8602739726027,UNI,3,uni004_1
0,-5.72054794520548,38.8602739726027,UNI,3,uni004_1
0.214824258677159,-5.68767123287671,38.8931506849315,UNI,1.5,uni005_1
0.16942517821036,-5.68767123287671,38.8931506849315,UNI,1.5,uni005_1
0.12781954887218,-5.68767123287671,38.8931506849315,UNI,1.5,uni005_1
0.0546755237608584,-5.68767123287671,38.8931506849315,UNI,1.5,uni005_1
0.0815704553603442,-5.68767123287671,38.8931506849315,UNI,1.5,uni005_1
0.0309342751025937,-5.68767123287671,38.8931506849315,UNI,1.5,uni005_1
0,-5.65479452054795,38.9260273972603,UNI,3,uni006_1
0,-5.65479452054795,38.9260273972603,UNI,3,uni006_1
NaN,-5.65479452054795,38.9260273972603,UNI,3,uni006_1
0,-5.65479452054795,38.9260273972603,UNI,3,uni006_1
NaN,-5.62191780821918,38.958904109589,UNI,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,3,uni007_1
NaN,-5.62191780821918,38.958904109589,UNI,3,uni007_1
NaN,-5.45753424657534,39.1232876712329,UNI,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,3,uni008_1
NaN,-5.45753424657534,39.1232876712329,UNI,3,uni008_1
0,-5.42465753424657,39.1561643835616,UNI,1.5,uni009_1
0.0116279069767442,-5.42465753424657,39.1561643835616,UNI,1.5,uni009_1
0.00847841563652837,-5.42465753424657,39.1561643835616,UNI,1.5,uni009_1
0.00244390135525438,-5.42465753424657,39.1561643835616,UNI,1.5,uni009_1
0.024390243902439,-5.42465753424657,39.1561643835616,UNI,1.5,uni009_1
0.062470668065409,-5.42465753424657,39.1561643835616,UNI,1.5,uni009_1
0.00769388292426058,-5.42465753424657,39.1561643835616,UNI,1.5,uni009_1
0.0722550784263307,-5.39178082191781,39.1890410958904,UNI,3,uni010_1
0,-5.39178082191781,39.1890410958904,UNI,3,uni010_1
0.0441728681641292,-5.39178082191781,39.1890410958904,UNI,3,uni010_1
0,-5.39178082191781,39.1890410958904,UNI,3,uni010_1
0.0402013320894713,-5.39178082191781,39.1890410958904,UNI,3,uni010_1
0.014676598569216,-5.39178082191781,39.1890410958904,UNI,3,uni010_1
0.0144736156238598,-5.39178082191781,39.1890410958904,UNI,3,uni010_1
0,-5.22739726027397,39.3534246575342,UNI,3,uni012_1
0,-5.22739726027397,39.3534246575342,UNI,3,uni012_1
0,-5.22739726027397,39.3534246575342,UNI,3,uni012_1
0.10216068420132,-5.22739726027397,39.3534246575342,UNI,3,uni012_1
0.0544646165246388,-5.19452054794521,39.386301369863,UNI,1.5,uni013_1
0,-5.19452054794521,39.386301369863,UNI,1.5,uni013_1
0,-5.19452054794521,39.386301369863,UNI,1.5,uni013_1
0.00154682459009148,-5.19452054794521,39.386301369863,UNI,1.5,uni013_1
NaN,-5.16164383561644,39.4191780821918,UNI,3,uni014_1
NaN,-5.16164383561644,39.4191780821918,UNI,3,uni014_1
NaN,-5.16164383561644,39.4191780821918,UNI,3,uni014_1
NaN,-5.06301369863014,39.5178082191781,UNI,1.5,uni015_1
0.113384484228474,-5.06301369863014,39.5178082191781,UNI,1.5,uni015_1
0,-5.06301369863014,39.5178082191781,UNI,1.5,uni015_1
0.0279465370595383,-5.06301369863014,39.5178082191781,UNI,1.5,uni015_1
0.029925464456558,-5.06301369863014,39.5178082191781,UNI,1.5,uni015_1
0,-4.9972602739726,39.5835616438356,UNI,3,uni016_1
0.0413295429696042,-4.9972602739726,39.5835616438356,UNI,3,uni016_1
NaN,-0.394520547945205,44.186301369863,UNI,1.5,uni025_1
NaN,-0.394520547945205,44.186301369863,UNI,1.5,uni025_1
NaN,-0.394520547945205,44.186301369863,UNI,1.5,uni025_1
NaN,-0.394520547945205,44.186301369863,UNI,1.5,uni025_1
0,-0.361643835616438,44.2191780821918,UNI,3,uni026_1
0.090766147338582,-0.361643835616438,44.2191780821918,UNI,3,uni026_1
0.0447260919660626,-0.361643835616438,44.2191780821918,UNI,3,uni026_1
NaN,-0.197260273972603,44.3835616438356,UNI,1.5,uni027_1
NaN,-0.197260273972603,44.3835616438356,UNI,1.5,uni027_1
NaN,-0.197260273972603,44.3835616438356,UNI,1.5,uni027_1
NaN,-0.197260273972603,44.3835616438356,UNI,1.5,uni027_1
