tau,mature,ID,age
NaN,-5.91780821917808,UNI,38.6630136986301
NaN,-5.91780821917808,UNI,38.6630136986301
NaN,-5.91780821917808,UNI,38.6630136986301
NaN,-5.91780821917808,UNI,38.6630136986301
NaN,-5.91780821917808,UNI,38.6630136986301
NaN,-5.91780821917808,UNI,38.6630136986301
NaN,-5.91780821917808,UNI,38.6630136986301
NaN,-5.88493150684931,UNI,38.6958904109589
NaN,-5.88493150684931,UNI,38.6958904109589
NaN,-5.88493150684931,UNI,38.6958904109589
NaN,-5.88493150684931,UNI,38.6958904109589
NaN,-5.88493150684931,UNI,38.6958904109589
0.341691490608983,-5.88493150684931,UNI,38.6958904109589
NaN,-5.88493150684931,UNI,38.6958904109589
NaN,-5.88493150684931,UNI,38.6958904109589
NaN,-5.85205479452055,UNI,38.7287671232877
NaN,-5.85205479452055,UNI,38.7287671232877
NaN,-5.85205479452055,UNI,38.7287671232877
NaN,-5.72054794520548,UNI,38.8602739726027
NaN,-5.72054794520548,UNI,38.8602739726027
NaN,-5.72054794520548,UNI,38.8602739726027
0.363220585005989,-5.72054794520548,UNI,38.8602739726027
0.201940676200056,-5.68767123287671,UNI,38.8931506849315
NaN,-5.68767123287671,UNI,38.8931506849315
NaN,-5.68767123287671,UNI,38.8931506849315
NaN,-5.68767123287671,UNI,38.8931506849315
0.215483614012279,-5.68767123287671,UNI,38.8931506849315
0.163869371392371,-5.68767123287671,UNI,38.8931506849315
NaN,-5.65479452054795,UNI,38.9260273972603
NaN,-5.65479452054795,UNI,38.9260273972603
NaN,-5.65479452054795,UNI,38.9260273972603
NaN,-5.65479452054795,UNI,38.9260273972603
NaN,-5.62191780821918,UNI,38.958904109589
NaN,-5.62191780821918,UNI,38.958904109589
NaN,-5.62191780821918,UNI,38.958904109589
0.227338665385826,-5.62191780821918,UNI,38.958904109589
NaN,-5.62191780821918,UNI,38.958904109589
NaN,-5.62191780821918,UNI,38.958904109589
NaN,-5.45753424657534,UNI,39.1232876712329
NaN,-5.45753424657534,UNI,39.1232876712329
NaN,-5.45753424657534,UNI,39.1232876712329
NaN,-5.45753424657534,UNI,39.1232876712329
NaN,-5.45753424657534,UNI,39.1232876712329
NaN,-5.42465753424657,UNI,39.1561643835616
NaN,-5.42465753424657,UNI,39.1561643835616
NaN,-5.42465753424657,UNI,39.1561643835616
0.138771427567581,-5.42465753424657,UNI,39.1561643835616
NaN,-5.42465753424657,UNI,39.1561643835616
NaN,-5.42465753424657,UNI,39.1561643835616
0.159347304894508,-5.42465753424657,UNI,39.1561643835616
0.202992746377031,-5.39178082191781,UNI,39.1890410958904
NaN,-5.39178082191781,UNI,39.1890410958904
NaN,-5.39178082191781,UNI,39.1890410958904
NaN,-5.39178082191781,UNI,39.1890410958904
0.0472255368692315,-5.39178082191781,UNI,39.1890410958904
NaN,-5.39178082191781,UNI,39.1890410958904
NaN,-5.39178082191781,UNI,39.1890410958904
NaN,-5.22739726027397,UNI,39.3534246575342
NaN,-5.22739726027397,UNI,39.3534246575342
NaN,-5.22739726027397,UNI,39.3534246575342
NaN,-5.22739726027397,UNI,39.3534246575342
NaN,-5.19452054794521,UNI,39.386301369863
NaN,-5.19452054794521,UNI,39.386301369863
NaN,-5.19452054794521,UNI,39.386301369863
0.0637395512538695,-5.19452054794521,UNI,39.386301369863
NaN,-5.16164383561644,UNI,39.4191780821918
NaN,-5.16164383561644,UNI,39.4191780821918
0.297502393596746,-5.16164383561644,UNI,39.4191780821918
NaN,-5.06301369863014,UNI,39.5178082191781
NaN,-5.06301369863014,UNI,39.5178082191781
NaN,-5.06301369863014,UNI,39.5178082191781
NaN,-5.06301369863014,UNI,39.5178082191781
NaN,-5.06301369863014,UNI,39.5178082191781
0.0405577039076676,-4.9972602739726,UNI,39.5835616438356
NaN,-4.9972602739726,UNI,39.5835616438356
NaN,-0.394520547945205,UNI,44.186301369863
NaN,-0.394520547945205,UNI,44.186301369863
NaN,-0.394520547945205,UNI,44.186301369863
0.0480996258210857,-0.394520547945205,UNI,44.186301369863
NaN,-0.361643835616438,UNI,44.2191780821918
NaN,-0.361643835616438,UNI,44.2191780821918
NaN,-0.361643835616438,UNI,44.2191780821918
NaN,-0.197260273972603,UNI,44.3835616438356
NaN,-0.197260273972603,UNI,44.3835616438356
NaN,-0.197260273972603,UNI,44.3835616438356
0.0202722901048721,-0.197260273972603,UNI,44.3835616438356
NaN,-0.197260273972603,UNI,44.3835616438356
NaN,-0.197260273972603,UNI,44.3835616438356
NaN,-0.131506849315069,UNI,44.4493150684931
NaN,-0.131506849315069,UNI,44.4493150684931
NaN,-0.131506849315069,UNI,44.4493150684931
NaN,-0.131506849315069,UNI,44.4493150684931
NaN,-0.131506849315069,UNI,44.4493150684931
NaN,-0.131506849315069,UNI,44.4493150684931
NaN,-0.131506849315069,UNI,44.4493150684931
0.164531405054104,0.263013698630137,UNI,44.8438356164384
0.0601878319128453,0.263013698630137,UNI,44.8438356164384
0.00908439341563932,0.263013698630137,UNI,44.8438356164384
NaN,0.263013698630137,UNI,44.8438356164384
NaN,0.263013698630137,UNI,44.8438356164384
0.00908439341563932,0.263013698630137,UNI,44.8438356164384
0.0736748751026058,0.263013698630137,UNI,44.8438356164384
NaN,0.328767123287671,UNI,44.9095890410959
0.0998876902701277,0.361643835616438,UNI,44.9424657534247
NaN,0.361643835616438,UNI,44.9424657534247
NaN,0.361643835616438,UNI,44.9424657534247
NaN,0.361643835616438,UNI,44.9424657534247
NaN,0.361643835616438,UNI,44.9424657534247
NaN,0.361643835616438,UNI,44.9424657534247
0.193269327750687,0.361643835616438,UNI,44.9424657534247
0.0998876902701277,0.361643835616438,UNI,44.9424657534247
NaN,0.361643835616438,UNI,44.9424657534247
NaN,0.361643835616438,UNI,44.9424657534247
NaN,0.361643835616438,UNI,44.9424657534247
NaN,0.493150684931507,UNI,45.0739726027397
NaN,0.493150684931507,UNI,45.0739726027397
0.117980797650387,0.493150684931507,UNI,45.0739726027397
NaN,0.493150684931507,UNI,45.0739726027397
0.109649054225599,0.493150684931507,UNI,45.0739726027397
NaN,0.493150684931507,UNI,45.0739726027397
0.456675281073576,0.493150684931507,UNI,45.0739726027397
