mature,eff_dim,ID
41.4769863013699,16.1006215240099,All
41.5843835616438,14.3959355042558,All
40.8621917808219,14.7993536044651,All
41.9153424657534,14.0649639473944,All
40.7635616438356,14.6156567376602,All
40.9728767123288,15.0523183332635,All
40.9224657534246,15.9337920541183,All
42.0610958904109,16.0833262540681,All
41.8353424657534,13.9511521251444,All
41.606301369863,13.5397121980941,All
42.3153424657534,14.8156410224104,All
41.8660273972603,12.7790513747037,All
41.6468493150685,16.113180710651,All
41.6764383561644,15.7845312174517,All
40.8008219178082,12.8210752739667,All
41.367397260274,14.4046284851111,All
41.8397260273972,14.8218570834772,All
42.3295890410959,15.7177410627532,All
42.1772602739726,16.6702335601826,All
42.2320547945206,15.486554996288,All
42.4106849315068,14.7586756916515,All
42.2441095890411,15.8859557134422,All
41.6928767123288,15.9957428686357,All
41.5186301369863,15.4561288189764,All
41.8101369863014,15.3998723202049,All
42.2112328767123,15.4608235652497,All
42.4161643835616,16.0962212647369,All
42.0315068493151,16.1962860856349,All
41.8024657534247,15.3843468419293,All
42.5520547945206,15.0077240555953,All
41.4090410958904,16.2015862611422,All
42.6769863013699,16.1845933156165,All
41.9120547945206,14.5856154207936,All
41.392602739726,13.8487069398966,All
41.8320547945205,16.6585094077883,All
42.4139726027397,15.6995379293926,All
41.686301369863,15.7052685684602,All
42.4567123287671,15.609160882837,All
42.1783561643836,14.3446179326676,All
42.2627397260274,16.9144708064788,All
41.3345205479452,15.7595323850698,All
41.0298630136986,15.490591010845,All
41.6479452054794,16.4703807788121,All
41.3805479452055,16.6529904597314,All
41.1712328767123,14.5840146800316,All
41.7553424657534,15.9985588756148,All
41.4320547945205,15.7739699438012,All
41.6150684931507,15.0814847868453,All
42.5169863013699,15.2684862644402,All
41.261095890411,14.2473608746611,All
41.7191780821918,15.8019201062745,All
42.6594520547945,15.795145315631,All
42.0928767123288,15.5335143591836,All
41.5657534246575,15.4335350941687,All
41.6260273972603,15.8903595133897,All
42.194794520548,15.5424412477071,All
41.287397260274,14.6661727851323,All
43.4671232876712,15.8589327708772,All
44.7898630136986,15.3965885067822,All
43.8550684931507,16.6386224748852,All
44.4369863013699,14.4366676512777,All
43.7838356164384,13.7551837046682,All
44.7723287671233,16.0899411872354,All
44.6791780821918,16.3350402334405,All
43.6983561643835,17.6798678581375,All
44.0950684931507,16.9247479989426,All
44.6682191780822,16.0757652107411,All
44.7909589041096,14.5489645906632,All
43.8769863013699,16.7940748382116,All
44.4391780821918,15.3524625793172,All
44.1553424657534,16.8975133505995,All
44.7087671232877,16.4834675003697,All
43.1635616438356,14.78555150615,All
44.0041095890411,15.0553284580736,All
44.246301369863,15.1207532350406,All
44.2879452054794,15.4703524270797,All
44.5147945205479,13.9151060963864,All
44.138904109589,15.503098163861,All
43.9142465753425,17.2467760552142,All
43.8824657534247,15.1544629625866,All
43.4769863013699,14.2603292273096,All
43.8901369863014,16.992826172474,All
44.3624657534247,15.8425249018994,All
44.8665753424657,15.4726548364504,All
44.698904109589,14.4102205864937,All
44.0819178082192,16.0112074562502,All
44.3427397260274,14.5055677833719,All
43.4210958904109,14.8572973210793,All
45.0835616438356,15.4406601228408,All
44.7931506849315,16.1239468306018,All
44.7482191780822,15.5137154193219,All
44.5060273972603,16.3321112706634,All
43.9690410958904,16.2239935074556,All
44.6320547945205,15.8459347564391,All
44.2068493150685,16.6576710282218,All
44.6430136986301,16.4924622366922,All
44.8139726027397,14.4261175372056,All
44.0052054794521,15.7143263825938,All
44.4030136986301,16.5412322031178,All
44.6046575342466,15.3511348633889,All
45.1032876712329,15.1953105631343,All
45.3082191780822,15.119547137378,All
43.3783561643836,15.4544915801121,All
44.8479452054795,14.7866745738627,All
44.5684931506849,17.2961747416875,All
44.0994520547945,15.9343836745347,All
43.3268493150685,14.2144998769873,All
45.2260273972603,15.4546861456313,All
46.0808219178082,15.9054664602359,All
46.4128767123288,16.4283068212284,All
46.2758904109589,17.169086252371,All
45.7958904109589,14.3001726331142,All
46.2616438356164,16.2076279670443,All
46.0556164383562,14.4058430543549,All
45.0967123287671,15.8697312275129,All
46.0578082191781,15.6939291576856,All
45.9471232876712,17.4039299392604,All
45.5832876712329,16.2531915787539,All
45.8539726027397,14.9881409864358,All
45.5767123287671,15.4710894520926,All
45.1821917808219,13.5438663235654,All
46.5816438356164,17.4615306343177,All
45.6786301369863,14.99890830043,All
46.4402739726027,15.4962345238037,All
46.167397260274,16.289240145214,All
45.2786301369863,14.1622980701956,All
45.8978082191781,14.8972651155151,All
45.4386301369863,14.5191736059541,All
46.1027397260274,17.1010943821265,All
45.5591780821918,17.0400093039778,All
46.0030136986301,17.0222529389156,All
46.2057534246575,16.6445768129182,All
46.3558904109589,14.1659190442479,All
45.4057534246575,15.6631888685192,All
46.3975342465753,15.4171015867233,All
45.9383561643836,14.8282766484674,All
46.4128767123288,15.3940971928774,All
46.6167123287671,17.1338414519724,All
45.9076712328767,16.3894527083075,All
46.1465753424657,17.6775333674176,All
46.5969863013699,15.6845925358206,All
45.7378082191781,14.4807236743567,All
45.6424657534247,16.2703399768642,All
44.6309589041096,15.2731794045448,All
46.9476712328767,16.6204510811372,All
46.2484931506849,14.0612272531613,All
45.3750684931507,15.7779916257949,All
45.8594520547945,14.468108089185,All
45.6786301369863,14.3272277926767,All
45.1153424657534,16.046852539497,All
46.2079452054794,14.8562376958147,All
45.3115068493151,15.7953545625604,All
45.6939726027397,14.5158436165012,All
45.5493150684932,15.3948165142896,All
46.1586301369863,15.6106823063064,All
45.0035616438356,14.9166914177936,All
46.113698630137,14.817429027329,All
46.938904109589,15.590843656364,All
47.2610958904109,16.4164647648382,All
46.138904109589,15.401040086569,All
46.9849315068493,17.3083796397385,All
46.7558904109589,16.4492027700387,All
46.8249315068493,15.2965411652484,All
47.0013698630137,16.4898723936707,All
45.58,15.0754515892995,All
45.7323287671233,15.6764888907034,All
46.8150684931507,16.9960264234775,All
46.6101369863014,14.7271310408031,All
45.686301369863,17.5751365331609,All
45.5679452054794,16.4510874188485,All
46.193698630137,16.9317615070373,All
46.9980821917808,15.9325316205204,All
47.1712328767123,15.0204121710227,All
46.2934246575342,13.9113128744859,All
46.0150684931507,15.7827940667657,All
46.2890410958904,15.7725756726251,All
47.0386301369863,15.3826712337738,All
46.7679452054794,14.3730597188291,All
47.018904109589,16.2798123687014,All
46.1542465753425,15.9066055498083,All
45.8671232876712,15.1481128440911,All
46.2145205479452,14.2859541371203,All
46.3745205479452,15.0868540078757,All
46.3942465753425,16.6887484297784,All
46.0698630136986,15.5645921069161,All
46.6441095890411,16.2307208731032,All
46.9980821917808,15.5275597245002,All
46.3547945205479,15.3088422502816,All
45.8802739726027,15.1638933051731,All
46.806301369863,16.4658859290319,All
46.1202739726027,15.5446618914543,All
46.1860273972603,15.9299221817853,All
46.7953424657534,15.367631913808,All
45.7564383561644,14.981837320948,All
46.4380821917808,15.9553699662497,All
45.7750684931507,14.9574368860863,All
46.433698630137,15.8086478137453,All
45.4430136986301,17.0046621076176,All
46.8271232876712,14.7809959883122,All
47.0287671232877,14.6723177884594,All
46.0501369863014,16.3992402384931,All
45.978904109589,15.9039158599401,All
45.7202739726027,15.3064378615818,All
46.3427397260274,15.0387610717715,All
47.2556164383562,16.3572201727642,All
46.3657534246575,16.0620551199313,All
47.4791780821918,15.5313420234339,All
47.3520547945205,16.3370271136739,All
46.9871232876712,15.3951769564127,All
47.7454794520548,16.7526381847613,All
48.6627397260274,14.6177649571977,All
47.6194520547945,16.1025524610664,All
46.1432876712329,15.5383702550066,All
47.6709589041096,15.2888432581221,All
47.2008219178082,15.5356837665054,All
46.7427397260274,16.3389906761149,All
47.7202739726027,15.2675765147367,All
47.4024657534247,16.8866222201687,All
46.5476712328767,15.9341431512873,All
47.0879452054794,16.5120854987561,All
47.4408219178082,13.9355168331951,All
48.9246575342466,16.743443202851,All
47.4178082191781,14.8676812704955,All
47.1482191780822,15.8194499615784,All
47.2610958904109,17.040223386804,All
46.1805479452055,15.4520036025781,All
47.874794520548,14.993792167027,All
46.9717808219178,15.2453213076829,All
46.9816438356164,15.9405433044486,All
47.0419178082192,13.8754748052507,All
46.7361643835616,15.8997380843525,All
46.6627397260274,15.4745205523764,All
46.8238356164383,15.049043109559,All
47.6895890410959,16.695020573604,All
46.832602739726,15.7752588821156,All
46.8172602739726,15.1372175983346,All
47.898904109589,16.4501566626912,All
48.5564383561644,17.1289373862816,All
48.0906849315069,16.9393209390586,All
47.7378082191781,16.8641534920947,All
47.3202739726027,15.8213693202144,All
47.9701369863014,15.2912748406059,All
48.1827397260274,17.1646915277067,All
46.8676712328767,16.591054947776,All
49.0484931506849,16.3034325278022,All
46.6561643835616,15.4694653644469,All
46.8961643835616,14.5178610612324,All
47.5142465753425,15.7796840069723,All
48.9750684931507,16.0249438303147,All
46.9641095890411,15.2269467704523,All
47.2764383561644,16.6254243778466,All
47.2205479452055,15.2204393869745,All
47.8441095890411,16.1995007553226,All
47.578904109589,16.2016791051903,All
46.912602739726,16.4613743128795,All
47.3893150684931,16.6788783508784,All
46.3065753424657,16.4111056211506,All
49.9164383561644,16.450994264379,All
49.8112328767123,12.7446435310818,All
48.5301369863014,15.7312898361371,All
49.2369863013698,14.8202722323832,All
49.846301369863,15.4938048558011,All
48.8424657534247,16.2122810955083,All
49.0857534246575,16.7977088423549,All
49.8704109589041,16.3055480452847,All
49.3027397260274,15.7703326021402,All
48.6484931506849,16.1817340913863,All
49.1767123287671,15.3509095081944,All
49.4298630136986,15.9398179691374,All
49.5405479452055,15.9232303172791,All
49.0638356164384,16.303670518746,All
49.7345205479452,15.5078901607866,All
49.098904109589,15.7359602910025,All
49.6775342465753,16.0614149555366,All
49.2391780821918,17.6375528239838,All
49.2676712328767,15.3478362101547,All
48.7295890410959,16.2771207843356,All
48.9827397260274,14.9162455756902,All
48.9794520547945,16.154968393265,All
49.5284931506849,15.6461616259908,All
49.126301369863,14.9785936203922,All
49.0934246575342,14.1550595198087,All
49.7641095890411,16.6739147640885,All
50.1904109589041,15.1762549818407,All
49.3060273972603,16.0666801092466,All
49.847397260274,15.9743328528812,All
49.4583561643836,16.7590767356717,All
49.7191780821918,15.0866103186539,All
48.221095890411,15.9150992807383,All
49.3246575342466,15.2269358196873,All
48.912602739726,16.6073547994831,All
49.181095890411,15.7972806905797,All
48.8687671232877,15.4358601055208,All
50.0775342465753,16.7634826453446,All
49.127397260274,14.7642257158597,All
49.7553424657534,15.5937924858046,All
49.6512328767123,16.2507368548117,All
49.7093150684932,16.2170330557863,All
49.5241095890411,16.386631026185,All
49.3268493150685,15.8496235682053,All
49.9021917808219,15.1446954167101,All
49.3717808219178,16.2930963601188,All
49.9986301369863,16.7193148891649,All
49.1635616438356,16.6975811629913,All
49.1142465753424,15.1740821329495,All
49.6512328767123,16.7283173832617,All
49.1668493150685,16.5220434705956,All
51.6841095890411,15.7901664825618,All
52.2331506849315,16.6467466809622,All
51.58,15.9101797409432,All
51.847397260274,17.1766584649653,All
51.5328767123288,17.4737073840286,All
51.3772602739726,16.5595932671477,All
51.5449315068493,17.7432703822061,All
51.8090410958904,16.0150529153809,All
52.0534246575343,15.9887604917446,All
51.2621917808219,15.5623695309649,All
50.9772602739726,16.5036811089849,All
51.2578082191781,16.4566311465955,All
51.0539726027397,15.3818379031754,All
51.4484931506849,16.0270782534055,All
51.5449315068493,16.5963204701546,All
51.1350684931507,16.055096098466,All
50.9904109589041,15.7367400865186,All
50.8249315068493,17.4538605364742,All
51.1131506849315,15.5661627914394,All
51.9493150684932,14.1617503094384,All
51.5131506849315,15.2653766432276,All
52.1619178082192,17.0475332704045,All
51.0528767123288,17.9264376536979,All
50.4884931506849,15.3077414495012,All
52.0095890410959,15.9792415279564,All
51.5723287671233,16.9114276082035,All
51.6260273972603,16.7332882387422,All
50.7098630136986,16.8869576418919,All
51.2654794520548,17.0533711106159,All
52.2430136986301,16.0135240248087,All
50.6758904109589,15.1806091187109,All
52.0249315068493,14.8018895110009,All
50.781095890411,15.7093748986532,All
51.6698630136986,14.8407875994601,All
51.3312328767123,15.4991635582835,All
51.5613698630137,14.6317201393166,All
51.5087671232877,14.8469400869454,All
51.0660273972603,17.8148922616537,All
50.8917808219178,15.0212425015276,All
51.8572602739726,15.4781551883447,All
51.606301369863,15.3981733090449,All
51.101095890411,15.7072259656002,All
50.8797260273973,16.5681345280395,All
51.3871232876712,16.7174798474463,All
52.0939726027397,16.2045091850969,All
51.3027397260274,17.1810531131107,All
51.5997260273973,15.8942228587802,All
51.5854794520548,15.7409428555731,All
52.0249315068493,16.4316021218326,All
51.6578082191781,16.4413610802352,All
51.606301369863,15.9161650720456,All
50.193698630137,15.1035107332236,All
52.3602739726027,17.7323093483121,All
52.2287671232877,15.7311543390026,All
52.6912328767123,14.5328740984605,All
52.0545205479452,16.2152002292682,All
52.4808219178082,16.6690856905984,All
51.4386301369863,15.5877720513351,All
52.4994520547945,15.4472111267,All
51.6052054794521,16.6499002244783,All
52.1586301369863,16.5630079557272,All
51.3882191780822,17.4708744292426,All
51.6260273972603,15.5865481656042,All
51.6271232876712,14.3038910907852,All
51.7257534246575,16.8011745672322,All
51.3531506849315,15.5459717089852,All
52.7964383561644,16.6403659837374,All
52.2605479452055,15.1415692517848,All
52.2287671232877,16.5881640555826,All
51.5317808219178,15.6081953974285,All
51.8386301369863,15.5941678651327,All
51.7246575342466,16.2380492211465,All
51.9986301369863,16.5056562737193,All
51.8134246575342,15.1172255495608,All
51.5931506849315,17.0482137302709,All
51.5832876712329,17.1449184501511,All
52.5684931506849,16.3169904904645,All
52.5410958904109,16.435667266429,All
51.5920547945206,15.7732623504694,All
50.913698630137,15.818165750452,All
51.3213698630137,15.915409432006,All
51.9493150684932,15.4621470778068,All
