mature,ID,fano_fix,fano_cue,fano_del
49.6479452054795,QUA,1.34108698756182,1.32692098816459,1.55950282016703
49.6808219178082,QUA,1.72783959118192,1.78919590513881,1.85148185817441
49.713698630137,QUA,1.56519526744986,1.4940035802985,1.51425126554981
51.0945205479452,QUA,0.995860994899271,1.03409844931569,0.949583141761099
54.9082191780822,QUA,1.45629226805644,1.39436583982884,1.45824942753178
55.0068493150685,QUA,1.14569478212302,1.09000380958762,1.13012783491282
55.0397260273973,QUA,1.01633786690614,1.07748298864516,1.05480346931825
55.1712328767123,QUA,1.14174620763105,1.12220378202391,1.15454883379915
55.2041095890411,QUA,1.05266664040089,0.941973285614091,1.04190701593315
55.2369863013699,QUA,1.28488127654737,1.05778028056532,1.19087380742765
55.2698630136986,QUA,1.13447797327411,0.966562753794584,1.14630443240786
55.4013698630137,QUA,1.11882775314068,1.15638480995971,1.19047198712004
55.4342465753425,QUA,1.14627989164404,1.1256951588949,1.08761274772298
45.2753424657534,OLI,1.281411853642,1.2333122378092,1.17101721084796
45.9657534246575,OLI,0.999999984353781,1.07936506221692,NaN
47.0506849315069,OLI,1.12560338719989,1.04853262168448,1.1310663774429
47.0835616438356,OLI,NaN,NaN,NaN
47.2808219178082,OLI,1.43005536120679,1.50168768419677,1.4816980838455
47.313698630137,OLI,NaN,NaN,NaN
47.3465753424658,OLI,1.42873480353493,1.21841469951381,1.33625467053006
47.3794520547945,OLI,1.44436321026882,1.32573905394174,1.40650128585881
47.5767123287671,OLI,1.64874642180158,1.6216351803937,2.03331127721147
47.6095890410959,OLI,1.33094046772742,1.13448806875269,1.09639285351787
52.3438356164384,OLI,1.16342842367992,1.14921308184912,1.13334588224219
52.4095890410959,OLI,1.5167711413479,1.43947194167231,1.61268288269495
52.4424657534247,OLI,1.49286379086296,1.45365392815296,1.40888638950598
52.5739726027397,OLI,1.14892728255822,1.12863016436375,1.16934149032549
52.6068493150685,OLI,1.15666666547457,1.25356256632567,1.25097883320328
52.6397260273973,OLI,1.07706424493528,1.0525603592307,1.08405190330155
52.672602739726,OLI,1.20464283863799,1.04143831599052,1.0787699063959
52.8369863013699,OLI,1.34405586714236,1.36041911261122,1.37435632980476
52.8698630136986,OLI,1.10296870628459,1.09518553401764,1.1177684949719
