eff_dim,ID,age
4.79413443015064,OLI,-12.6246575342466
3.9372006395457,OLI,-12.6246575342466
3.63276204597714,OLI,-12.6246575342466
1.98477938266385,OLI,-12.6246575342466
3.62002696192075,OLI,-12.6246575342466
1.75690054948297,OLI,-12.6246575342466
4.15861350236052,OLI,-10.8493150684931
4.5306419359554,OLI,-10.8493150684931
3.22275530273123,OLI,-10.8493150684931
3.69735615393001,OLI,-10.8493150684931
3.33073607289766,OLI,-10.8493150684931
4.4217746080699,OLI,-10.8164383561644
1.93921361132596,OLI,-10.6191780821918
4.02137909626905,OLI,-10.6191780821918
1.53815946072267,OLI,-10.586301369863
2.63550963810714,OLI,-10.5205479452055
3.70171502452751,OLI,-10.5205479452055
2.7918066284802,OLI,-10.5205479452055
1.58962749345931,OLI,-10.5205479452055
3.84043118938957,OLI,-10.5205479452055
3.62885289527778,OLI,-10.5205479452055
3.86234443908032,OLI,-10.5205479452055
4.22851346211242,OLI,-10.5205479452055
5.13598785583866,OLI,-10.5205479452055
4.1330020101056,OLI,-10.5205479452055
2.98840854252425,OLI,-10.5205479452055
4.50265653299849,OLI,-10.5205479452055
3.58635546863366,OLI,-10.2904109589041
3.83517766098772,OLI,-10.2904109589041
2.89065507510877,OLI,-10.2904109589041
1.63575741848199,OLI,-10.2904109589041
4.52081271784358,OLI,-5.55616438356164
2.56794329674035,OLI,-5.55616438356164
3.892380483186,OLI,-5.55616438356164
4.42463685859761,OLI,-5.55616438356164
2.09181899305443,OLI,-5.49041095890411
3.69955451441683,OLI,-5.49041095890411
3.1728132700082,OLI,-5.32602739726027
2.48270818096332,OLI,-5.32602739726027
1.89520828136504,OLI,-5.29315068493151
4.36892395479308,OLI,-5.26027397260274
1.09857158765204,OLI,-5.26027397260274
3.95733720105727,OLI,-5.06301369863014
2.93392010319413,OLI,-5.06301369863014
1.46468228229468,OLI,-5.06301369863014
2.64572238869309,OLI,-5.03013698630137
3.94029487858857,OLI,-5.03013698630137
2.75175133245707,OLI,-5.03013698630137
5.25576799593943,OLI,-5.03013698630137
1.80205840176599,OLI,-0.657534246575342
3.67744467080973,OLI,-0.657534246575342
4.13349778130466,OLI,-0.657534246575342
2.16006617969237,OLI,-0.657534246575342
2.81260340728298,OLI,-0.657534246575342
2.37972451045253,OLI,-0.657534246575342
3.94743732828411,OLI,-0.657534246575342
3.76837175887811,OLI,-0.657534246575342
4.92865074944716,OLI,-0.46027397260274
3.60218793765305,OLI,-0.46027397260274
4.80060090805537,OLI,-0.46027397260274
2.31929924931765,OLI,-0.46027397260274
4.40049987602521,OLI,-0.46027397260274
3.70291465760859,OLI,-0.46027397260274
2.74372142926054,OLI,-0.46027397260274
4.81026500447766,OLI,-0.46027397260274
3.93950405833348,OLI,-0.46027397260274
2.08254302774851,OLI,-0.46027397260274
1.7006516186968,OLI,-0.46027397260274
3.84374055951251,OLI,-0.0328767123287671
4.30379122777995,OLI,-0.0328767123287671
2.45308421786765,OLI,-0.0328767123287671
1.71804518801657,OLI,-0.0328767123287671
4.24799317313655,OLI,4.66849315068493
3.29531582750112,OLI,4.66849315068493
3.04884084013315,OLI,4.66849315068493
4.52630523095441,OLI,4.66849315068493
4.56314150885093,OLI,4.66849315068493
4.31196903301462,OLI,4.66849315068493
5.26138553241968,OLI,4.66849315068493
4.46176637247233,OLI,4.66849315068493
2.63628279235216,OLI,4.8
3.36732901451153,OLI,4.8
2.24416311548748,OLI,4.8
2.8523859520895,OLI,4.8
1,OLI,4.83287671232877
4.83876965036642,OLI,4.83287671232877
3.17287286542411,OLI,4.83287671232877
5.00533110009573,OLI,4.83287671232877
3.34685152061084,OLI,4.83287671232877
2.20625573003593,OLI,4.83287671232877
4.3769059968704,OLI,4.83287671232877
4.53893987925342,OLI,4.83287671232877
4.76210435377945,OLI,4.83287671232877
3.75986857768678,OLI,5.03013698630137
1.89075133303131,OLI,5.03013698630137
2.05845086567976,OLI,5.03013698630137
4.11851045367159,OLI,5.03013698630137
1.25088558117972,OLI,5.03013698630137
2.82714160086578,OLI,5.03013698630137
3.17160795660021,OLI,5.03013698630137
3.58669605344721,OLI,5.03013698630137
3.92414885014296,OLI,5.03013698630137
2.45838305803625,OLI,5.03013698630137
3.79112829087732,OLI,5.03013698630137
4.57413582616315,OLI,5.03013698630137
2.05272118224912,OLI,5.03013698630137
3.35114661765036,OLI,5.03013698630137
2.34380400731138,OLI,5.03013698630137
3.49612349651859,OLI,5.06301369863014
4.9349883649592,OLI,5.06301369863014
3.82939873526979,OLI,5.06301369863014
5.17102946679211,OLI,5.06301369863014
2.76306998226036,OLI,5.0958904109589
5.40926243270778,OLI,5.0958904109589
5.33303353591863,OLI,5.0958904109589
3.80718639866359,OLI,5.0958904109589
4.72681960087909,OLI,5.0958904109589
3.52311202827101,OLI,5.0958904109589
4.93014887755307,OLI,5.0958904109589
3.8003100617582,OLI,5.0958904109589
3.68816918755778,OLI,5.0958904109589
3.27056530263022,OLI,5.0958904109589
1.644942119818,OLI,5.0958904109589
3.89927148697529,OLI,5.0958904109589
1.6747730120964,OLI,5.26027397260274
3.91910562823155,OLI,5.26027397260274
3.09113369282661,OLI,5.26027397260274
3.53904500017399,OLI,5.26027397260274
3.6084516987344,OLI,5.26027397260274
4.21626491229131,OLI,5.26027397260274
4.24212751249772,OLI,5.26027397260274
2.93783459307044,OLI,5.26027397260274
4.06439858046965,OLI,5.26027397260274
2.42731791906527,OLI,5.29315068493151
1.40123930043701,OLI,5.29315068493151
2.04331527166173,OLI,5.29315068493151
1.28386124922728,OLI,5.29315068493151
4.58951750127376,OLI,5.35890410958904
2.04025199942008,OLI,5.49041095890411
3.52400040305359,OLI,5.49041095890411
3.75872814751312,OLI,5.49041095890411
3.97131954854711,OLI,5.49041095890411
3.04634891982932,OLI,5.49041095890411
3.88904809777683,OLI,5.49041095890411
1.88459622755917,OLI,5.52328767123288
2.66855640286171,OLI,5.52328767123288
2.63628279235216,OLI,5.52328767123288
1.4172335600907,OLI,5.52328767123288
3.11336326747168,OLI,5.52328767123288
4.66541399031609,OLI,5.52328767123288
4.2795387877772,OLI,5.52328767123288
1.9314953140305,OLI,5.55616438356164
1.90192311086146,OLI,5.55616438356164
1.68851712073908,OLI,5.55616438356164
2.54504390543536,OLI,5.55616438356164
2.67837067907581,OLI,5.55616438356164
1.95821193823981,OLI,5.55616438356164
2.60599554406868,OLI,5.55616438356164
3.09256679486027,OLI,5.55616438356164
5.08220674657623,OLI,5.58904109589041
1,OLI,5.58904109589041
1.4172335600907,OLI,5.58904109589041
2.46366062856721,OLI,5.58904109589041
1.91996907666969,OLI,5.58904109589041
