omega2,mature,age,ID,age_group,mature_group,delay,sess
0,-19.62739726,57.92876712,PIC,3,1,3,pic038_1
0,-19.43013699,58.1260274,PIC,3,1,1.5,pic040_1
0.22734831,-19.39726027,58.15890411,PIC,3,1,3,pic041_1
0.055842582,-19.36438356,58.19178082,PIC,3,1,3,pic042_1
0,-19.33150685,58.22465753,PIC,3,1,3,pic043_1
0.260843088,-19.16712329,58.3890411,PIC,3,1,3,pic045_1
0.075904102,-19.13424658,58.42191781,PIC,3,1,3,pic046_1
0.044837497,-19.10136986,58.45479452,PIC,3,1,3,pic047_1
0,-18.96986301,58.58630137,PIC,3,1,1.5,pic048_1
0,-18.9369863,58.61917808,PIC,3,2,3,pic049_1
0.019122381,-18.90410959,58.65205479,PIC,3,2,3,pic050_1
0.026208821,-18.87123288,58.68493151,PIC,3,2,3,pic051_1
0,-15.05753425,62.49863014,PIC,4,2,1.5,pic052_1
0,-15.02465753,62.53150685,PIC,4,2,3,pic053_1
0,-14.95890411,62.59726027,PIC,4,2,3,pic055_1
0,-14.82739726,62.72876712,PIC,4,2,1.5,pic056_1
0,-14.79452055,62.76164384,PIC,4,2,3,pic057_1
0.00350587,-14.76164384,62.79452055,PIC,4,2,3,pic058_1
0.039503671,-14.56438356,62.99178082,PIC,4,2,1.5,pic059_1
0,-14.49863014,63.05753425,PIC,4,2,3,pic061_1
0.064912148,-14.36712329,63.1890411,PIC,4,2,1.5,pic062_1
0,-14.33424658,63.22191781,PIC,4,2,3,pic063_1
0.04387682,-14.30136986,63.25479452,PIC,4,2,3,pic064_1
0.096013876,-14.1369863,63.41917808,PIC,4,2,1.5,pic065_1
0.084118676,-14.10410959,63.45205479,PIC,4,2,3,pic066_1
0,-14.07123288,63.48493151,PIC,4,2,3,pic067_1
0.006699922,-14.03835616,63.51780822,PIC,4,2,3,pic068_1
0,-20.02191781,46.02739726,ROS,1,1,3,ros012_1
0,-19.89041096,46.15890411,ROS,1,1,1.5,ros013_1
0,-19.85753425,46.19178082,ROS,1,1,3,ros014_1
0,-19.82465753,46.22465753,ROS,1,1,3,ros015_1
0,-19.66027397,46.3890411,ROS,2,1,1.5,ros016_1
0.020325135,-19.62739726,46.42191781,ROS,2,1,3,ros017_1
0.029648473,-19.59452055,46.45479452,ROS,2,1,3,ros018_1
0.003167151,-19.39726027,46.65205479,ROS,2,1,3,ros020_1
0.006356337,-19.36438356,46.68493151,ROS,2,1,3,ros021_1
0.073751637,-17.81917808,48.23013699,ROS,2,2,1.5,ros025_1
0.032039431,-17.75342466,48.29589041,ROS,2,2,3,ros026_1
0,-17.3260274,48.72328767,ROS,2,2,1.5,ros028_1
0.086556169,-17.29315068,48.75616438,ROS,2,2,3,ros029_1
0,-17.26027397,48.7890411,ROS,2,2,3,ros030_1
0,-13.67671233,52.37260274,ROS,2,2,1.5,ros031_1
0.009073289,-13.64383562,52.40547945,ROS,2,2,3,ros032_1
0.046315567,-13.47945205,52.56986301,ROS,2,2,1.5,ros033_1
0,-13.44657534,52.60273973,ROS,2,2,3,ros034_1
0,-13.38082192,52.66849315,ROS,2,2,3,ros036_1
0,-13.34794521,52.70136986,ROS,2,2,3,ros037_1
0.005510194,-13.21643836,52.83287671,ROS,2,2,1.5,ros038_1
0,-12.88767123,53.16164384,ROS,2,2,1.5,ros041_1
0,-12.82191781,53.22739726,ROS,2,2,3,ros043_1
0,-12.7890411,53.26027397,ROS,2,2,3,ros044_1
0.054038787,-9.073972603,56.97534247,ROS,3,2,1.5,ros047_1
0.005903011,-8.843835616,57.20547945,ROS,3,2,1.5,ros051_1
0,-8.778082192,57.27123288,ROS,3,2,3,ros053_1
0,-8.61369863,57.43561644,ROS,3,2,1.5,ros055_1
0,-8.580821918,57.46849315,ROS,3,2,3,ros056_1
0,-8.547945205,57.50136986,ROS,3,2,3,ros057_1
0,-7.890410959,58.15890411,ROS,3,2,3,ros065_1
0,-7.857534247,58.19178082,ROS,3,2,3,ros066_1
0,-7.693150685,58.35616438,ROS,3,2,1.5,ros068_1
0,-7.660273973,58.3890411,ROS,3,2,3,ros069_1
0,-3.287671233,62.76164384,ROS,4,3,3,ros072_1
0.030168032,-3.090410959,62.95890411,ROS,4,3,1.5,ros075_1
0,-3.057534247,62.99178082,ROS,4,3,3,ros076_1
0.043157385,-2.991780822,63.05753425,ROS,4,3,3,ros077_1
0,-2.860273973,63.1890411,ROS,4,3,1.5,ros078_1
0.015795607,-2.82739726,63.22191781,ROS,4,3,3,ros079_1
0.034713265,-2.794520548,63.25479452,ROS,4,3,3,ros080_1
0,-2.761643836,63.28767123,ROS,4,3,1.5,ros081_1
0.090206478,-2.630136986,63.41917808,ROS,4,3,1.5,ros082_1
0,-2.597260274,63.45205479,ROS,4,3,3,ros083_1
0.122100613,-2.564383562,63.48493151,ROS,4,3,3,ros084_1
0.026929833,-2.531506849,63.51780822,ROS,4,3,3,ros085_1
0,1.052054795,67.10136986,ROS,4,3,1.5,ros086_1
0.003403237,1.084931507,67.13424658,ROS,4,3,3,ros087_1
0,1.117808219,67.16712329,ROS,4,3,3,ros088_1
0.001392298,1.150684932,67.2,ROS,4,3,3,ros089_1
0,1.282191781,67.33150685,ROS,4,3,1.5,ros090_1
0,1.315068493,67.36438356,ROS,4,3,3,ros091_1
0,1.347945205,67.39726027,ROS,4,3,3,ros092_1
0,1.380821918,67.43013699,ROS,4,3,3,ros093_1
0.02954436,1.512328767,67.56164384,ROS,4,3,1.5,ros094_1
0,1.545205479,67.59452055,ROS,4,3,3,ros095_1
0,-12.62465753,42.08219178,SON,1,2,1.5,son011_1
0,-12.46027397,42.24657534,SON,1,2,1.5,son013_1
0.123214873,-12.42739726,42.27945205,SON,1,2,1.5,son014_1
0,-12.39452055,42.31232877,SON,1,2,1.5,son015_1
0.050222238,-12.36164384,42.34520548,SON,1,2,1.5,son016_1
0,-11.93424658,42.77260274,SON,1,2,1.5,son019_1
0,-11.76986301,42.9369863,SON,1,2,1.5,son021_1
0.07888136,-11.7369863,42.96986301,SON,1,2,1.5,son022_1
0,-11.70410959,43.00273973,SON,1,2,1.5,son023_1
0,-10.84931507,43.85753425,SON,1,2,1.5,son024_1
0.016120752,-10.81643836,43.89041096,SON,1,2,1.5,son025_1
0,-10.78356164,43.92328767,SON,1,2,1.5,son026_1
0.171578078,-10.75068493,43.95616438,SON,1,2,1.5,son027_1
0.103272067,-10.55342466,44.15342466,SON,1,2,1.5,son030_1
0,-10.32328767,44.38356164,SON,1,2,1.5,son032_1
0,-10.29041096,44.41643836,SON,1,2,1.5,son033_1
0.010012684,-10.15890411,44.54794521,SON,1,2,1.5,son034_1
0,-10.09315068,44.61369863,SON,1,2,1.5,son036_1
0,-8.416438356,46.29041096,SON,1,2,1.5,son038_1
0.278313683,-8.383561644,46.32328767,SON,1,2,1.5,son039_1
0,-8.350684932,46.35616438,SON,2,2,1.5,son040_1
0.022463517,-8.317808219,46.3890411,SON,2,2,1.5,son041_1
0.110207834,-8.284931507,46.42191781,SON,2,2,1.5,son042_1
0,-3.254794521,51.45205479,SON,2,3,1.5,son043_1
0,-3.221917808,51.48493151,SON,2,3,1.5,son044_1
0,-3.189041096,51.51780822,SON,2,3,1.5,son045_1
0,-3.156164384,51.55068493,SON,2,3,1.5,son046_1
0.007388208,-2.991780822,51.71506849,SON,2,3,1.5,son047_1
0,-2.95890411,51.74794521,SON,2,3,1.5,son048_1
0.009848647,-2.926027397,51.78082192,SON,2,3,1.5,son049_1
0.058343972,-2.794520548,51.91232877,SON,2,3,1.5,son050_1
0.016742447,-2.761643836,51.94520548,SON,2,3,1.5,son051_1
0,-2.728767123,51.97808219,SON,2,3,1.5,son052_1
0,-2.695890411,52.0109589,SON,2,3,1.5,son053_1
0,2.071232877,56.77808219,SON,3,3,1.5,son054_1
0,2.104109589,56.8109589,SON,3,3,1.5,son055_1
0.04703211,2.136986301,56.84383562,SON,3,3,1.5,son056_1
0,2.268493151,56.97534247,SON,3,3,1.5,son057_1
0.023917547,2.301369863,57.00821918,SON,3,3,1.5,son058_1
0,2.334246575,57.04109589,SON,3,3,1.5,son059_1
0.034400337,2.498630137,57.20547945,SON,3,3,1.5,son060_1
0,2.531506849,57.23835616,SON,3,3,1.5,son061_1
0.035970999,2.564383562,57.27123288,SON,3,3,1.5,son062_1
0.012433613,2.597260274,57.30410959,SON,3,3,1.5,son063_1
0.007892382,2.728767123,57.43561644,SON,3,3,1.5,son064_1
0.087119677,2.761643836,57.46849315,SON,3,3,1.5,son065_1
0.000199269,2.794520548,57.50136986,SON,3,3,1.5,son066_1
0.018595648,2.82739726,57.53424658,SON,3,3,1.5,son067_1
0,2.991780822,57.69863014,SON,3,3,1.5,son069_1
0,3.221917808,57.92876712,SON,3,3,1.5,son071_1
0,3.254794521,57.96164384,SON,3,3,1.5,son072_1
0.014582336,6.871232877,61.57808219,SON,3,4,1.5,son073_1
0,6.904109589,61.6109589,SON,3,4,1.5,son074_1
0,6.936986301,61.64383562,SON,3,4,1.5,son075_1
0,7.134246575,61.84109589,SON,4,4,1.5,son076_1
0.002767992,7.364383562,62.07123288,SON,4,4,1.5,son079_1
0.048641871,7.397260274,62.10410959,SON,4,4,1.5,son080_1
0.042971776,7.561643836,62.26849315,SON,4,4,1.5,son082_1
0.017496785,7.62739726,62.33424658,SON,4,4,1.5,son084_1
0,7.857534247,62.56438356,SON,4,4,1.5,son086_1
0,7.890410959,62.59726027,SON,4,4,1.5,son087_1
0,-10.22465753,39.58356164,TRI,1,2,1.5,tri001_1
0,-10.22465753,39.58356164,TRI,1,2,1.5,tri002_1
0,-10.19178082,39.61643836,TRI,1,2,1.5,tri003_1
0.10126055,-9.994520548,39.81369863,TRI,1,2,1.5,tri006_1
0,-9.928767123,39.87945205,TRI,1,2,1.5,tri008_1
0,-9.895890411,39.91232877,TRI,1,2,1.5,tri009_1
0,-9.764383562,40.04383562,TRI,1,2,1.5,tri010_1
0,-8.252054795,41.55616438,TRI,1,2,1.5,tri015_1
0.027511332,-8.219178082,41.5890411,TRI,1,2,1.5,tri016_1
0,-8.18630137,41.62191781,TRI,1,2,1.5,tri017_1
0,-7.989041096,41.81917808,TRI,1,2,1.5,tri020_1
0,-7.528767123,42.27945205,TRI,1,2,1.5,tri023_1
0,-7.495890411,42.31232877,TRI,1,2,1.5,tri024_1
0,-7.463013699,42.34520548,TRI,1,2,1.5,tri025_1
0,0.361643836,50.16986301,TRI,2,3,1.5,tri042_1
0.129038379,0.493150685,50.30136986,TRI,2,3,1.5,tri043_1
0,0.723287671,50.53150685,TRI,2,3,1.5,tri046_1
0.047804519,0.756164384,50.56438356,TRI,2,3,1.5,tri047_1
0.01607805,0.98630137,50.79452055,TRI,2,3,1.5,tri051_1
0,5.819178082,55.62739726,TRI,3,4,1.5,tri063_1
0,6.016438356,55.82465753,TRI,3,4,1.5,tri065_1
0.064834977,6.049315068,55.85753425,TRI,3,4,1.5,tri066_1
0.049761314,6.082191781,55.89041096,TRI,3,4,1.5,tri067_1
0.00E+00,6.246575342,56.05479452,TRI,3,4,1.5,tri068_1
0.017193543,6.312328767,56.12054795,TRI,3,4,1.5,tri070_1
0,6.345205479,56.15342466,TRI,3,4,1.5,tri071_1
0,11.07945205,60.88767123,TRI,3,4,1.5,tri076_1
0.115061786,11.11232877,60.92054795,TRI,3,4,1.5,tri077_1
0,11.30958904,61.11780822,TRI,3,4,1.5,tri078_1
0,11.37534247,61.18356164,TRI,3,4,1.5,tri080_1
0.160342186,11.53972603,61.34794521,TRI,3,4,1.5,tri082_1
0,11.57260274,61.38082192,TRI,3,4,1.5,tri083_1
0,11.80273973,61.6109589,TRI,3,4,1.5,tri086_1
0.055698554,11.83561644,61.64383562,TRI,3,4,1.5,tri087_1
0,11.86849315,61.67671233,TRI,3,4,1.5,tri088_1
0,-5.917808219,38.6630137,UNI,1,3,3,uni001_1
0.010715035,-5.884931507,38.69589041,UNI,1,3,3,uni002_1
0,-5.852054795,38.72876712,UNI,1,3,3,uni003_1
0.028526395,-5.720547945,38.86027397,UNI,1,3,3,uni004_1
0.18525362,-5.687671233,38.89315068,UNI,1,3,1.5,uni005_1
0.021163294,-5.654794521,38.9260274,UNI,1,3,3,uni006_1
0,-5.621917808,38.95890411,UNI,1,3,3,uni007_1
0,-5.457534247,39.12328767,UNI,1,3,3,uni008_1
0.023921098,-5.424657534,39.15616438,UNI,1,3,1.5,uni009_1
0.181753811,-5.391780822,39.1890411,UNI,1,3,3,uni010_1
0.024748531,-5.260273973,39.32054795,UNI,1,3,3,uni011_1
0.003886233,-5.22739726,39.35342466,UNI,1,3,3,uni012_1
0,-5.194520548,39.38630137,UNI,1,3,1.5,uni013_1
0,-5.161643836,39.41917808,UNI,1,3,3,uni014_1
0.007731404,-5.063013699,39.51780822,UNI,1,3,1.5,uni015_1
0.112810368,-4.997260274,39.58356164,UNI,1,3,3,uni016_1
0,-4.964383562,39.61643836,UNI,1,3,3,uni017_1
0,-0.394520548,44.18630137,UNI,1,3,1.5,uni025_1
0.071059871,-0.361643836,44.21917808,UNI,1,3,3,uni026_1
0,-0.197260274,44.38356164,UNI,1,3,1.5,uni027_1
0.127772814,-0.164383562,44.41643836,UNI,1,3,3,uni028_1
0.03672901,-0.131506849,44.44931507,UNI,1,3,3,uni029_1
0.045561843,0.263013699,44.84383562,UNI,1,3,1.5,uni031_1
0.063253904,0.295890411,44.87671233,UNI,1,3,3,uni032_1
0.067115833,0.328767123,44.90958904,UNI,1,3,3,uni033_1
0.143499523,0.361643836,44.94246575,UNI,1,3,3,uni034_1
0.069313039,0.493150685,45.0739726,UNI,1,3,1.5,uni035_1
0.151538701,0.526027397,45.10684932,UNI,1,3,3,uni036_1
0.056391549,0.55890411,45.13972603,UNI,1,3,3,uni037_1
0,0.591780822,45.17260274,UNI,1,3,3,uni038_1
0.081474944,4.865753425,49.44657534,UNI,2,3,1.5,uni039_1
0,4.898630137,49.47945205,UNI,2,3,3,uni040_1
0,4.931506849,49.51232877,UNI,2,3,3,uni041_1
0.004300017,5.095890411,49.67671233,UNI,2,4,1.5,uni042_1
0,5.128767123,49.70958904,UNI,2,4,3,uni043_1
0,5.161643836,49.74246575,UNI,2,4,3,uni044_1
0.001121507,5.391780822,49.97260274,UNI,2,4,3,uni048_1
0,5.424657534,50.00547945,UNI,2,4,3,uni049_1
0.072545347,5.589041096,50.16986301,UNI,2,4,3,uni051_1
0,5.654794521,50.23561644,UNI,2,4,3,uni053_1
0.047428412,10.42191781,55.00273973,UNI,3,4,1.5,uni054_1
0,10.45479452,55.03561644,UNI,3,4,3,uni055_1
0.023868606,10.48767123,55.06849315,UNI,3,4,3,uni056_1
0.002787767,10.65205479,55.23287671,UNI,3,4,3,uni058_1
0.050105752,10.68493151,55.26575342,UNI,3,4,3,uni059_1
0,10.71780822,55.29863014,UNI,3,4,3,uni060_1
0.140891536,10.84931507,55.43013699,UNI,3,4,1.5,uni061_1
0.298063606,10.91506849,55.49589041,UNI,3,4,3,uni062_1
0.056326589,10.94794521,55.52876712,UNI,3,4,3,uni063_1
0.007268951,11.11232877,55.69315068,UNI,3,4,1.5,uni064_1
0.061525937,11.14520548,55.7260274,UNI,3,4,3,uni065_1
0.027161241,11.17808219,55.75890411,UNI,3,4,3,uni066_1
0.101336962,11.30958904,55.89041096,UNI,3,4,1.5,uni067_1
0.112782619,11.34246575,55.92328767,UNI,3,4,3,uni068_1
0.123310291,11.37534247,55.95616438,UNI,3,4,3,uni069_1
0.109619443,11.40821918,55.9890411,UNI,3,4,3,uni070_1
0.191957071,11.53972603,56.12054795,UNI,3,4,1.5,uni071_1
0.509971433,11.57260274,56.15342466,UNI,3,4,3,uni072_1
0.108087875,11.60547945,56.18630137,UNI,3,4,3,uni073_1
0.02189276,11.63835616,56.21917808,UNI,3,4,3,uni074_1
0,15.94520548,60.5260274,UNI,3,4,3,uni076_1
0.085342707,15.97808219,60.55890411,UNI,3,4,3,uni077_1
0,16.17534247,60.75616438,UNI,3,4,1.5,uni078_1
0.119986444,16.24109589,60.82191781,UNI,3,4,3,uni079_1
0,16.37260274,60.95342466,UNI,3,4,1.5,uni080_1
0,16.40547945,60.98630137,UNI,3,4,3,uni081_1
0,16.43835616,61.01917808,UNI,3,4,3,uni082_1
0.054902221,16.47123288,61.05205479,UNI,3,4,3,uni083_1
0,16.60273973,61.18356164,UNI,3,4,1.5,uni084_1
0,16.63561644,61.21643836,UNI,3,4,3,uni085_1
0,16.66849315,61.24931507,UNI,3,4,3,uni086_1
0.01276742,16.83287671,61.41369863,UNI,3,4,1.5,uni087_1
0,16.86575342,61.44657534,UNI,3,4,3,uni088_1
0.000320131,16.89863014,61.47945205,UNI,3,4,1.5,uni089_1
0.119723903,16.93150685,61.51232877,UNI,3,4,3,uni090_1
0,-10.45479452,44.61369863,VIK,1,2,1.5,vik004_1
0,-10.29041096,44.77808219,VIK,1,2,1.5,vik006_1
0,-10.29041096,44.77808219,VIK,1,2,1.5,vik007_1
0,-10.25753425,44.8109589,VIK,1,2,1.5,vik008_1
0,-10.22465753,44.84383562,VIK,1,2,1.5,vik009_1
0,-10.06027397,45.00821918,VIK,1,2,1.5,vik011_1
0,-9.994520548,45.0739726,VIK,1,2,1.5,vik014_1
0.053474568,-9.17260274,45.89589041,VIK,1,2,1.5,vik021_1
0,-7.956164384,47.11232877,VIK,2,2,1.5,vik024_1
0,-7.693150685,47.37534247,VIK,2,2,1.5,vik026_1
0,-7.561643836,47.50684932,VIK,2,2,1.5,vik027_1
0.041322923,-7.265753425,47.80273973,VIK,2,2,1.5,vik029_1
0.092326946,-7.232876712,47.83561644,VIK,2,2,1.5,vik030_1
0,-7.035616438,48.03287671,VIK,2,2,1.5,vik033_1
0.051030951,-4.109589041,50.95890411,VIK,2,3,1.5,vik034_1
0,-3.879452055,51.1890411,VIK,2,3,1.5,vik037_1
0.073170732,-3.81369863,51.25479452,VIK,2,3,1.5,vik039_1
0,-3.780821918,51.28767123,VIK,2,3,1.5,vik040_1
0,-3.550684932,51.51780822,VIK,2,3,1.5,vik042_1
0,-3.550684932,51.51780822,VIK,2,3,1.5,vik043_1
0.076179392,-3.550684932,51.51780822,VIK,2,3,1.5,vik044_1
0,-3.287671233,51.78082192,VIK,2,3,1.5,vik046_1
0.004407068,-3.254794521,51.81369863,VIK,2,3,1.5,vik047_1
0,6.739726027,61.80821918,VIK,4,4,1.5,vik051_1
0.019478779,7.2,62.26849315,VIK,4,4,1.5,vik057_1
0.011349848,7.232876712,62.30136986,VIK,4,4,1.5,vik058_1
0,7.397260274,62.46575342,VIK,4,4,1.5,vik060_1
0,7.62739726,62.69589041,VIK,4,4,1.5,vik064_1
0.010876682,7.660273973,62.72876712,VIK,4,4,1.5,vik065_1
0.000804694,11.86849315,66.9369863,VIK,4,4,1.5,vik068_1
0.008954866,12.03287671,67.10136986,VIK,4,4,1.5,vik069_1
0,12.2630137,67.33150685,VIK,4,4,1.5,vik072_1
0,12.49315068,67.56164384,VIK,4,4,1.5,vik076_1
0,12.69041096,67.75890411,VIK,4,4,1.5,vik077_1
0,13.01917808,68.08767123,VIK,4,4,1.5,vik083_1
