d,mature,ID,r2,fixrate,age
0.237465225,1.150684932,ROS,0.779591823,0.5625,67.2
0.23769115,-14.56438356,PIC,0.941116997,0.792410714,62.99178082
0.23778943,-3.189041096,SON,0.582142819,0.53125,51.51780822
0.237816319,-13.67671233,ROS,0.531693462,0.890625,52.37260274
0.237842138,6.871232877,SON,0.710424698,1.6,61.57808219
0.237847707,4.931506849,UNI,0.792673973,3.84375,49.51232877
0.237884894,5.424657534,UNI,0.814784037,0.54375,50.00547945
0.23788722,-2.991780822,QUA,0.552166917,8.6875,53.49041096
0.237928828,-19.66027397,PIC,0.782499432,1.328125,57.89589041
0.237985407,5.095890411,UNI,0.635230526,6.243055556,49.67671233
0.238011464,-4.964383562,UNI,0.652658252,30.77380952,39.61643836
0.238075464,-8.547945205,ROS,0.627218918,3.209821429,57.50136986
0.238146106,-19.89041096,ROS,0.578124972,0.6,46.15890411
0.23816583,10.48767123,UNI,0.734693827,0.5,55.06849315
0.238171096,11.37534247,TRI,0.767908278,5.765625,61.18356164
0.238175184,11.86849315,VIK,0.525989642,1.703125,66.9369863
0.238237494,1.084931507,ROS,0.885306186,2.102430556,67.13424658
0.238246578,0.493150685,UNI,0.820875699,1.40625,45.0739726
0.238350718,-19.13424658,PIC,0.957142843,4.34375,58.42191781
0.23844668,5.490410959,OLI,0.638709666,5,64.56986301
0.238451283,6.345205479,TRI,0.678571417,1.145833333,56.15342466
0.238467609,12.2630137,VIK,0.609458791,2.078125,67.33150685
0.238476366,-2.794520548,SON,0.571428558,0.953125,51.91232877
0.238526932,6.246575342,TRI,0.754926031,0.65625,56.05479452
0.238538444,11.80273973,TRI,0.534906822,6.645833333,61.6109589
0.238606086,-8.252054795,QUA,0.681462346,1.366319444,48.23013699
0.238631494,-18.87123288,PIC,0.757451158,2.525,58.68493151
0.238777815,16.86575342,UNI,0.599531595,0.770833333,61.44657534
0.238859604,-10.29041096,VIK,0.807142844,0.59375,44.77808219
0.23910282,-15.02465753,PIC,0.662613966,7.5625,62.53150685
0.239103209,11.53972603,TRI,0.725370988,9.5,61.34794521
0.239158514,16.43835616,UNI,0.513145893,15.85625,61.01917808
0.239171224,-3.189041096,SON,0.626942988,1.6875,51.51780822
0.239191959,-0.131506849,UNI,0.921720451,1.65625,44.44931507
0.239226987,-5.424657534,UNI,0.877551008,0.7875,39.15616438
0.239285601,-3.156164384,SON,0.513139029,2.411458333,51.55068493
0.239295591,2.991780822,SON,0.658892117,0.5,57.69863014
0.239380472,11.37534247,TRI,0.690378992,5.375,61.18356164
0.239397315,7.397260274,VIK,0.772347633,4.147569444,62.46575342
0.239698674,-24.42739726,PIC,0.705357131,2.71875,53.12876712
0.239706494,2.268493151,SON,0.783035701,0.78125,56.97534247
0.239907367,6.082191781,TRI,0.820517719,0.513888889,55.89041096
0.239980835,10.15890411,OLI,0.773691643,4.232142857,69.23835616
0.239993411,-20.28493151,PIC,0.717955819,9.4375,57.27123288
0.240011869,-8.18630137,QUA,0.648153586,8.984375,48.29589041
0.24004676,2.564383562,SON,0.858667467,7.359375,57.27123288
0.240078444,5.030136986,OLI,0.933624669,1.921875,64.10958904
0.240167406,2.564383562,SON,0.545454535,2.46875,57.27123288
0.240314883,-2.991780822,SON,0.737609309,1.828125,51.71506849
0.240476306,-5.654794521,UNI,0.570002361,0.574652778,38.9260274
0.240495086,11.60547945,UNI,0.505494492,1.171875,56.18630137
0.2405255,16.47123288,UNI,0.740829381,4.515625,61.05205479
0.240567073,1.084931507,ROS,0.699911895,7.635416667,67.13424658
0.24085398,16.24109589,UNI,0.671171213,19.36383929,60.82191781
0.240864562,4.668493151,OLI,0.76190474,0.84375,63.74794521
0.240934508,-8.18630137,TRI,0.672934319,13.90416667,41.62191781
0.240936425,3.221917808,SON,0.852489669,4.75,57.92876712
0.241064188,5.095890411,OLI,0.885454498,1.171875,64.17534247
0.241072935,-10.22465753,VIK,0.799030992,0.50625,44.84383562
0.241270444,16.24109589,UNI,0.815778197,1.640625,60.82191781
0.241300541,10.32328767,OLI,0.60961712,20.35416667,69.40273973
0.241435343,11.53972603,UNI,0.870748278,1.90625,56.12054795
0.241509995,-11.93424658,SON,0.77310917,2.703125,42.77260274
0.241594417,10.1260274,OLI,0.532979108,14.92083333,69.20547945
0.241692597,7.232876712,VIK,0.71274768,0.961805556,62.30136986
0.241874872,5.095890411,OLI,0.675562205,2.689732143,64.17534247
0.241960325,-7.989041096,TRI,0.583472715,20.35,41.81917808
0.241971392,11.17808219,UNI,0.65746535,2.291666667,55.75890411
0.242135843,-24.42739726,PIC,0.586143458,1.4375,53.12876712
0.242305639,11.34246575,UNI,0.827687748,1.484375,55.92328767
0.242352138,-0.460273973,OLI,0.572889998,5.112847222,58.61917808
0.24241011,-13.38082192,ROS,0.659272344,3.8,52.66849315
0.242548815,-8.317808219,SON,0.765275549,5.582589286,46.3890411
0.242613553,7.660273973,VIK,0.886750533,0.640625,62.72876712
0.242681396,-19.82465753,ROS,0.667462041,6.243055556,46.22465753
0.242681396,-19.82465753,ROS,0.667462041,6.243055556,46.22465753
0.242917844,-14.76164384,PIC,0.652291095,4.53125,62.79452055
0.243134801,11.63835616,UNI,0.777583777,7.796875,56.21917808
0.243280759,-13.67671233,ROS,0.656528997,3.651785714,52.37260274
0.243308189,11.17808219,UNI,0.687789023,4.451388889,55.75890411
0.243403452,1.545205479,ROS,0.683847472,12.6,67.59452055
0.243547663,16.24109589,UNI,0.698575072,7.421875,60.82191781
0.243604521,-19.33150685,PIC,0.561284498,82.075,58.22465753
0.243787673,5.128767123,UNI,0.712871269,4.65625,49.70958904
0.24379707,1.150684932,ROS,0.540816316,2.46875,67.2
0.244293803,-3.189041096,SON,0.639842609,6.857142857,51.51780822
0.244325351,4.931506849,UNI,0.909482714,2.65625,49.51232877
0.244405804,16.24109589,UNI,0.891715451,2.890625,60.82191781
0.244588487,6.871232877,SON,0.807938001,13.515625,61.57808219
0.244658792,-12.36164384,SON,0.894228089,4.861111111,42.34520548
0.24468781,10.68493151,UNI,0.774283393,3.692045455,55.26575342
0.244739929,-0.42739726,OLI,0.830264047,11.025,58.65205479
0.244789587,4.668493151,OLI,0.974052168,3.984375,63.74794521
0.244909346,11.57260274,TRI,0.735256204,2.689236111,61.38082192
0.245176635,11.07945205,TRI,0.72425248,3.982142857,60.88767123
0.245218718,15.97808219,UNI,0.615963419,11.25173611,60.55890411
0.245271069,0.263013699,UNI,0.669501869,6.889880952,44.84383562
0.245323793,6.246575342,TRI,0.563708796,11.1875,56.05479452
0.245343471,7.232876712,VIK,0.579830224,8.184027778,62.30136986
0.245346229,-15.02465753,PIC,0.624175778,1.553571429,62.53150685
0.245387721,-8.284931507,SON,0.67239801,1.578125,46.42191781
0.245407895,-29.78630137,PIC,0.599122067,3.752232143,47.76986301
0.245456945,-5.22739726,OLI,0.576158991,1.633680556,53.85205479
0.245553807,2.597260274,SON,0.86699504,1.75,57.30410959
0.24557997,-18.90410959,PIC,0.54503723,0.604166667,58.65205479
0.245687273,-13.47945205,ROS,0.687064788,7.835227273,52.56986301
0.245797566,6.345205479,TRI,0.886443382,35.625,56.15342466
0.245812262,-8.18630137,QUA,0.731720315,2.682291667,48.29589041
0.245898716,2.268493151,SON,0.940476175,1.71875,56.97534247
0.245933567,-17.75342466,ROS,0.703189519,6.239583333,48.29589041
0.245934574,5.128767123,UNI,0.539849614,1.109375,49.70958904
0.245963464,-0.032876712,OLI,0.887587808,1.15625,59.04657534
0.246036479,5.556164384,OLI,0.531752526,1.431547619,64.63561644
0.246172944,1.084931507,ROS,0.75010393,6.604166667,67.13424658
0.246520251,15.97808219,UNI,0.885893998,7.411458333,60.55890411
0.246531945,-2.465753425,QUA,0.877429177,1.769097222,54.01643836
0.246570822,11.11232877,TRI,0.738490582,0.78125,60.92054795
0.246685284,-7.265753425,VIK,0.86424829,1.982142857,47.80273973
0.246860273,16.24109589,UNI,0.807100348,4.78125,60.82191781
0.246872879,16.40547945,UNI,0.873923812,0.916666667,60.98630137
0.247051193,4.898630137,UNI,0.709935168,0.830357143,49.47945205
0.247170642,-7.232876712,VIK,0.9169719,0.703125,47.83561644
0.247216802,6.082191781,TRI,0.88564473,8.289930556,55.89041096
0.247269924,-2.82739726,ROS,0.566343541,1.131944444,63.22191781
0.247275366,7.364383562,SON,0.585230548,1.897321429,62.07123288
0.247558002,-10.61917808,OLI,0.548632206,1.7625,48.46027397
0.24762469,6.016438356,TRI,0.838095218,1.104166667,55.82465753
0.247709718,16.89863014,UNI,0.914671365,7.71875,61.47945205
0.247739418,-15.02465753,PIC,0.547277105,17.62723214,62.53150685
0.247757971,-20.05479452,PIC,0.5461121,5.953125,57.50136986
0.247762928,16.83287671,UNI,0.618698252,21.3125,61.41369863
0.247801843,16.17534247,UNI,0.545533006,5.875,60.75616438
0.248068852,-14.79452055,PIC,0.756773659,8.75,62.76164384
0.248208357,-10.22465753,TRI,0.569507556,1.263392857,39.58356164
0.248279099,2.136986301,SON,0.6930289,1.147569444,56.84383562
0.248455647,-5.457534247,UNI,0.95664377,1.375,39.12328767
0.248545036,1.380821918,ROS,0.584863404,4.541666667,67.43013699
0.248706026,-10.78356164,SON,0.611762301,1.909970238,43.92328767
0.248715893,-10.78356164,SON,0.869936143,0.873263889,43.92328767
0.248724131,-2.761643836,SON,0.997847304,0.961805556,51.94520548
0.248730964,11.57260274,UNI,0.953400989,4.8125,56.15342466
0.248848223,-14.36712329,PIC,0.75714284,0.796875,63.1890411
0.248914849,-5.22739726,OLI,0.909201604,0.684027778,53.85205479
0.24902609,-7.857534247,ROS,0.586062705,9.515625,58.19178082
0.249189806,0.756164384,TRI,0.566884391,20.8125,50.56438356
0.249256297,16.43835616,UNI,0.530370208,9.504166667,61.01917808
0.249287069,16.63561644,UNI,0.770557266,0.922619048,61.21643836
0.250153737,2.301369863,SON,0.552925959,17.94791667,57.00821918
0.250486777,1.545205479,ROS,0.84805019,17.20833333,67.59452055
0.250556953,6.049315068,TRI,0.790827321,3.34375,55.85753425
0.250942906,-13.47945205,ROS,0.518795217,4.215909091,52.56986301
0.251099585,2.794520548,SON,0.856596724,8.375,57.50136986
0.251119178,5.095890411,UNI,0.734599752,2.590277778,49.67671233
0.251217208,11.34246575,UNI,0.828231277,3.921875,55.92328767
0.251260088,-19.85753425,PIC,0.948739816,3.928571429,57.69863014
0.251486523,6.082191781,TRI,0.901051216,1.637152778,55.89041096
0.251722405,11.53972603,TRI,0.688883051,3.734375,61.34794521
0.251830344,2.104109589,SON,0.956851412,2.8125,56.8109589
